datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q4_3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2970.46,ssb,1
delta,spark,q1_1,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,2302.610144,ssb,1
delta,spark,q1_2,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,804.494473,ssb,1
delta,spark,q1_3,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,834.11864,ssb,1
delta,spark,q2_1,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,2103.156411,ssb,1
delta,spark,q2_2,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1338.73681,ssb,1
delta,spark,q2_3,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1147.560241,ssb,1
delta,spark,q3_1,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1193.664737,ssb,1
delta,spark,q3_2,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1076.874308,ssb,1
delta,spark,q3_3,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,982.99918,ssb,1
delta,spark,q3_4,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1199.824436,ssb,1
delta,spark,q4_1,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1843.503582,ssb,1
delta,spark,q4_2,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1626.260276,ssb,1
delta,spark,q4_3,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1585.588747,ssb,1
delta,spark,q1_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2326.2936,ssb,1
delta,spark,q1_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1223.648371,ssb,1
delta,spark,q1_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,984.672044,ssb,1
delta,spark,q2_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1955.49852,ssb,1
delta,spark,q2_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1576.785164,ssb,1
delta,spark,q2_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1427.672314,ssb,1
delta,spark,q3_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1464.128657,ssb,1
delta,spark,q3_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1102.657819,ssb,1
delta,spark,q3_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1085.236279,ssb,1
delta,spark,q3_4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1032.575838,ssb,1
delta,spark,q4_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1687.981434,ssb,1
delta,spark,q4_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1697.642361,ssb,1
delta,spark,q4_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,3085.328425,ssb,1
delta,spark,q1_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2011.662665,ssb,1
delta,spark,q1_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,996.256676,ssb,1
delta,spark,q1_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,932.749261,ssb,1
delta,spark,q2_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1746.771218,ssb,1
delta,spark,q2_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1387.804789,ssb,1
delta,spark,q2_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1278.664225,ssb,1
delta,spark,q3_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1357.620036,ssb,1
delta,spark,q3_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1272.740423,ssb,1
delta,spark,q3_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,986.026264,ssb,1
delta,spark,q3_4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,987.877558,ssb,1
delta,spark,q4_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2494.126629,ssb,1
delta,spark,q4_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2564.734074,ssb,1
delta,spark,q4_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,2021.91357,ssb,1
delta,spark,q1_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1825.906526,ssb,1
delta,spark,q1_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1147.789651,ssb,1
delta,spark,q1_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,898.660869,ssb,1
delta,spark,q2_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1713.729837,ssb,1
delta,spark,q2_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1425.936362,ssb,1
delta,spark,q2_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1257.213095,ssb,1
delta,spark,q3_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1201.397881,ssb,1
delta,spark,q3_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1091.729917,ssb,1
delta,spark,q3_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,992.537611,ssb,1
delta,spark,q3_4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1009.951137,ssb,1
delta,spark,q4_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1934.823763,ssb,1
delta,spark,q4_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1808.301283,ssb,1
delta,spark,q4_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1766.196432,ssb,1
delta,spark,q1_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1974.328713,ssb,1
delta,spark,q1_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,993.839144,ssb,1
delta,spark,q1_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1253.077393,ssb,1
delta,spark,q2_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,2205.420605,ssb,1
delta,spark,q2_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1698.186223,ssb,1
delta,spark,q2_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1658.329096,ssb,1
delta,spark,q3_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1243.601117,ssb,1
delta,spark,q3_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1082.598589,ssb,1
delta,spark,q3_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1494.662637,ssb,1
delta,spark,q3_4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1059.611352,ssb,1
delta,spark,q4_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1946.354697,ssb,1
delta,spark,q4_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1790.924289,ssb,1
delta,spark,q4_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1677.64176,ssb,1
delta,spark,q1_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1978.281717,ssb,1
delta,spark,q1_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,931.616281,ssb,1
delta,spark,q1_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,782.003289,ssb,1
delta,spark,q2_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1659.18242,ssb,1
delta,spark,q2_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1645.595598,ssb,1
delta,spark,q2_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1383.75348,ssb,1
delta,spark,q3_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1162.613958,ssb,1
delta,spark,q3_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1368.55232,ssb,1
delta,spark,q3_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1243.744362,ssb,1
delta,spark,q3_4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1060.147517,ssb,1
delta,spark,q4_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,2010.125919,ssb,1
delta,spark,q4_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1786.11816,ssb,1
delta,spark,q4_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1925.990792,ssb,1
delta,spark,q1_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1954.479099,ssb,1
delta,spark,q1_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1023.433204,ssb,1
delta,spark,q1_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,932.74478,ssb,1
delta,spark,q2_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,2043.540606,ssb,1
delta,spark,q2_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1571.271824,ssb,1
delta,spark,q2_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1608.068783,ssb,1
delta,spark,q3_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1536.234039,ssb,1
delta,spark,q3_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1431.778276,ssb,1
delta,spark,q3_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1158.933859,ssb,1
delta,spark,q3_4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1027.600188,ssb,1
delta,spark,q4_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1805.732687,ssb,1
delta,spark,q4_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,2185.383169,ssb,1
delta,spark,q4_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1764.793538,ssb,1
delta,spark,q1_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1210.826381,ssb,1
delta,spark,q1_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,772.887726,ssb,1
delta,spark,q1_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,763.569429,ssb,1
delta,spark,q2_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1666.222456,ssb,1
delta,spark,q2_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1548.027323,ssb,1
delta,spark,q2_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1236.539902,ssb,1
delta,spark,q3_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1678.694312,ssb,1
delta,spark,q3_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1385.98751,ssb,1
delta,spark,q3_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1060.534638,ssb,1
delta,spark,q3_4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1047.463198,ssb,1
delta,spark,q4_1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1601.271345,ssb,1
delta,spark,q4_2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1497.084423,ssb,1
delta,spark,q4_3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1627.13548,ssb,1
delta,spark,db15,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1515.57,ssb,1
delta,spark,db1,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1447.49,ssb,1
delta,spark,db20,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1488.65,ssb,1
delta,spark,db2,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1277.03,ssb,1
delta,spark,db22,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1495.09,ssb,1
delta,spark,db5,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1280.21,ssb,1
delta,spark,db11,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1409.01,ssb,1
delta,spark,db14,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1394.74,ssb,1
delta,spark,db16,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1266.15,ssb,1
delta,spark,db12,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1504.47,ssb,1
delta,spark,db6,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1481.43,ssb,1
delta,spark,db19,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1271.28,ssb,1
delta,spark,db10,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1491.9,ssb,1
delta,spark,db4,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1254.97,ssb,1
delta,spark,db7,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1315.7,ssb,1
delta,spark,db21,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1480.98,ssb,1
delta,spark,db9,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1475.22,ssb,1
delta,spark,db13,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1468.06,ssb,1
delta,spark,db3,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1487.13,ssb,1
delta,spark,db8,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1307.66,ssb,1
delta,spark,db17,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1522.22,ssb,1
delta,spark,db18,816;31;458;299;923;7;60;0.499345510453;0.2490164503455,1456.24,ssb,1
delta,spark,db15,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1579.31,ssb,1
delta,spark,db1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1647.68,ssb,1
delta,spark,db20,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1431.99,ssb,1
delta,spark,db2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1689.31,ssb,1
delta,spark,db22,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1413.68,ssb,1
delta,spark,db5,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1530.66,ssb,1
delta,spark,db11,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1506.11,ssb,1
delta,spark,db14,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1575.28,ssb,1
delta,spark,db16,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1623.6,ssb,1
delta,spark,db12,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1469.82,ssb,1
delta,spark,db6,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1520.43,ssb,1
delta,spark,db19,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1546.2,ssb,1
delta,spark,db10,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1644.02,ssb,1
delta,spark,db4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1475.97,ssb,1
delta,spark,db7,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1616.04,ssb,1
delta,spark,db21,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1559.18,ssb,1
delta,spark,db9,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1479.59,ssb,1
delta,spark,db13,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1423.31,ssb,1
delta,spark,db3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1615.31,ssb,1
delta,spark,db8,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1412.07,ssb,1
delta,spark,db17,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1504.18,ssb,1
delta,spark,db18,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,1651.53,ssb,1
delta,spark,db15,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1394.58,ssb,1
delta,spark,db1,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1494.73,ssb,1
delta,spark,db20,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1386.88,ssb,1
delta,spark,db2,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1566.52,ssb,1
delta,spark,db22,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1584.29,ssb,1
delta,spark,db5,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1356.53,ssb,1
delta,spark,db11,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1322.95,ssb,1
delta,spark,db14,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1521.42,ssb,1
delta,spark,db16,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1590.33,ssb,1
delta,spark,db12,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1555.61,ssb,1
delta,spark,db6,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1476.92,ssb,1
delta,spark,db19,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1390.53,ssb,1
delta,spark,db10,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1479.08,ssb,1
delta,spark,db4,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1467.72,ssb,1
delta,spark,db7,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1334.23,ssb,1
delta,spark,db21,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1438.25,ssb,1
delta,spark,db9,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1512.9,ssb,1
delta,spark,db13,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1359.3,ssb,1
delta,spark,db3,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1531.41,ssb,1
delta,spark,db8,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1441.66,ssb,1
delta,spark,db17,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1574.95,ssb,1
delta,spark,db18,683;83;557;1821;545;8;40;0.6088894043761;0.1930787598859,1470.84,ssb,1
delta,spark,db10,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1520.33,ssb,1
delta,spark,db13,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1550.54,ssb,1
delta,spark,db14,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1521.76,ssb,1
delta,spark,db15,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1558.44,ssb,1
delta,spark,db18,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1528.79,ssb,1
delta,spark,db6,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1605.98,ssb,1
delta,spark,db9,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1610.42,ssb,1
delta,spark,q1_1,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,2519.51,ssb,1
delta,spark,q2_1,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,2012.19,ssb,1
delta,spark,q4_1,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,2026.45,ssb,1
delta,spark,q4_2,704.9;31.7;430.8;326.6;1041.6;7.1;68.5;0.6;0.2,1719.9,ssb,1
delta,spark,db12,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1539.44,ssb,1
delta,spark,db14,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1511.0,ssb,1
delta,spark,db15,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1591.76,ssb,1
delta,spark,db21,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1519.84,ssb,1
delta,spark,db6,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1550.64,ssb,1
delta,spark,q1_1,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,2231.38,ssb,1
delta,spark,q2_1,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1974.69,ssb,1
delta,spark,q4_1,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1937.4,ssb,1
delta,spark,q4_2,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1550.95,ssb,1
delta,spark,q4_3,859.4;28.2;464.3;327.9;838.1;7.5;53.3;0.6;0.2,1650.78,ssb,1
delta,spark,db11,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1535.02,ssb,1
delta,spark,db15,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1554.42,ssb,1
delta,spark,db17,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1665.63,ssb,1
delta,spark,db20,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1528.73,ssb,1
delta,spark,db21,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1540.45,ssb,1
delta,spark,db9,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1568.26,ssb,1
delta,spark,q1_1,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,2419.58,ssb,1
delta,spark,q2_1,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,2193.25,ssb,1
delta,spark,q4_1,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1903.54,ssb,1
delta,spark,q4_3,879.5;31.8;482.4;324.8;1018.0;6.6;64.5;0.5;0.2,1731.96,ssb,1
delta,spark,db1,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1598.76,ssb,1
delta,spark,db12,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1527.18,ssb,1
delta,spark,db17,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1604.09,ssb,1
delta,spark,db18,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1551.81,ssb,1
delta,spark,db2,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1586.8,ssb,1
delta,spark,db4,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1500.38,ssb,1
delta,spark,db6,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1583.37,ssb,1
delta,spark,q1_1,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1865.59,ssb,1
delta,spark,q2_1,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1901.84,ssb,1
delta,spark,q2_2,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1691.16,ssb,1
delta,spark,q4_1,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1699.62,ssb,1
delta,spark,q4_2,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1853.51,ssb,1
delta,spark,q4_3,723.6;93.8;479.7;1796.8;495.6;9.1;43.0;0.6;0.2,1692.39,ssb,1
delta,spark,db1,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1504.6,ssb,1
delta,spark,db10,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1512.54,ssb,1
delta,spark,db15,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1522.47,ssb,1
delta,spark,db16,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1636.22,ssb,1
delta,spark,db17,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1564.05,ssb,1
delta,spark,db2,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1689.9,ssb,1
delta,spark,db22,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1732.25,ssb,1
delta,spark,db3,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1512.78,ssb,1
delta,spark,db6,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1573.64,ssb,1
delta,spark,db9,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1643.76,ssb,1
delta,spark,q1_1,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1899.99,ssb,1
delta,spark,q2_1,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1735.59,ssb,1
delta,spark,q2_2,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1661.92,ssb,1
delta,spark,q4_1,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1924.75,ssb,1
delta,spark,q4_2,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1967.69,ssb,1
delta,spark,q4_3,595.9;89.6;514.6;1838.5;597.3;7.0;34.5;0.6;0.2,1647.71,ssb,1
delta,spark,db10,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1583.72,ssb,1
delta,spark,db12,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1545.46,ssb,1
delta,spark,db15,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1527.76,ssb,1
delta,spark,db17,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1525.43,ssb,1
delta,spark,db20,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1598.96,ssb,1
delta,spark,db21,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1604.73,ssb,1
delta,spark,db9,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1597.33,ssb,1
delta,spark,q1_1,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,2221.82,ssb,1
delta,spark,q2_1,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,2259.19,ssb,1
delta,spark,q4_1,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1906.45,ssb,1
delta,spark,q4_2,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1748.26,ssb,1
delta,spark,q4_3,783.9;29.5;519.5;309.9;1026.3;6.3;58.1;0.5;0.3,1517.58,ssb,1
delta,spark,db10,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1556.34,ssb,1
delta,spark,db12,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1559.17,ssb,1
delta,spark,db14,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1582.39,ssb,1
delta,spark,db16,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1667.73,ssb,1
delta,spark,db2,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1647.83,ssb,1
delta,spark,db21,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1532.72,ssb,1
delta,spark,db22,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1548.86,ssb,1
delta,spark,q1_1,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1736.66,ssb,1
delta,spark,q2_1,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1734.52,ssb,1
delta,spark,q4_1,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1925.97,ssb,1
delta,spark,q4_2,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1928.66,ssb,1
delta,spark,q4_3,775.7;78.9;557.5;2061.4;544.4;9.0;43.5;0.6;0.2,1641.81,ssb,1
delta,spark,q1_3,20.6;17.0;18.1;15.6;17.0;238.6|1.0;1.0;0.0,2447.66,ssb,1
delta,spark,q1_3,25.3;36.6;37.3;15.9;18.8;1894.0|0.9;0.0;1.1,2684.72,ssb,1
