datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpch_1_q10,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,10273.0,tpch,10
delta,spark,tpch_1_q10,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,10505.0,tpch,10
delta,spark,tpch_1_q10,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,10335.0,tpch,10
delta,spark,tpch_1_q10,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,11286.0,tpch,10
delta,spark,tpch_1_q10,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,9780.0,tpch,10
delta,spark,tpch_1_q10,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,11503.0,tpch,10
delta,spark,tpch_1_q10,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,10518.0,tpch,10
delta,spark,tpch_1_q11,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,1913.0,tpch,10
delta,spark,tpch_1_q11,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1731.0,tpch,10
delta,spark,tpch_1_q11,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1907.0,tpch,10
delta,spark,tpch_1_q11,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1670.0,tpch,10
delta,spark,tpch_1_q11,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1598.0,tpch,10
delta,spark,tpch_1_q11,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1885.0,tpch,10
delta,spark,tpch_1_q11,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2061.0,tpch,10
delta,spark,tpch_1_q11,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1630.0,tpch,10
delta,spark,tpch_1_q11,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1867.0,tpch,10
delta,spark,tpch_1_q11,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1632.0,tpch,10
delta,spark,tpch_1_q11,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1948.0,tpch,10
delta,spark,tpch_1_q11,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1718.0,tpch,10
delta,spark,tpch_1_q11,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2003.0,tpch,10
delta,spark,tpch_1_q11,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1582.0,tpch,10
delta,spark,tpch_1_q12,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2983.0,tpch,10
delta,spark,tpch_1_q12,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3166.0,tpch,10
delta,spark,tpch_1_q12,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4374.0,tpch,10
delta,spark,tpch_1_q12,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2816.0,tpch,10
delta,spark,tpch_1_q12,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2697.0,tpch,10
delta,spark,tpch_1_q12,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4424.0,tpch,10
delta,spark,tpch_1_q12,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4536.0,tpch,10
delta,spark,tpch_1_q12,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2975.0,tpch,10
delta,spark,tpch_1_q12,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4753.0,tpch,10
delta,spark,tpch_1_q12,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2719.0,tpch,10
delta,spark,tpch_1_q12,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4711.0,tpch,10
delta,spark,tpch_1_q12,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2759.0,tpch,10
delta,spark,tpch_1_q12,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4763.0,tpch,10
delta,spark,tpch_1_q12,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,2527.0,tpch,10
delta,spark,tpch_1_q13,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3367.0,tpch,10
delta,spark,tpch_1_q13,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3193.0,tpch,10
delta,spark,tpch_1_q13,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,3368.0,tpch,10
delta,spark,tpch_1_q13,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2710.0,tpch,10
delta,spark,tpch_1_q13,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3030.0,tpch,10
delta,spark,tpch_1_q13,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3142.0,tpch,10
delta,spark,tpch_1_q13,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3616.0,tpch,10
delta,spark,tpch_1_q13,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3056.0,tpch,10
delta,spark,tpch_1_q13,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,3304.0,tpch,10
delta,spark,tpch_1_q13,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3224.0,tpch,10
delta,spark,tpch_1_q13,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3523.0,tpch,10
delta,spark,tpch_1_q13,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3215.0,tpch,10
delta,spark,tpch_1_q13,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,3174.0,tpch,10
delta,spark,tpch_1_q13,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3491.0,tpch,10
delta,spark,tpch_1_q14,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2973.0,tpch,10
delta,spark,tpch_1_q14,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3049.0,tpch,10
delta,spark,tpch_1_q14,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,3798.0,tpch,10
delta,spark,tpch_1_q14,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2970.0,tpch,10
delta,spark,tpch_1_q14,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3244.0,tpch,10
delta,spark,tpch_1_q14,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3746.0,tpch,10
delta,spark,tpch_1_q14,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3901.0,tpch,10
delta,spark,tpch_1_q14,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3199.0,tpch,10
delta,spark,tpch_1_q14,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,3650.0,tpch,10
delta,spark,tpch_1_q14,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3139.0,tpch,10
delta,spark,tpch_1_q14,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3859.0,tpch,10
delta,spark,tpch_1_q14,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2922.0,tpch,10
delta,spark,tpch_1_q14,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,3669.0,tpch,10
delta,spark,tpch_1_q14,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3061.0,tpch,10
delta,spark,tpch_1_q15,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,5897.0,tpch,10
delta,spark,tpch_1_q15,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,6060.0,tpch,10
delta,spark,tpch_1_q15,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5782.0,tpch,10
delta,spark,tpch_1_q15,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,5436.0,tpch,10
delta,spark,tpch_1_q15,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,5996.0,tpch,10
delta,spark,tpch_1_q15,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5798.0,tpch,10
delta,spark,tpch_1_q15,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,6213.0,tpch,10
delta,spark,tpch_1_q15,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,5433.0,tpch,10
delta,spark,tpch_1_q15,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,5769.0,tpch,10
delta,spark,tpch_1_q15,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5837.0,tpch,10
delta,spark,tpch_1_q15,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5805.0,tpch,10
delta,spark,tpch_1_q15,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,5895.0,tpch,10
delta,spark,tpch_1_q15,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,5835.0,tpch,10
delta,spark,tpch_1_q15,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,7392.0,tpch,10
delta,spark,tpch_1_q16,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,1565.0,tpch,10
delta,spark,tpch_1_q16,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1421.0,tpch,10
delta,spark,tpch_1_q16,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1629.0,tpch,10
delta,spark,tpch_1_q16,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1365.0,tpch,10
delta,spark,tpch_1_q16,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1745.0,tpch,10
delta,spark,tpch_1_q16,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1402.0,tpch,10
delta,spark,tpch_1_q16,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1665.0,tpch,10
delta,spark,tpch_1_q16,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1268.0,tpch,10
delta,spark,tpch_1_q16,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1504.0,tpch,10
delta,spark,tpch_1_q16,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1156.0,tpch,10
delta,spark,tpch_1_q16,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1623.0,tpch,10
delta,spark,tpch_1_q16,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1787.0,tpch,10
delta,spark,tpch_1_q16,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,1788.0,tpch,10
delta,spark,tpch_1_q16,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1462.0,tpch,10
delta,spark,tpch_1_q17,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,7019.0,tpch,10
delta,spark,tpch_1_q17,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,8264.0,tpch,10
delta,spark,tpch_1_q17,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,7646.0,tpch,10
delta,spark,tpch_1_q17,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,8994.0,tpch,10
delta,spark,tpch_1_q17,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,9260.0,tpch,10
delta,spark,tpch_1_q17,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,7381.0,tpch,10
delta,spark,tpch_1_q17,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,6928.0,tpch,10
delta,spark,tpch_1_q17,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,8088.0,tpch,10
delta,spark,tpch_1_q17,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,7389.0,tpch,10
delta,spark,tpch_1_q17,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7393.0,tpch,10
delta,spark,tpch_1_q17,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7083.0,tpch,10
delta,spark,tpch_1_q17,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,6773.0,tpch,10
delta,spark,tpch_1_q17,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,6891.0,tpch,10
delta,spark,tpch_1_q17,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,6773.0,tpch,10
delta,spark,tpch_1_q18,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,9230.0,tpch,10
delta,spark,tpch_1_q18,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,10108.0,tpch,10
delta,spark,tpch_1_q18,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,9841.0,tpch,10
delta,spark,tpch_1_q18,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,8637.0,tpch,10
delta,spark,tpch_1_q18,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,10478.0,tpch,10
delta,spark,tpch_1_q18,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,6773.0,tpch,10
delta,spark,tpch_1_q18,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,9845.0,tpch,10
delta,spark,tpch_1_q18,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,8833.0,tpch,10
delta,spark,tpch_1_q18,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,6140.0,tpch,10
delta,spark,tpch_1_q18,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,10804.0,tpch,10
delta,spark,tpch_1_q18,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,9585.0,tpch,10
delta,spark,tpch_1_q18,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,7930.0,tpch,10
delta,spark,tpch_1_q18,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,8704.0,tpch,10
delta,spark,tpch_1_q18,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,8359.0,tpch,10
delta,spark,tpch_1_q19,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3777.0,tpch,10
delta,spark,tpch_1_q19,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3128.0,tpch,10
delta,spark,tpch_1_q19,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,3528.0,tpch,10
delta,spark,tpch_1_q19,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3004.0,tpch,10
delta,spark,tpch_1_q19,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3071.0,tpch,10
delta,spark,tpch_1_q19,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4290.0,tpch,10
delta,spark,tpch_1_q19,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3584.0,tpch,10
delta,spark,tpch_1_q19,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3315.0,tpch,10
delta,spark,tpch_1_q19,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,3901.0,tpch,10
delta,spark,tpch_1_q19,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3188.0,tpch,10
delta,spark,tpch_1_q19,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3574.0,tpch,10
delta,spark,tpch_1_q19,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3375.0,tpch,10
delta,spark,tpch_1_q19,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,3601.0,tpch,10
delta,spark,tpch_1_q19,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3800.0,tpch,10
delta,spark,tpch_1_q2,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2427.0,tpch,10
delta,spark,tpch_1_q2,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,2051.0,tpch,10
delta,spark,tpch_1_q2,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,2144.0,tpch,10
delta,spark,tpch_1_q2,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2026.0,tpch,10
delta,spark,tpch_1_q2,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2443.0,tpch,10
delta,spark,tpch_1_q2,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2434.0,tpch,10
delta,spark,tpch_1_q2,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2290.0,tpch,10
delta,spark,tpch_1_q2,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2024.0,tpch,10
delta,spark,tpch_1_q2,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2181.0,tpch,10
delta,spark,tpch_1_q2,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2077.0,tpch,10
delta,spark,tpch_1_q2,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2188.0,tpch,10
delta,spark,tpch_1_q2,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2025.0,tpch,10
delta,spark,tpch_1_q2,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2477.0,tpch,10
delta,spark,tpch_1_q2,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,2159.0,tpch,10
delta,spark,tpch_1_q20,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4136.0,tpch,10
delta,spark,tpch_1_q20,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4707.0,tpch,10
delta,spark,tpch_1_q20,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4538.0,tpch,10
delta,spark,tpch_1_q20,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4332.0,tpch,10
delta,spark,tpch_1_q20,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,5127.0,tpch,10
delta,spark,tpch_1_q20,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5659.0,tpch,10
delta,spark,tpch_1_q20,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5001.0,tpch,10
delta,spark,tpch_1_q20,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4259.0,tpch,10
delta,spark,tpch_1_q20,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,5108.0,tpch,10
delta,spark,tpch_1_q20,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4400.0,tpch,10
delta,spark,tpch_1_q20,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4541.0,tpch,10
delta,spark,tpch_1_q20,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4329.0,tpch,10
delta,spark,tpch_1_q20,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4883.0,tpch,10
delta,spark,tpch_1_q20,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,5405.0,tpch,10
delta,spark,tpch_1_q21,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,15554.0,tpch,10
delta,spark,tpch_1_q21,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,14939.0,tpch,10
delta,spark,tpch_1_q21,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,15958.0,tpch,10
delta,spark,tpch_1_q21,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,17690.0,tpch,10
delta,spark,tpch_1_q21,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,14504.0,tpch,10
delta,spark,tpch_1_q21,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,20047.0,tpch,10
delta,spark,tpch_1_q21,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,16563.0,tpch,10
delta,spark,tpch_1_q21,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,16115.0,tpch,10
delta,spark,tpch_1_q21,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,15841.0,tpch,10
delta,spark,tpch_1_q21,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,15349.0,tpch,10
delta,spark,tpch_1_q21,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,15250.0,tpch,10
delta,spark,tpch_1_q21,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,15202.0,tpch,10
delta,spark,tpch_1_q21,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,16369.0,tpch,10
delta,spark,tpch_1_q21,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,15510.0,tpch,10
delta,spark,tpch_1_q22,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,1539.0,tpch,10
delta,spark,tpch_1_q22,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1680.0,tpch,10
delta,spark,tpch_1_q22,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1983.0,tpch,10
delta,spark,tpch_1_q22,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1549.0,tpch,10
delta,spark,tpch_1_q22,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1912.0,tpch,10
delta,spark,tpch_1_q22,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1964.0,tpch,10
delta,spark,tpch_1_q22,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2037.0,tpch,10
delta,spark,tpch_1_q22,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1602.0,tpch,10
delta,spark,tpch_1_q22,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1946.0,tpch,10
delta,spark,tpch_1_q22,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1586.0,tpch,10
delta,spark,tpch_1_q22,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1888.0,tpch,10
delta,spark,tpch_1_q22,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1525.0,tpch,10
delta,spark,tpch_1_q22,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,1877.0,tpch,10
delta,spark,tpch_1_q22,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1517.0,tpch,10
delta,spark,tpch_1_q3,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,5277.0,tpch,10
delta,spark,tpch_1_q3,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4566.0,tpch,10
delta,spark,tpch_1_q3,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5073.0,tpch,10
delta,spark,tpch_1_q3,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,5249.0,tpch,10
delta,spark,tpch_1_q3,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,5268.0,tpch,10
delta,spark,tpch_1_q3,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5167.0,tpch,10
delta,spark,tpch_1_q3,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5104.0,tpch,10
delta,spark,tpch_1_q3,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4684.0,tpch,10
delta,spark,tpch_1_q3,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4962.0,tpch,10
delta,spark,tpch_1_q3,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4805.0,tpch,10
delta,spark,tpch_1_q3,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5216.0,tpch,10
delta,spark,tpch_1_q3,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4687.0,tpch,10
delta,spark,tpch_1_q3,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,5109.0,tpch,10
delta,spark,tpch_1_q3,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4875.0,tpch,10
delta,spark,tpch_1_q4,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2148.0,tpch,10
delta,spark,tpch_1_q4,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,2513.0,tpch,10
delta,spark,tpch_1_q4,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,3083.0,tpch,10
delta,spark,tpch_1_q4,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2313.0,tpch,10
delta,spark,tpch_1_q4,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2039.0,tpch,10
delta,spark,tpch_1_q4,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3219.0,tpch,10
delta,spark,tpch_1_q4,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2853.0,tpch,10
delta,spark,tpch_1_q4,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2170.0,tpch,10
delta,spark,tpch_1_q4,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2795.0,tpch,10
delta,spark,tpch_1_q4,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2167.0,tpch,10
delta,spark,tpch_1_q4,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2967.0,tpch,10
delta,spark,tpch_1_q4,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2196.0,tpch,10
delta,spark,tpch_1_q4,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2940.0,tpch,10
delta,spark,tpch_1_q4,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1982.0,tpch,10
delta,spark,tpch_1_q5,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,8417.0,tpch,10
delta,spark,tpch_1_q5,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,9881.0,tpch,10
delta,spark,tpch_1_q5,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,7741.0,tpch,10
delta,spark,tpch_1_q5,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,9170.0,tpch,10
delta,spark,tpch_1_q5,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,11862.0,tpch,10
delta,spark,tpch_1_q5,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,8099.0,tpch,10
delta,spark,tpch_1_q5,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,8262.0,tpch,10
delta,spark,tpch_1_q5,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,8625.0,tpch,10
delta,spark,tpch_1_q5,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,8521.0,tpch,10
delta,spark,tpch_1_q5,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,9596.0,tpch,10
delta,spark,tpch_1_q5,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7662.0,tpch,10
delta,spark,tpch_1_q5,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,8114.0,tpch,10
delta,spark,tpch_1_q5,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,8799.0,tpch,10
delta,spark,tpch_1_q5,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,8502.0,tpch,10
delta,spark,tpch_1_q6,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2641.0,tpch,10
delta,spark,tpch_1_q6,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,2158.0,tpch,10
delta,spark,tpch_1_q6,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,2998.0,tpch,10
delta,spark,tpch_1_q6,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2147.0,tpch,10
delta,spark,tpch_1_q6,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2136.0,tpch,10
delta,spark,tpch_1_q6,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2642.0,tpch,10
delta,spark,tpch_1_q6,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2901.0,tpch,10
delta,spark,tpch_1_q6,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2020.0,tpch,10
delta,spark,tpch_1_q6,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2443.0,tpch,10
delta,spark,tpch_1_q6,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2033.0,tpch,10
delta,spark,tpch_1_q6,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2392.0,tpch,10
delta,spark,tpch_1_q6,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2084.0,tpch,10
delta,spark,tpch_1_q6,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2441.0,tpch,10
delta,spark,tpch_1_q6,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,2186.0,tpch,10
delta,spark,tpch_1_q7,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,5842.0,tpch,10
delta,spark,tpch_1_q7,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,5596.0,tpch,10
