datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,tpch_2_q7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,21437.91,tpch,10
hudi,presto,tpch_2_q9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,5051.68,tpch,10
hudi,presto,tpch_0_q12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2877.81,tpch,10
hudi,presto,tpch_0_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,8274.91,tpch,10
hudi,presto,tpch_0_q15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,6772.13,tpch,10
hudi,presto,tpch_0_q18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9304.55,tpch,10
hudi,presto,tpch_0_q2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7152.84,tpch,10
hudi,presto,tpch_0_q20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4339.34,tpch,10
hudi,presto,tpch_0_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,11853.13,tpch,10
hudi,presto,tpch_0_q3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7543.7,tpch,10
hudi,presto,tpch_0_q6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,8017.48,tpch,10
hudi,presto,tpch_0_q8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4428.87,tpch,10
hudi,presto,tpch_0_q9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,11122.51,tpch,10
hudi,presto,tpch_1_q1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10215.63,tpch,10
hudi,presto,tpch_1_q10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,24085.79,tpch,10
hudi,presto,tpch_1_q12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,13428.44,tpch,10
hudi,presto,tpch_1_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7824.97,tpch,10
hudi,presto,tpch_1_q16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7883.68,tpch,10
hudi,presto,tpch_1_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,27334.55,tpch,10
hudi,presto,tpch_1_q18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,24342.27,tpch,10
hudi,presto,tpch_1_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,5700.96,tpch,10
hudi,presto,tpch_1_q2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,11452.55,tpch,10
hudi,presto,tpch_1_q20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2384.72,tpch,10
hudi,presto,tpch_1_q3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10854.83,tpch,10
hudi,presto,tpch_1_q4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9711.01,tpch,10
hudi,presto,tpch_1_q5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,19602.86,tpch,10
hudi,presto,tpch_1_q7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,20727.84,tpch,10
hudi,presto,tpch_1_q8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,11017.93,tpch,10
hudi,presto,tpch_1_q9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,21804.23,tpch,10
hudi,presto,tpch_2_q1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7622.09,tpch,10
hudi,presto,tpch_2_q11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10238.92,tpch,10
hudi,presto,tpch_2_q12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,3480.73,tpch,10
hudi,presto,tpch_2_q14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,3063.89,tpch,10
hudi,presto,tpch_2_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4852.57,tpch,10
hudi,presto,tpch_2_q20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,20657.46,tpch,10
hudi,presto,tpch_2_q21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,8577.92,tpch,10
hudi,presto,tpch_2_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,6892.63,tpch,10
hudi,presto,tpch_2_q3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,5831.05,tpch,10
hudi,presto,tpch_2_q4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,9519.69,tpch,10
hudi,presto,tpch_2_q5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4527.52,tpch,10
hudi,presto,tpch_2_q7,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,28832.68,tpch,10
hudi,presto,tpch_2_q9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4469.38,tpch,10
hudi,presto,tpch_0_q1,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,22311.563156,tpch,10
hudi,presto,tpch_0_q1,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,50441.864967,tpch,10
hudi,presto,tpch_0_q1,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,22780.631915,tpch,10
hudi,presto,tpch_0_q1,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,14953.543369,tpch,10
hudi,presto,tpch_0_q1,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,56980.874309000006,tpch,10
hudi,presto,tpch_0_q1,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,40410.953483,tpch,10
hudi,presto,tpch_0_q1,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,41221.452208,tpch,10
hudi,presto,tpch_0_q1,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,34866.077561,tpch,10
hudi,presto,tpch_0_q1,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,34651.41689,tpch,10
hudi,presto,tpch_0_q1,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,28802.831534,tpch,10
hudi,presto,tpch_0_q10,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,22081.501747,tpch,10
hudi,presto,tpch_0_q10,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,41767.243869,tpch,10
hudi,presto,tpch_0_q10,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,18498.494395,tpch,10
hudi,presto,tpch_0_q10,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,22888.635011,tpch,10
hudi,presto,tpch_0_q10,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,25146.865413,tpch,10
hudi,presto,tpch_0_q10,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,49257.515314,tpch,10
hudi,presto,tpch_0_q10,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,31572.769627,tpch,10
hudi,presto,tpch_0_q10,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,37127.018271,tpch,10
hudi,presto,tpch_0_q10,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,26886.426129,tpch,10
hudi,presto,tpch_0_q10,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,28341.54344,tpch,10
hudi,presto,tpch_0_q10,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,27314.625614,tpch,10
hudi,presto,tpch_0_q11,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,12275.833632,tpch,10
hudi,presto,tpch_0_q11,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6745.113536,tpch,10
hudi,presto,tpch_0_q11,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,4756.754953000001,tpch,10
hudi,presto,tpch_0_q11,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3685.201435,tpch,10
hudi,presto,tpch_0_q11,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4796.019621,tpch,10
hudi,presto,tpch_0_q11,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,7507.962053,tpch,10
hudi,presto,tpch_0_q11,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,7455.675445,tpch,10
hudi,presto,tpch_0_q11,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,4154.527136000001,tpch,10
hudi,presto,tpch_0_q11,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,4012.416513,tpch,10
hudi,presto,tpch_0_q11,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,3956.351028,tpch,10
hudi,presto,tpch_0_q12,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,41118.533472,tpch,10
hudi,presto,tpch_0_q12,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,8748.525988,tpch,10
hudi,presto,tpch_0_q12,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,13315.514944,tpch,10
hudi,presto,tpch_0_q12,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,8893.122828,tpch,10
hudi,presto,tpch_0_q12,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,32162.291892,tpch,10
hudi,presto,tpch_0_q12,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,23939.047023000003,tpch,10
hudi,presto,tpch_0_q12,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,22290.832634,tpch,10
hudi,presto,tpch_0_q12,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,23611.107261,tpch,10
hudi,presto,tpch_0_q12,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,20836.420079000003,tpch,10
hudi,presto,tpch_0_q12,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,15488.859648,tpch,10
hudi,presto,tpch_0_q13,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,40714.406635,tpch,10
hudi,presto,tpch_0_q13,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,24552.513766,tpch,10
hudi,presto,tpch_0_q13,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,29439.446155,tpch,10
hudi,presto,tpch_0_q13,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,17877.518185999998,tpch,10
hudi,presto,tpch_0_q13,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,39649.514157,tpch,10
hudi,presto,tpch_0_q13,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,36001.594234000004,tpch,10
hudi,presto,tpch_0_q13,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,33289.560332,tpch,10
hudi,presto,tpch_0_q13,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,27137.684952,tpch,10
hudi,presto,tpch_0_q13,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,28216.080104,tpch,10
hudi,presto,tpch_0_q13,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,27096.216237,tpch,10
hudi,presto,tpch_0_q14,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,7282.85581,tpch,10
hudi,presto,tpch_0_q14,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,32655.068592,tpch,10
hudi,presto,tpch_0_q14,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,9527.776618,tpch,10
hudi,presto,tpch_0_q14,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,13355.480444,tpch,10
hudi,presto,tpch_0_q14,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,8819.222006,tpch,10
hudi,presto,tpch_0_q14,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,42286.07495,tpch,10
hudi,presto,tpch_0_q14,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,32256.353445,tpch,10
hudi,presto,tpch_0_q14,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,21635.673324,tpch,10
hudi,presto,tpch_0_q14,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,21672.804381,tpch,10
hudi,presto,tpch_0_q14,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,22382.523098,tpch,10
hudi,presto,tpch_0_q14,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,17281.752092,tpch,10
hudi,presto,tpch_0_q15,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,91273.113404,tpch,10
hudi,presto,tpch_0_q15,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,18590.924738,tpch,10
hudi,presto,tpch_0_q15,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,29297.560717,tpch,10
hudi,presto,tpch_0_q15,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,20582.654948,tpch,10
hudi,presto,tpch_0_q15,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,73252.06282,tpch,10
hudi,presto,tpch_0_q15,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,66168.816248,tpch,10
hudi,presto,tpch_0_q15,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,43882.808433000006,tpch,10
hudi,presto,tpch_0_q15,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,42085.034589,tpch,10
hudi,presto,tpch_0_q15,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,44637.28144599999,tpch,10
hudi,presto,tpch_0_q15,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,36250.658711,tpch,10
hudi,presto,tpch_0_q16,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,4621.38773,tpch,10
hudi,presto,tpch_0_q16,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6092.6658990000005,tpch,10
hudi,presto,tpch_0_q16,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,4670.529658,tpch,10
hudi,presto,tpch_0_q16,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5893.316394,tpch,10
hudi,presto,tpch_0_q16,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5774.143249,tpch,10
hudi,presto,tpch_0_q16,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,4552.986109,tpch,10
hudi,presto,tpch_0_q16,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,4528.482801,tpch,10
hudi,presto,tpch_0_q16,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,3973.919691,tpch,10
hudi,presto,tpch_0_q16,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,3935.220566,tpch,10
hudi,presto,tpch_0_q16,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,3959.616428,tpch,10
hudi,presto,tpch_0_q17,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,84668.33291299999,tpch,10
hudi,presto,tpch_0_q17,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,38688.145344,tpch,10
hudi,presto,tpch_0_q17,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,48514.034026,tpch,10
hudi,presto,tpch_0_q17,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,45068.28663,tpch,10
hudi,presto,tpch_0_q17,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,85589.445013,tpch,10
hudi,presto,tpch_0_q17,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,63606.47291,tpch,10
hudi,presto,tpch_0_q17,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,50558.364408,tpch,10
hudi,presto,tpch_0_q17,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,50543.697157,tpch,10
hudi,presto,tpch_0_q17,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,69594.13121800001,tpch,10
hudi,presto,tpch_0_q17,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,41144.466701,tpch,10
hudi,presto,tpch_0_q18,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,73713.22563,tpch,10
hudi,presto,tpch_0_q18,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,16071.279956,tpch,10
hudi,presto,tpch_0_q18,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,54103.463452,tpch,10
hudi,presto,tpch_0_q18,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,19285.554446,tpch,10
hudi,presto,tpch_0_q18,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,53267.198503,tpch,10
hudi,presto,tpch_0_q18,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,26818.12939,tpch,10
hudi,presto,tpch_0_q18,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,52078.435621,tpch,10
hudi,presto,tpch_0_q18,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,48357.688762000005,tpch,10
hudi,presto,tpch_0_q18,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,63293.238099,tpch,10
hudi,presto,tpch_0_q18,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,20133.779348,tpch,10
hudi,presto,tpch_0_q19,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,35788.399467,tpch,10
hudi,presto,tpch_0_q19,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,10968.489606,tpch,10
hudi,presto,tpch_0_q19,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,9784.947008,tpch,10
hudi,presto,tpch_0_q19,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,8124.191256,tpch,10
hudi,presto,tpch_0_q19,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,28875.950131,tpch,10
hudi,presto,tpch_0_q19,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,17487.73632,tpch,10
hudi,presto,tpch_0_q19,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,22100.595493,tpch,10
hudi,presto,tpch_0_q19,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,16430.234599,tpch,10
hudi,presto,tpch_0_q19,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,13266.055846,tpch,10
hudi,presto,tpch_0_q2,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,12806.334172,tpch,10
hudi,presto,tpch_0_q2,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6949.000043,tpch,10
hudi,presto,tpch_0_q2,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,7447.017802,tpch,10
hudi,presto,tpch_0_q2,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,8209.701245,tpch,10
hudi,presto,tpch_0_q2,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,11975.347492,tpch,10
hudi,presto,tpch_0_q2,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,9359.562382,tpch,10
hudi,presto,tpch_0_q2,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6984.141585,tpch,10
