datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpcds_q_18,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,347.39,tpcds,10
delta,spark,tpcds_q73,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,317.77,tpcds,10
delta,spark,tpcds_q38,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,362.93,tpcds,10
delta,spark,tpcds_q_26,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,358.6,tpcds,10
delta,spark,tpcds_q92,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,366.87,tpcds,10
delta,spark,tpcds_q46,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,342.23,tpcds,10
delta,spark,tpcds_q32,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,364.25,tpcds,10
delta,spark,tpcds_q8,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,340.71,tpcds,10
delta,spark,tpcds_merged,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,374.57,tpcds,10
delta,spark,tpcds_q_10,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,376.93,tpcds,10
delta,spark,tpcds_q74,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,377.46,tpcds,10
delta,spark,tpcds_q65,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,359.28,tpcds,10
delta,spark,tpcds_q51,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,352.23,tpcds,10
delta,spark,tpcds_q23,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,320.1,tpcds,10
delta,spark,tpcds_q63,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,336.1,tpcds,10
delta,spark,tpcds_q78,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,375.5,tpcds,10
delta,spark,tpcds_q54,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,331.91,tpcds,10
delta,spark,tpcds_q_17,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,334.93,tpcds,10
delta,spark,tpcds_q27,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,345.41,tpcds,10
delta,spark,tpcds_q84,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,368.94,tpcds,10
delta,spark,tpcds_q39,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,318.1,tpcds,10
delta,spark,tpcds_q81,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,384.51,tpcds,10
delta,spark,tpcds_q18,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,387.92,tpcds,10
delta,spark,tpcds_q45,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,336.8,tpcds,10
delta,spark,tpcds_q14a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,347.75,tpcds,10
delta,spark,tpcds_q_07,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,356.51,tpcds,10
delta,spark,tpcds_q23a,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,355.31,tpcds,10
delta,spark,tpcds_q_23,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,370.39,tpcds,10
delta,spark,tpcds_q60,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,334.72,tpcds,10
delta,spark,tpcds_q72,51.0;22.0;20.0;32.0;79.0;431.0|0;0;1,364.37,tpcds,10
delta,spark,tpcds_q44,36.0;11.0;11.0;32.0;20.0;116.0|,3678.24,tpcds,10
delta,spark,tpcds_ssb_flat_queries,36.0;11.0;11.0;32.0;20.0;116.0|,3511.96,tpcds,10
delta,spark,tpcds_q_04,36.0;11.0;11.0;32.0;20.0;116.0|,3501.55,tpcds,10
delta,spark,tpcds_q41,36.0;11.0;11.0;32.0;20.0;116.0|,3523.38,tpcds,10
delta,spark,tpcds_q24_b,36.0;11.0;11.0;32.0;20.0;116.0|,3190.44,tpcds,10
delta,spark,tpcds_q_05,36.0;11.0;11.0;32.0;20.0;116.0|,3262.32,tpcds,10
delta,spark,tpcds_q24a,36.0;11.0;11.0;32.0;20.0;116.0|,3298.38,tpcds,10
delta,spark,tpcds_q34,36.0;11.0;11.0;32.0;20.0;116.0|,3215.91,tpcds,10
delta,spark,tpcds_q39_a,36.0;11.0;11.0;32.0;20.0;116.0|,3827.02,tpcds,10
delta,spark,tpcds_q28,36.0;11.0;11.0;32.0;20.0;116.0|,3710.27,tpcds,10
delta,spark,tpcds_q86,36.0;11.0;11.0;32.0;20.0;116.0|,3445.42,tpcds,10
delta,spark,tpcds_q69,36.0;11.0;11.0;32.0;20.0;116.0|,3767.24,tpcds,10
delta,spark,tpcds_q39_b,36.0;11.0;11.0;32.0;20.0;116.0|,3239.19,tpcds,10
delta,spark,tpcds_q73,36.0;11.0;11.0;32.0;20.0;116.0|,3340.22,tpcds,10
delta,spark,tpcds_q10,36.0;11.0;11.0;32.0;20.0;116.0|,3496.46,tpcds,10
delta,spark,tpcds_q61,36.0;11.0;11.0;32.0;20.0;116.0|,3505.59,tpcds,10
delta,spark,tpcds_q_27,36.0;11.0;11.0;32.0;20.0;116.0|,3183.84,tpcds,10
delta,spark,tpcds_q25,36.0;11.0;11.0;32.0;20.0;116.0|,3172.61,tpcds,10
delta,spark,tpcds_q24b,36.0;11.0;11.0;32.0;20.0;116.0|,3379.18,tpcds,10
delta,spark,tpcds_q96,36.0;11.0;11.0;32.0;20.0;116.0|,3185.97,tpcds,10
delta,spark,tpcds_merged,36.0;11.0;11.0;32.0;20.0;116.0|,3159.64,tpcds,10
delta,spark,tpcds_q74,36.0;11.0;11.0;32.0;20.0;116.0|,3213.18,tpcds,10
delta,spark,tpcds_q14_a,36.0;11.0;11.0;32.0;20.0;116.0|,3355.45,tpcds,10
delta,spark,tpcds_q_25,36.0;11.0;11.0;32.0;20.0;116.0|,3235.25,tpcds,10
delta,spark,tpcds_q15,36.0;11.0;11.0;32.0;20.0;116.0|,3370.57,tpcds,10
delta,spark,tpcds_q37,36.0;11.0;11.0;32.0;20.0;116.0|,3700.93,tpcds,10
delta,spark,tpcds_q1,36.0;11.0;11.0;32.0;20.0;116.0|,3687.7,tpcds,10
delta,spark,tpcds_q23_a,36.0;11.0;11.0;32.0;20.0;116.0|,3158.85,tpcds,10
delta,spark,tpcds_q53,36.0;11.0;11.0;32.0;20.0;116.0|,3167.65,tpcds,10
delta,spark,tpcds_q78,36.0;11.0;11.0;32.0;20.0;116.0|,3791.15,tpcds,10
delta,spark,tpcds_q23_b,36.0;11.0;11.0;32.0;20.0;116.0|,3619.78,tpcds,10
delta,spark,tpcds_q11,36.0;11.0;11.0;32.0;20.0;116.0|,3826.02,tpcds,10
delta,spark,tpcds_q24_a,36.0;11.0;11.0;32.0;20.0;116.0|,3797.35,tpcds,10
delta,spark,tpcds_q_08,36.0;11.0;11.0;32.0;20.0;116.0|,3465.24,tpcds,10
delta,spark,tpcds_q27,36.0;11.0;11.0;32.0;20.0;116.0|,3513.06,tpcds,10
delta,spark,tpcds_q80,36.0;11.0;11.0;32.0;20.0;116.0|,3806.43,tpcds,10
delta,spark,tpcds_q83,36.0;11.0;11.0;32.0;20.0;116.0|,3330.08,tpcds,10
delta,spark,tpcds_q18,36.0;11.0;11.0;32.0;20.0;116.0|,3458.44,tpcds,10
delta,spark,tpcds_q14a,36.0;11.0;11.0;32.0;20.0;116.0|,3680.5,tpcds,10
delta,spark,tpcds_q12,36.0;11.0;11.0;32.0;20.0;116.0|,3311.99,tpcds,10
delta,spark,tpcds_q68,36.0;11.0;11.0;32.0;20.0;116.0|,3366.05,tpcds,10
delta,spark,tpcds_q23a,36.0;11.0;11.0;32.0;20.0;116.0|,3497.02,tpcds,10
delta,spark,tpcds_q99,36.0;11.0;11.0;32.0;20.0;116.0|,3320.54,tpcds,10
delta,spark,tpcds_q71,36.0;11.0;11.0;32.0;20.0;116.0|,3431.05,tpcds,10
delta,spark,tpcds_q14_b,36.0;11.0;11.0;32.0;20.0;116.0|,3550.44,tpcds,10
delta,spark,tpcds_q72,36.0;11.0;11.0;32.0;20.0;116.0|,3723.9,tpcds,10
delta,spark,tpcds_q_09,36.0;11.0;11.0;32.0;20.0;116.0|,3595.07,tpcds,10
delta,spark,tpcds_q60,36.0;11.0;11.0;32.0;20.0;116.0|,3172.45,tpcds,10
delta,spark,tpcds_q13,36.0;11.0;11.0;32.0;20.0;116.0|,3572.78,tpcds,10
delta,spark,tpcds_q23b,8.0;54.0;239.0;40.0;12.0;26.0|,2279.05,tpcds,10
delta,spark,tpcds_ssb_flat_queries,8.0;54.0;239.0;40.0;12.0;26.0|,2280.38,tpcds,10
delta,spark,tpcds_q31,8.0;54.0;239.0;40.0;12.0;26.0|,2490.14,tpcds,10
delta,spark,tpcds_q16,8.0;54.0;239.0;40.0;12.0;26.0|,2695.64,tpcds,10
delta,spark,tpcds_q49,8.0;54.0;239.0;40.0;12.0;26.0|,2414.33,tpcds,10
delta,spark,tpcds_q57,8.0;54.0;239.0;40.0;12.0;26.0|,2260.76,tpcds,10
delta,spark,tpcds_q76,8.0;54.0;239.0;40.0;12.0;26.0|,2335.67,tpcds,10
delta,spark,tpcds_q95,8.0;54.0;239.0;40.0;12.0;26.0|,2281.32,tpcds,10
delta,spark,tpcds_q86,8.0;54.0;239.0;40.0;12.0;26.0|,2701.94,tpcds,10
delta,spark,tpcds_q5,8.0;54.0;239.0;40.0;12.0;26.0|,2400.57,tpcds,10
delta,spark,tpcds_q39_b,8.0;54.0;239.0;40.0;12.0;26.0|,2289.55,tpcds,10
delta,spark,tpcds_q55,8.0;54.0;239.0;40.0;12.0;26.0|,2554.07,tpcds,10
delta,spark,tpcds_q58,8.0;54.0;239.0;40.0;12.0;26.0|,2542.74,tpcds,10
delta,spark,tpcds_q_27,8.0;54.0;239.0;40.0;12.0;26.0|,2551.33,tpcds,10
delta,spark,tpcds_q24b,8.0;54.0;239.0;40.0;12.0;26.0|,2578.54,tpcds,10
delta,spark,tpcds_q96,8.0;54.0;239.0;40.0;12.0;26.0|,2404.68,tpcds,10
delta,spark,tpcds_q89,8.0;54.0;239.0;40.0;12.0;26.0|,2260.8,tpcds,10
delta,spark,tpcds_q14_a,8.0;54.0;239.0;40.0;12.0;26.0|,2270.12,tpcds,10
delta,spark,tpcds_q15,8.0;54.0;239.0;40.0;12.0;26.0|,2674.2,tpcds,10
delta,spark,tpcds_q48,8.0;54.0;239.0;40.0;12.0;26.0|,2552.05,tpcds,10
delta,spark,tpcds_q4,8.0;54.0;239.0;40.0;12.0;26.0|,2324.43,tpcds,10
delta,spark,tpcds_q97,8.0;54.0;239.0;40.0;12.0;26.0|,2402.16,tpcds,10
delta,spark,tpcds_q24_a,8.0;54.0;239.0;40.0;12.0;26.0|,2375.86,tpcds,10
delta,spark,tpcds_q3,8.0;54.0;239.0;40.0;12.0;26.0|,2597.48,tpcds,10
delta,spark,tpcds_q67,8.0;54.0;239.0;40.0;12.0;26.0|,2513.25,tpcds,10
delta,spark,tpcds_q83,8.0;54.0;239.0;40.0;12.0;26.0|,2309.45,tpcds,10
delta,spark,tpcds_q66,8.0;54.0;239.0;40.0;12.0;26.0|,2513.05,tpcds,10
delta,spark,tpcds_q70,8.0;54.0;239.0;40.0;12.0;26.0|,2258.47,tpcds,10
delta,spark,tpcds_q68,8.0;54.0;239.0;40.0;12.0;26.0|,2317.07,tpcds,10
delta,spark,tpcds_q42,8.0;54.0;239.0;40.0;12.0;26.0|,2506.77,tpcds,10
delta,spark,tpcds_q99,8.0;54.0;239.0;40.0;12.0;26.0|,2534.85,tpcds,10
delta,spark,tpcds_q85,8.0;54.0;239.0;40.0;12.0;26.0|,2592.7,tpcds,10
delta,spark,tpcds_q82,8.0;54.0;239.0;40.0;12.0;26.0|,2519.1,tpcds,10
delta,spark,tpcds_q13,8.0;54.0;239.0;40.0;12.0;26.0|,2587.93,tpcds,10
delta,spark,tpcds_q94,8.0;54.0;239.0;40.0;12.0;26.0|,2340.24,tpcds,10
delta,spark,tpcds_q34,8.0;54.0;239.0;40.0;12.0;26.0|,2609.16,tpcds,10
delta,spark,tpcds_q98,8.0;54.0;239.0;40.0;12.0;26.0|,2349.47,tpcds,10
delta,spark,tpcds_q9,8.0;54.0;239.0;40.0;12.0;26.0|,2495.64,tpcds,10
delta,spark,tpcds_q40,8.0;54.0;239.0;40.0;12.0;26.0|,2448.83,tpcds,10
delta,spark,tpcds_q59,8.0;54.0;239.0;40.0;12.0;26.0|,2434.52,tpcds,10
delta,spark,tpcds_q10,8.0;54.0;239.0;40.0;12.0;26.0|,2459.03,tpcds,10
delta,spark,tpcds_q43,8.0;54.0;239.0;40.0;12.0;26.0|,2649.25,tpcds,10
delta,spark,tpcds_q24,8.0;54.0;239.0;40.0;12.0;26.0|,2245.22,tpcds,10
delta,spark,tpcds_q77,8.0;54.0;239.0;40.0;12.0;26.0|,2540.44,tpcds,10
delta,spark,tpcds_q19,8.0;54.0;239.0;40.0;12.0;26.0|,2638.76,tpcds,10
delta,spark,tpcds_q25,8.0;54.0;239.0;40.0;12.0;26.0|,2643.78,tpcds,10
delta,spark,tpcds_q33,8.0;54.0;239.0;40.0;12.0;26.0|,2486.41,tpcds,10
delta,spark,tpcds_q79,8.0;54.0;239.0;40.0;12.0;26.0|,2691.48,tpcds,10
delta,spark,tpcds_q_25,8.0;54.0;239.0;40.0;12.0;26.0|,2670.87,tpcds,10
delta,spark,tpcds_q37,8.0;54.0;239.0;40.0;12.0;26.0|,2641.8,tpcds,10
delta,spark,tpcds_q1,8.0;54.0;239.0;40.0;12.0;26.0|,2669.87,tpcds,10
delta,spark,tpcds_q21,8.0;54.0;239.0;40.0;12.0;26.0|,2613.87,tpcds,10
delta,spark,tpcds_q64,8.0;54.0;239.0;40.0;12.0;26.0|,2638.79,tpcds,10
delta,spark,tpcds_q2,8.0;54.0;239.0;40.0;12.0;26.0|,2235.53,tpcds,10
delta,spark,tpcds_q75,8.0;54.0;239.0;40.0;12.0;26.0|,2332.42,tpcds,10
delta,spark,tpcds_q6,8.0;54.0;239.0;40.0;12.0;26.0|,2530.12,tpcds,10
delta,spark,tpcds_q12,8.0;54.0;239.0;40.0;12.0;26.0|,2709.23,tpcds,10
delta,spark,tpcds_q52,8.0;54.0;239.0;40.0;12.0;26.0|,2499.54,tpcds,10
delta,spark,tpcds_q22,8.0;54.0;239.0;40.0;12.0;26.0|,2491.44,tpcds,10
delta,spark,tpcds_q14_b,8.0;54.0;239.0;40.0;12.0;26.0|,2369.2,tpcds,10
delta,spark,tpcds_q24a,8.0;54.0;239.0;40.0;12.0;26.0|,2558.44,tpcds,10
delta,spark,tpcds_q_09,8.0;54.0;239.0;40.0;12.0;26.0|,2550.2,tpcds,10
delta,spark,tpcds_q29,8.0;54.0;239.0;40.0;12.0;26.0|,2237.83,tpcds,10
delta,spark,tpcds_q44,8.0;54.0;239.0;40.0;12.0;26.0|,2276.72,tpcds,10
delta,spark,tpcds_q_04,8.0;54.0;239.0;40.0;12.0;26.0|,2324.55,tpcds,10
delta,spark,tpcds_q24_b,8.0;54.0;239.0;40.0;12.0;26.0|,2345.46,tpcds,10
delta,spark,tpcds_q36,8.0;54.0;239.0;40.0;12.0;26.0|,2569.06,tpcds,10
delta,spark,tpcds_q69,8.0;54.0;239.0;40.0;12.0;26.0|,2508.63,tpcds,10
delta,spark,tpcds_q39a,8.0;54.0;239.0;40.0;12.0;26.0|,2328.49,tpcds,10
delta,spark,tpcds_q26,8.0;54.0;239.0;40.0;12.0;26.0|,2535.85,tpcds,10
delta,spark,tpcds_q14b,8.0;54.0;239.0;40.0;12.0;26.0|,2565.85,tpcds,10
delta,spark,tpcds_q14,8.0;54.0;239.0;40.0;12.0;26.0|,2448.86,tpcds,10
delta,spark,tpcds_q20,8.0;54.0;239.0;40.0;12.0;26.0|,2231.48,tpcds,10
delta,spark,tpcds_q23_a,8.0;54.0;239.0;40.0;12.0;26.0|,2417.73,tpcds,10
delta,spark,tpcds_q53,8.0;54.0;239.0;40.0;12.0;26.0|,2416.27,tpcds,10
delta,spark,tpcds_q17,8.0;54.0;239.0;40.0;12.0;26.0|,2479.59,tpcds,10
delta,spark,tpcds_q23_b,8.0;54.0;239.0;40.0;12.0;26.0|,2661.56,tpcds,10
delta,spark,tpcds_q11,8.0;54.0;239.0;40.0;12.0;26.0|,2460.84,tpcds,10
delta,spark,tpcds_q_08,8.0;54.0;239.0;40.0;12.0;26.0|,2399.63,tpcds,10
delta,spark,tpcds_q80,8.0;54.0;239.0;40.0;12.0;26.0|,2380.16,tpcds,10
delta,spark,tpcds_q56,8.0;54.0;239.0;40.0;12.0;26.0|,2266.78,tpcds,10
delta,spark,tpcds_q93,8.0;54.0;239.0;40.0;12.0;26.0|,2388.47,tpcds,10
delta,spark,tpcds_q47,8.0;54.0;239.0;40.0;12.0;26.0|,2337.37,tpcds,10
delta,spark,tpcds_q71,8.0;54.0;239.0;40.0;12.0;26.0|,2635.55,tpcds,10
delta,spark,tpcds_q7,8.0;54.0;239.0;40.0;12.0;26.0|,2279.45,tpcds,10
delta,spark,tpcds_q87,8.0;54.0;239.0;40.0;12.0;26.0|,2629.51,tpcds,10
delta,spark,tpcds_q50,8.0;54.0;239.0;40.0;12.0;26.0|,2479.37,tpcds,10
delta,spark,tpcds_q41,8.0;54.0;239.0;40.0;12.0;26.0|,2255.22,tpcds,10
delta,spark,tpcds_q35,8.0;54.0;239.0;40.0;12.0;26.0|,2443.91,tpcds,10
delta,spark,tpcds_q90,8.0;54.0;239.0;40.0;12.0;26.0|,2449.53,tpcds,10
delta,spark,tpcds_q39b,8.0;54.0;239.0;40.0;12.0;26.0|,2644.11,tpcds,10
delta,spark,tpcds_q_05,8.0;54.0;239.0;40.0;12.0;26.0|,2471.42,tpcds,10
delta,spark,tpcds_q39_a,8.0;54.0;239.0;40.0;12.0;26.0|,2520.72,tpcds,10
delta,spark,tpcds_q28,8.0;54.0;239.0;40.0;12.0;26.0|,2716.04,tpcds,10
delta,spark,tpcds_q88,8.0;54.0;239.0;40.0;12.0;26.0|,2614.43,tpcds,10
delta,spark,tpcds_q73,8.0;54.0;239.0;40.0;12.0;26.0|,2629.55,tpcds,10
delta,spark,tpcds_q38,8.0;54.0;239.0;40.0;12.0;26.0|,2503.78,tpcds,10
delta,spark,tpcds_q92,8.0;54.0;239.0;40.0;12.0;26.0|,2527.58,tpcds,10
delta,spark,tpcds_q32,8.0;54.0;239.0;40.0;12.0;26.0|,2605.03,tpcds,10
delta,spark,tpcds_q8,8.0;54.0;239.0;40.0;12.0;26.0|,2660.13,tpcds,10
delta,spark,tpcds_merged,8.0;54.0;239.0;40.0;12.0;26.0|,2256.5,tpcds,10
delta,spark,tpcds_q74,8.0;54.0;239.0;40.0;12.0;26.0|,2304.52,tpcds,10
delta,spark,tpcds_q65,8.0;54.0;239.0;40.0;12.0;26.0|,2707.42,tpcds,10
delta,spark,tpcds_q51,8.0;54.0;239.0;40.0;12.0;26.0|,2717.74,tpcds,10
delta,spark,tpcds_q23,8.0;54.0;239.0;40.0;12.0;26.0|,2385.44,tpcds,10
delta,spark,tpcds_q63,8.0;54.0;239.0;40.0;12.0;26.0|,2443.98,tpcds,10
delta,spark,tpcds_q78,8.0;54.0;239.0;40.0;12.0;26.0|,2243.84,tpcds,10
delta,spark,tpcds_q54,8.0;54.0;239.0;40.0;12.0;26.0|,2476.46,tpcds,10
delta,spark,tpcds_q27,8.0;54.0;239.0;40.0;12.0;26.0|,2599.66,tpcds,10
delta,spark,tpcds_q84,8.0;54.0;239.0;40.0;12.0;26.0|,2319.17,tpcds,10
delta,spark,tpcds_q39,8.0;54.0;239.0;40.0;12.0;26.0|,2563.62,tpcds,10
delta,spark,tpcds_q81,8.0;54.0;239.0;40.0;12.0;26.0|,2233.67,tpcds,10
delta,spark,tpcds_q18,8.0;54.0;239.0;40.0;12.0;26.0|,2433.97,tpcds,10
delta,spark,tpcds_q14a,8.0;54.0;239.0;40.0;12.0;26.0|,2414.39,tpcds,10
delta,spark,tpcds_q23a,8.0;54.0;239.0;40.0;12.0;26.0|,2469.19,tpcds,10
delta,spark,tpcds_q60,8.0;54.0;239.0;40.0;12.0;26.0|,2465.91,tpcds,10
delta,spark,tpcds_q72,8.0;54.0;239.0;40.0;12.0;26.0|,2521.57,tpcds,10
delta,spark,tpcds_q23b,40.0;12.0;26.0;40.0;12.0;26.0|,2438.65,tpcds,10
delta,spark,tpcds_ssb_flat_queries,40.0;12.0;26.0;40.0;12.0;26.0|,2259.85,tpcds,10
delta,spark,tpcds_q31,40.0;12.0;26.0;40.0;12.0;26.0|,2416.69,tpcds,10
delta,spark,tpcds_q16,40.0;12.0;26.0;40.0;12.0;26.0|,2447.65,tpcds,10
delta,spark,tpcds_q49,40.0;12.0;26.0;40.0;12.0;26.0|,2216.55,tpcds,10
delta,spark,tpcds_q57,40.0;12.0;26.0;40.0;12.0;26.0|,2287.03,tpcds,10
delta,spark,tpcds_q76,40.0;12.0;26.0;40.0;12.0;26.0|,2489.5,tpcds,10
delta,spark,tpcds_q95,40.0;12.0;26.0;40.0;12.0;26.0|,2354.22,tpcds,10
delta,spark,tpcds_q86,40.0;12.0;26.0;40.0;12.0;26.0|,2223.36,tpcds,10
delta,spark,tpcds_q5,40.0;12.0;26.0;40.0;12.0;26.0|,2325.55,tpcds,10
delta,spark,tpcds_q39_b,40.0;12.0;26.0;40.0;12.0;26.0|,2406.78,tpcds,10
delta,spark,tpcds_q55,40.0;12.0;26.0;40.0;12.0;26.0|,2329.98,tpcds,10
delta,spark,tpcds_q58,40.0;12.0;26.0;40.0;12.0;26.0|,2583.08,tpcds,10
delta,spark,tpcds_q_27,40.0;12.0;26.0;40.0;12.0;26.0|,2464.54,tpcds,10
delta,spark,tpcds_q24b,40.0;12.0;26.0;40.0;12.0;26.0|,2178.51,tpcds,10
delta,spark,tpcds_q96,40.0;12.0;26.0;40.0;12.0;26.0|,2486.87,tpcds,10
delta,spark,tpcds_q89,40.0;12.0;26.0;40.0;12.0;26.0|,2283.58,tpcds,10
delta,spark,tpcds_q14_a,40.0;12.0;26.0;40.0;12.0;26.0|,2348.19,tpcds,10
delta,spark,tpcds_q15,40.0;12.0;26.0;40.0;12.0;26.0|,2496.55,tpcds,10
delta,spark,tpcds_q48,40.0;12.0;26.0;40.0;12.0;26.0|,2302.12,tpcds,10
delta,spark,tpcds_q4,40.0;12.0;26.0;40.0;12.0;26.0|,2474.57,tpcds,10
delta,spark,tpcds_q97,40.0;12.0;26.0;40.0;12.0;26.0|,2594.71,tpcds,10
delta,spark,tpcds_q24_a,40.0;12.0;26.0;40.0;12.0;26.0|,2274.49,tpcds,10
delta,spark,tpcds_q3,40.0;12.0;26.0;40.0;12.0;26.0|,2518.05,tpcds,10
delta,spark,tpcds_q67,40.0;12.0;26.0;40.0;12.0;26.0|,2524.08,tpcds,10
delta,spark,tpcds_q83,40.0;12.0;26.0;40.0;12.0;26.0|,2385.75,tpcds,10
delta,spark,tpcds_q66,40.0;12.0;26.0;40.0;12.0;26.0|,2599.71,tpcds,10
delta,spark,tpcds_q70,40.0;12.0;26.0;40.0;12.0;26.0|,2286.8,tpcds,10
delta,spark,tpcds_q68,40.0;12.0;26.0;40.0;12.0;26.0|,2475.11,tpcds,10
delta,spark,tpcds_q42,40.0;12.0;26.0;40.0;12.0;26.0|,2444.0,tpcds,10
delta,spark,tpcds_q99,40.0;12.0;26.0;40.0;12.0;26.0|,2583.13,tpcds,10
delta,spark,tpcds_q85,40.0;12.0;26.0;40.0;12.0;26.0|,2405.48,tpcds,10
delta,spark,tpcds_q82,40.0;12.0;26.0;40.0;12.0;26.0|,2156.6,tpcds,10
delta,spark,tpcds_q13,40.0;12.0;26.0;40.0;12.0;26.0|,2186.93,tpcds,10
delta,spark,tpcds_q94,40.0;12.0;26.0;40.0;12.0;26.0|,2380.44,tpcds,10
delta,spark,tpcds_q34,40.0;12.0;26.0;40.0;12.0;26.0|,2583.2,tpcds,10
delta,spark,tpcds_q98,40.0;12.0;26.0;40.0;12.0;26.0|,2494.83,tpcds,10
delta,spark,tpcds_q9,40.0;12.0;26.0;40.0;12.0;26.0|,2182.44,tpcds,10
delta,spark,tpcds_q40,40.0;12.0;26.0;40.0;12.0;26.0|,2186.8,tpcds,10
delta,spark,tpcds_q59,40.0;12.0;26.0;40.0;12.0;26.0|,2482.46,tpcds,10
delta,spark,tpcds_q10,40.0;12.0;26.0;40.0;12.0;26.0|,2359.43,tpcds,10
delta,spark,tpcds_q43,40.0;12.0;26.0;40.0;12.0;26.0|,2251.96,tpcds,10
delta,spark,tpcds_q24,40.0;12.0;26.0;40.0;12.0;26.0|,2243.69,tpcds,10
delta,spark,tpcds_q77,40.0;12.0;26.0;40.0;12.0;26.0|,2543.52,tpcds,10
delta,spark,tpcds_q19,40.0;12.0;26.0;40.0;12.0;26.0|,2168.95,tpcds,10
delta,spark,tpcds_q25,40.0;12.0;26.0;40.0;12.0;26.0|,2351.67,tpcds,10
delta,spark,tpcds_q33,40.0;12.0;26.0;40.0;12.0;26.0|,2269.59,tpcds,10
delta,spark,tpcds_q79,40.0;12.0;26.0;40.0;12.0;26.0|,2332.94,tpcds,10
delta,spark,tpcds_q_25,40.0;12.0;26.0;40.0;12.0;26.0|,2604.49,tpcds,10
delta,spark,tpcds_q37,40.0;12.0;26.0;40.0;12.0;26.0|,2441.31,tpcds,10
delta,spark,tpcds_q1,40.0;12.0;26.0;40.0;12.0;26.0|,2162.17,tpcds,10
delta,spark,tpcds_q21,40.0;12.0;26.0;40.0;12.0;26.0|,2329.74,tpcds,10
delta,spark,tpcds_q64,40.0;12.0;26.0;40.0;12.0;26.0|,2544.03,tpcds,10
delta,spark,tpcds_q2,40.0;12.0;26.0;40.0;12.0;26.0|,2602.93,tpcds,10
delta,spark,tpcds_q75,40.0;12.0;26.0;40.0;12.0;26.0|,2137.97,tpcds,10
delta,spark,tpcds_q6,40.0;12.0;26.0;40.0;12.0;26.0|,2422.11,tpcds,10
delta,spark,tpcds_q12,40.0;12.0;26.0;40.0;12.0;26.0|,2229.49,tpcds,10
delta,spark,tpcds_q52,40.0;12.0;26.0;40.0;12.0;26.0|,2482.19,tpcds,10
delta,spark,tpcds_q22,40.0;12.0;26.0;40.0;12.0;26.0|,2604.16,tpcds,10
delta,spark,tpcds_q14_b,40.0;12.0;26.0;40.0;12.0;26.0|,2541.1,tpcds,10
delta,spark,tpcds_q24a,40.0;12.0;26.0;40.0;12.0;26.0|,2239.48,tpcds,10
delta,spark,tpcds_q_09,40.0;12.0;26.0;40.0;12.0;26.0|,2339.32,tpcds,10
delta,spark,tpcds_q29,40.0;12.0;26.0;40.0;12.0;26.0|,2466.69,tpcds,10
delta,spark,tpcds_q44,40.0;12.0;26.0;40.0;12.0;26.0|,2217.74,tpcds,10
delta,spark,tpcds_q_04,40.0;12.0;26.0;40.0;12.0;26.0|,2363.48,tpcds,10
delta,spark,tpcds_q24_b,40.0;12.0;26.0;40.0;12.0;26.0|,2374.99,tpcds,10
delta,spark,tpcds_q36,40.0;12.0;26.0;40.0;12.0;26.0|,2336.67,tpcds,10
delta,spark,tpcds_q69,40.0;12.0;26.0;40.0;12.0;26.0|,2251.47,tpcds,10
delta,spark,tpcds_q39a,40.0;12.0;26.0;40.0;12.0;26.0|,2430.21,tpcds,10
delta,spark,tpcds_q26,40.0;12.0;26.0;40.0;12.0;26.0|,2487.55,tpcds,10
delta,spark,tpcds_q14b,40.0;12.0;26.0;40.0;12.0;26.0|,2560.28,tpcds,10
delta,spark,tpcds_q14,40.0;12.0;26.0;40.0;12.0;26.0|,2312.25,tpcds,10
delta,spark,tpcds_q20,40.0;12.0;26.0;40.0;12.0;26.0|,2459.86,tpcds,10
