datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,tpcds_q40,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2223.17,tpcds,10
delta,presto,tpcds_q41,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5942.96,tpcds,10
delta,presto,tpcds_q45,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7396.95,tpcds,10
delta,presto,tpcds_q47,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4562.33,tpcds,10
delta,presto,tpcds_q49,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5400.38,tpcds,10
delta,presto,tpcds_q5,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3060.96,tpcds,10
delta,presto,tpcds_q50,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3536.75,tpcds,10
delta,presto,tpcds_q51,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,29910.69,tpcds,10
delta,presto,tpcds_q52,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3470.86,tpcds,10
delta,presto,tpcds_q53,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7175.79,tpcds,10
delta,presto,tpcds_q55,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7209.89,tpcds,10
delta,presto,tpcds_q57,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2645.87,tpcds,10
delta,presto,tpcds_q59,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5536.3,tpcds,10
delta,presto,tpcds_q62,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,9416.91,tpcds,10
delta,presto,tpcds_q63,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,1938.19,tpcds,10
delta,presto,tpcds_q65,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,7489.11,tpcds,10
delta,presto,tpcds_q66,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3910.68,tpcds,10
delta,presto,tpcds_q67,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3031.12,tpcds,10
delta,presto,tpcds_q68,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5271.47,tpcds,10
delta,presto,tpcds_q69,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4149.0,tpcds,10
delta,presto,tpcds_q70,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4411.96,tpcds,10
delta,presto,tpcds_q71,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2670.69,tpcds,10
delta,presto,tpcds_q72,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4239.05,tpcds,10
delta,presto,tpcds_q74,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5048.64,tpcds,10
delta,presto,tpcds_q75,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4324.39,tpcds,10
delta,presto,tpcds_q76,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3589.3,tpcds,10
delta,presto,tpcds_q77,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,12127.85,tpcds,10
delta,presto,tpcds_q79,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5745.76,tpcds,10
delta,presto,tpcds_q8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3675.11,tpcds,10
delta,presto,tpcds_q80,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2504.18,tpcds,10
delta,presto,tpcds_q81,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4448.94,tpcds,10
delta,presto,tpcds_q83,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6822.11,tpcds,10
delta,presto,tpcds_q85,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5669.17,tpcds,10
delta,presto,tpcds_q86,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3502.47,tpcds,10
delta,presto,tpcds_q88,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3438.72,tpcds,10
delta,presto,tpcds_q9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4711.6,tpcds,10
delta,presto,tpcds_q91,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4524.05,tpcds,10
delta,presto,tpcds_q92,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4268.9,tpcds,10
delta,presto,tpcds_q93,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3693.47,tpcds,10
delta,presto,tpcds_q94,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2488.91,tpcds,10
delta,presto,tpcds_q96,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3796.28,tpcds,10
delta,presto,tpcds_q97,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4650.83,tpcds,10
delta,presto,tpcds_q98,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2819.21,tpcds,10
delta,presto,tpcds_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3349.99,tpcds,10
delta,presto,tpcds_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6775.91,tpcds,10
delta,presto,tpcds_q_05,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3063.05,tpcds,10
delta,presto,tpcds_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,6825.72,tpcds,10
delta,presto,tpcds_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4421.01,tpcds,10
delta,presto,tpcds_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2906.43,tpcds,10
delta,presto,tpcds_q_09,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2636.22,tpcds,10
delta,presto,tpcds_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4052.58,tpcds,10
delta,presto,tpcds_q_15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5211.24,tpcds,10
delta,presto,tpcds_q_17,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2910.56,tpcds,10
delta,presto,tpcds_q_18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3571.32,tpcds,10
delta,presto,tpcds_q_19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3058.09,tpcds,10
delta,presto,tpcds_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2651.53,tpcds,10
delta,presto,tpcds_q_23,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3006.7,tpcds,10
delta,presto,tpcds_q_24,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4252.46,tpcds,10
delta,presto,tpcds_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3753.04,tpcds,10
delta,presto,tpcds_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2845.22,tpcds,10
delta,presto,tpcds_ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2754.43,tpcds,10
delta,presto,tpcds_merged,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5232.46,tpcds,10
delta,presto,tpcds_q1,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6594.8,tpcds,10
delta,presto,tpcds_q10,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2096.03,tpcds,10
delta,presto,tpcds_q11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,13665.93,tpcds,10
