datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,tpcds_merged,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,4001.51,tpcds,10
delta,trino,tpcds_q55,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3806.29,tpcds,10
delta,trino,tpcds_q57,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2804.29,tpcds,10
delta,trino,tpcds_q59,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3005.85,tpcds,10
delta,trino,tpcds_q62,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4047.29,tpcds,10
delta,trino,tpcds_q63,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4061.56,tpcds,10
delta,trino,tpcds_q65,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4395.43,tpcds,10
delta,trino,tpcds_q66,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2269.21,tpcds,10
delta,trino,tpcds_q67,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,6223.27,tpcds,10
delta,trino,tpcds_q68,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4025.89,tpcds,10
delta,trino,tpcds_q69,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2350.33,tpcds,10
delta,trino,tpcds_q70,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3665.0,tpcds,10
delta,trino,tpcds_q71,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3981.81,tpcds,10
delta,trino,tpcds_q72,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2761.88,tpcds,10
delta,trino,tpcds_q74,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3317.21,tpcds,10
delta,trino,tpcds_q75,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3170.81,tpcds,10
delta,trino,tpcds_q76,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2877.24,tpcds,10
delta,trino,tpcds_q77,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,8425.47,tpcds,10
delta,trino,tpcds_q79,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2389.42,tpcds,10
delta,trino,tpcds_q8,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2915.69,tpcds,10
delta,trino,tpcds_q80,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2481.32,tpcds,10
delta,trino,tpcds_q81,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3693.05,tpcds,10
delta,trino,tpcds_q83,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4679.3,tpcds,10
delta,trino,tpcds_q85,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3159.03,tpcds,10
delta,trino,tpcds_q86,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2119.39,tpcds,10
delta,trino,tpcds_q88,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3749.88,tpcds,10
delta,trino,tpcds_q9,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2605.43,tpcds,10
delta,trino,tpcds_q91,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2920.62,tpcds,10
delta,trino,tpcds_q92,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,1983.54,tpcds,10
delta,trino,tpcds_q93,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4428.24,tpcds,10
delta,trino,tpcds_q94,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3627.36,tpcds,10
delta,trino,tpcds_q96,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3001.8,tpcds,10
delta,trino,tpcds_q97,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3817.58,tpcds,10
delta,trino,tpcds_q98,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3331.21,tpcds,10
delta,trino,tpcds_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2926.05,tpcds,10
delta,trino,tpcds_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3887.2,tpcds,10
delta,trino,tpcds_q_05,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3098.23,tpcds,10
delta,trino,tpcds_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,5629.92,tpcds,10
delta,trino,tpcds_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3605.52,tpcds,10
delta,trino,tpcds_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3089.98,tpcds,10
delta,trino,tpcds_q_09,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3317.58,tpcds,10
delta,trino,tpcds_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2905.77,tpcds,10
delta,trino,tpcds_q_15,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2957.22,tpcds,10
delta,trino,tpcds_q_17,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2737.42,tpcds,10
delta,trino,tpcds_q_18,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,2258.53,tpcds,10
delta,trino,tpcds_q_19,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,1906.55,tpcds,10
delta,trino,tpcds_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3015.5,tpcds,10
delta,trino,tpcds_q_23,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,3321.52,tpcds,10
delta,trino,tpcds_q_24,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4104.81,tpcds,10
delta,trino,tpcds_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4151.56,tpcds,10
delta,trino,tpcds_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,4161.17,tpcds,10
delta,trino,tpcds_ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=48,5341.35,tpcds,10
delta,trino,tpcds_merged,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3395.61,tpcds,10
delta,trino,tpcds_q1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3207.99,tpcds,10
delta,trino,tpcds_q10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3134.39,tpcds,10
delta,trino,tpcds_q11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,1941.44,tpcds,10
delta,trino,tpcds_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,5074.18,tpcds,10
delta,trino,tpcds_q14_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2960.8,tpcds,10
delta,trino,tpcds_q14_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4038.22,tpcds,10
delta,trino,tpcds_q14a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2468.3,tpcds,10
delta,trino,tpcds_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2992.42,tpcds,10
delta,trino,tpcds_q2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3661.07,tpcds,10
delta,trino,tpcds_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,18697.39,tpcds,10
delta,trino,tpcds_q23_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3050.94,tpcds,10
delta,trino,tpcds_q23_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,1947.44,tpcds,10
delta,trino,tpcds_q24,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2613.37,tpcds,10
delta,trino,tpcds_q24_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3994.61,tpcds,10
delta,trino,tpcds_q24b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3351.75,tpcds,10
delta,trino,tpcds_q25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2882.58,tpcds,10
delta,trino,tpcds_q26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3203.38,tpcds,10
delta,trino,tpcds_q27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2667.53,tpcds,10
delta,trino,tpcds_q28,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3610.23,tpcds,10
delta,trino,tpcds_q33,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3104.65,tpcds,10
delta,trino,tpcds_q36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3242.75,tpcds,10
delta,trino,tpcds_q37,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2749.43,tpcds,10
delta,trino,tpcds_q38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2644.01,tpcds,10
delta,trino,tpcds_q39,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2429.85,tpcds,10
delta,trino,tpcds_q39_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3839.82,tpcds,10
delta,trino,tpcds_q39b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2458.3,tpcds,10
delta,trino,tpcds_q40,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3472.97,tpcds,10
delta,trino,tpcds_q41,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3163.3,tpcds,10
delta,trino,tpcds_q45,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3682.59,tpcds,10
delta,trino,tpcds_q47,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4252.45,tpcds,10
delta,trino,tpcds_q49,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,6234.17,tpcds,10
delta,trino,tpcds_q5,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3973.54,tpcds,10
delta,trino,tpcds_q50,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3877.26,tpcds,10
delta,trino,tpcds_q51,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,19253.98,tpcds,10
delta,trino,tpcds_q52,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4804.31,tpcds,10
delta,trino,tpcds_q53,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2506.39,tpcds,10
delta,trino,tpcds_q55,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2285.79,tpcds,10
delta,trino,tpcds_q57,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2995.49,tpcds,10
delta,trino,tpcds_q59,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4115.44,tpcds,10
delta,trino,tpcds_q62,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2438.29,tpcds,10
delta,trino,tpcds_q63,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2751.68,tpcds,10
delta,trino,tpcds_q65,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2426.09,tpcds,10
delta,trino,tpcds_q66,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3163.82,tpcds,10
delta,trino,tpcds_q67,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2170.59,tpcds,10
delta,trino,tpcds_q68,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2277.31,tpcds,10
delta,trino,tpcds_q69,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4579.22,tpcds,10
delta,trino,tpcds_q70,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2291.99,tpcds,10
delta,trino,tpcds_q71,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2349.75,tpcds,10
delta,trino,tpcds_q72,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3294.62,tpcds,10
delta,trino,tpcds_q74,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3900.74,tpcds,10
delta,trino,tpcds_q75,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4119.24,tpcds,10
delta,trino,tpcds_q76,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3979.13,tpcds,10
delta,trino,tpcds_q77,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,10076.19,tpcds,10
delta,trino,tpcds_q79,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3143.0,tpcds,10
delta,trino,tpcds_q8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2542.82,tpcds,10
delta,trino,tpcds_q80,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4491.08,tpcds,10
delta,trino,tpcds_q81,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2573.0,tpcds,10
delta,trino,tpcds_q83,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3160.38,tpcds,10
delta,trino,tpcds_q85,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2151.3,tpcds,10
delta,trino,tpcds_q86,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4173.73,tpcds,10
delta,trino,tpcds_q88,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3706.62,tpcds,10
delta,trino,tpcds_q9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4036.42,tpcds,10
delta,trino,tpcds_q91,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2780.25,tpcds,10
delta,trino,tpcds_q92,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4073.54,tpcds,10
delta,trino,tpcds_q93,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,2746.97,tpcds,10
