datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,query51,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,1500.57,tpcds,1
delta,trino,query71,18;256;20;18;16;16,3115.0,tpcds,1
delta,trino,query73,18;256;20;18;16;16,367.0,tpcds,1
delta,trino,query74,18;256;20;18;16;16,3334.0,tpcds,1
delta,trino,query75,18;256;20;18;16;16,8906.0,tpcds,1
delta,trino,query76,18;256;20;18;16;16,2411.0,tpcds,1
delta,trino,query77,18;256;20;18;16;16,5058.0,tpcds,1
delta,trino,query78,18;256;20;18;16;16,3787.0,tpcds,1
delta,trino,query79,18;256;20;18;16;16,1406.0,tpcds,1
delta,trino,query8,18;256;20;18;16;16,1683.0,tpcds,1
delta,trino,query80,18;256;20;18;16;16,5758.0,tpcds,1
delta,trino,query81,18;256;20;18;16;16,1689.0,tpcds,1
delta,trino,query82,18;256;20;18;16;16,1765.0,tpcds,1
delta,trino,query83,18;256;20;18;16;16,2081.0,tpcds,1
delta,trino,query84,18;256;20;18;16;16,915.0,tpcds,1
delta,trino,query85,18;256;20;18;16;16,1897.0,tpcds,1
delta,trino,query86,18;256;20;18;16;16,907.0,tpcds,1
delta,trino,query87,18;256;20;18;16;16,2175.0,tpcds,1
delta,trino,query88,18;256;20;18;16;16,6970.0,tpcds,1
delta,trino,query89,18;256;20;18;16;16,1092.0,tpcds,1
delta,trino,query9,18;256;20;18;16;16,11901.0,tpcds,1
delta,trino,query90,18;256;20;18;16;16,1778.0,tpcds,1
delta,trino,query91,18;256;20;18;16;16,1263.0,tpcds,1
delta,trino,query92,18;256;20;18;16;16,1340.0,tpcds,1
delta,trino,query93,18;256;20;18;16;16,1816.0,tpcds,1
delta,trino,query94,18;256;20;18;16;16,1569.0,tpcds,1
delta,trino,query95,18;256;20;18;16;16,4007.0,tpcds,1
delta,trino,query96,18;256;20;18;16;16,1453.0,tpcds,1
delta,trino,query97,18;256;20;18;16;16,1360.0,tpcds,1
delta,trino,query98,18;256;20;18;16;16,1251.0,tpcds,1
delta,trino,query99,18;256;20;18;16;16,882.0,tpcds,1
delta,trino,query1,18;256;20;18;16;16,3514.0,tpcds,1
delta,trino,query10,18;256;20;18;16;16,2703.0,tpcds,1
delta,trino,query11,18;256;20;18;16;16,4274.0,tpcds,1
delta,trino,query12,18;256;20;18;16;16,2465.0,tpcds,1
delta,trino,query13,18;256;20;18;16;16,2056.0,tpcds,1
delta,trino,query14,18;256;20;18;16;16,12120.0,tpcds,1
delta,trino,query14_a,18;256;20;18;16;16,13190.0,tpcds,1
delta,trino,query14_b,18;256;20;18;16;16,18611.0,tpcds,1
delta,trino,query15,18;256;20;18;16;16,1580.0,tpcds,1
delta,trino,query16,18;256;20;18;16;16,2052.0,tpcds,1
delta,trino,query17,18;256;20;18;16;16,3832.0,tpcds,1
delta,trino,query18,18;256;20;18;16;16,2284.0,tpcds,1
delta,trino,query19,18;256;20;18;16;16,1460.0,tpcds,1
delta,trino,query2,18;256;20;18;16;16,3727.0,tpcds,1
delta,trino,query20,18;256;20;18;16;16,1593.0,tpcds,1
delta,trino,query21,18;256;20;18;16;16,681.0,tpcds,1
delta,trino,query22,18;256;20;18;16;16,1188.0,tpcds,1
delta,trino,query23,18;256;20;18;16;16,7576.0,tpcds,1
delta,trino,query23_a,18;256;20;18;16;16,11606.0,tpcds,1
delta,trino,query23_b,18;256;20;18;16;16,8492.0,tpcds,1
delta,trino,query24,18;256;20;18;16;16,3736.0,tpcds,1
delta,trino,query24_a,18;256;20;18;16;16,6093.0,tpcds,1
delta,trino,query24_b,18;256;20;18;16;16,6779.0,tpcds,1
delta,trino,query25,18;256;20;18;16;16,3704.0,tpcds,1
delta,trino,query26,18;256;20;18;16;16,6558.0,tpcds,1
delta,trino,query27,18;256;20;18;16;16,899.0,tpcds,1
delta,trino,query28,18;256;20;18;16;16,9323.0,tpcds,1
delta,trino,query29,18;256;20;18;16;16,4828.0,tpcds,1
delta,trino,query3,18;256;20;18;16;16,1845.0,tpcds,1
delta,trino,query31,18;256;20;18;16;16,8406.0,tpcds,1
delta,trino,query32,18;256;20;18;16;16,1799.0,tpcds,1
delta,trino,query33,18;256;20;18;16;16,5407.0,tpcds,1
delta,trino,query34,18;256;20;18;16;16,425.0,tpcds,1
delta,trino,query35,18;256;20;18;16;16,2686.0,tpcds,1
delta,trino,query36,18;256;20;18;16;16,350.0,tpcds,1
delta,trino,query37,18;256;20;18;16;16,1212.0,tpcds,1
delta,trino,query38,18;256;20;18;16;16,5506.0,tpcds,1
delta,trino,query39,18;256;20;18;16;16,945.0,tpcds,1
delta,trino,query39_a,18;256;20;18;16;16,2029.0,tpcds,1
delta,trino,query39_b,18;256;20;18;16;16,1676.0,tpcds,1
delta,trino,query4,18;256;20;18;16;16,7032.0,tpcds,1
delta,trino,query40,18;256;20;18;16;16,2929.0,tpcds,1
delta,trino,query41,18;256;20;18;16;16,213.0,tpcds,1
delta,trino,query42,18;256;20;18;16;16,1570.0,tpcds,1
delta,trino,query43,18;256;20;18;16;16,501.0,tpcds,1
delta,trino,query44,18;256;20;18;16;16,259.0,tpcds,1
delta,trino,query45,18;256;20;18;16;16,1289.0,tpcds,1
delta,trino,query46,18;256;20;18;16;16,453.0,tpcds,1
delta,trino,query47,18;256;20;18;16;16,5806.0,tpcds,1
delta,trino,query48,18;256;20;18;16;16,1495.0,tpcds,1
delta,trino,query49,18;256;20;18;16;16,6270.0,tpcds,1
delta,trino,query5,18;256;20;18;16;16,10723.0,tpcds,1
delta,trino,query50,18;256;20;18;16;16,3917.0,tpcds,1
delta,trino,query51,18;256;20;18;16;16,3518.0,tpcds,1
delta,trino,query52,18;256;20;18;16;16,1525.0,tpcds,1
delta,trino,query53,18;256;20;18;16;16,1760.0,tpcds,1
delta,trino,query54,18;256;20;18;16;16,3534.0,tpcds,1
delta,trino,query55,18;256;20;18;16;16,3849.0,tpcds,1
delta,trino,query56,18;256;20;18;16;16,10127.0,tpcds,1
delta,trino,query57,18;256;20;18;16;16,5097.0,tpcds,1
delta,trino,query58,18;256;20;18;16;16,3745.0,tpcds,1
delta,trino,query59,18;256;20;18;16;16,2901.0,tpcds,1
delta,trino,query6,18;256;20;18;16;16,2428.0,tpcds,1
delta,trino,query60,18;256;20;18;16;16,5004.0,tpcds,1
delta,trino,query61,18;256;20;18;16;16,687.0,tpcds,1
delta,trino,query62,18;256;20;18;16;16,800.0,tpcds,1
delta,trino,query63,18;256;20;18;16;16,1784.0,tpcds,1
delta,trino,query64,18;256;20;18;16;16,12319.0,tpcds,1
delta,trino,query65,18;256;20;18;16;16,2547.0,tpcds,1
delta,trino,query66,18;256;20;18;16;16,3102.0,tpcds,1
delta,trino,query67,18;256;20;18;16;16,2380.0,tpcds,1
delta,trino,query68,18;256;20;18;16;16,584.0,tpcds,1
delta,trino,query69,18;256;20;18;16;16,3659.0,tpcds,1
delta,trino,query7,18;256;20;18;16;16,2178.0,tpcds,1
delta,trino,query70,18;256;20;18;16;16,2838.0,tpcds,1
delta,trino,query71,18;256;20;18;16;16,3115.0,tpcds,1
delta,trino,query73,18;256;20;18;16;16,367.0,tpcds,1
delta,trino,query74,18;256;20;18;16;16,3334.0,tpcds,1
delta,trino,query75,18;256;20;18;16;16,8906.0,tpcds,1
delta,trino,query76,18;256;20;18;16;16,2411.0,tpcds,1
delta,trino,query77,18;256;20;18;16;16,5058.0,tpcds,1
delta,trino,query78,18;256;20;18;16;16,3787.0,tpcds,1
delta,trino,query79,18;256;20;18;16;16,1406.0,tpcds,1
delta,trino,query8,18;256;20;18;16;16,1683.0,tpcds,1
delta,trino,query80,18;256;20;18;16;16,5758.0,tpcds,1
delta,trino,query81,18;256;20;18;16;16,1689.0,tpcds,1
delta,trino,query82,18;256;20;18;16;16,1765.0,tpcds,1
delta,trino,query83,18;256;20;18;16;16,2081.0,tpcds,1
delta,trino,query84,18;256;20;18;16;16,915.0,tpcds,1
delta,trino,query85,18;256;20;18;16;16,1897.0,tpcds,1
delta,trino,query86,18;256;20;18;16;16,907.0,tpcds,1
delta,trino,query87,18;256;20;18;16;16,2175.0,tpcds,1
delta,trino,query88,18;256;20;18;16;16,6970.0,tpcds,1
delta,trino,query89,18;256;20;18;16;16,1092.0,tpcds,1
delta,trino,query9,18;256;20;18;16;16,11901.0,tpcds,1
delta,trino,query90,18;256;20;18;16;16,1778.0,tpcds,1
delta,trino,query91,18;256;20;18;16;16,1263.0,tpcds,1
delta,trino,query92,18;256;20;18;16;16,1340.0,tpcds,1
delta,trino,query93,18;256;20;18;16;16,1816.0,tpcds,1
delta,trino,query94,18;256;20;18;16;16,1569.0,tpcds,1
delta,trino,query95,18;256;20;18;16;16,4007.0,tpcds,1
delta,trino,query96,18;256;20;18;16;16,1453.0,tpcds,1
delta,trino,query97,18;256;20;18;16;16,1360.0,tpcds,1
delta,trino,query98,18;256;20;18;16;16,1251.0,tpcds,1
delta,trino,query99,18;256;20;18;16;16,882.0,tpcds,1
delta,trino,query1,18;256;20;18;16;16,4197.0,tpcds,1
delta,trino,query10,18;256;20;18;16;16,3114.0,tpcds,1
delta,trino,query11,18;256;20;18;16;16,4481.0,tpcds,1
delta,trino,query12,18;256;20;18;16;16,1824.0,tpcds,1
delta,trino,query13,18;256;20;18;16;16,2853.0,tpcds,1
delta,trino,query14,18;256;20;18;16;16,14132.0,tpcds,1
delta,trino,query14_a,18;256;20;18;16;16,17395.0,tpcds,1
delta,trino,query14_b,18;256;20;18;16;16,13489.0,tpcds,1
delta,trino,query15,18;256;20;18;16;16,1165.0,tpcds,1
delta,trino,query16,18;256;20;18;16;16,3036.0,tpcds,1
delta,trino,query17,18;256;20;18;16;16,4633.0,tpcds,1
delta,trino,query18,18;256;20;18;16;16,2871.0,tpcds,1
delta,trino,query19,18;256;20;18;16;16,1612.0,tpcds,1
delta,trino,query2,18;256;20;18;16;16,4551.0,tpcds,1
delta,trino,query20,18;256;20;18;16;16,1285.0,tpcds,1
delta,trino,query21,18;256;20;18;16;16,680.0,tpcds,1
delta,trino,query22,18;256;20;18;16;16,1055.0,tpcds,1
delta,trino,query23,18;256;20;18;16;16,10765.0,tpcds,1
delta,trino,query23_a,18;256;20;18;16;16,8731.0,tpcds,1
delta,trino,query23_b,18;256;20;18;16;16,8586.0,tpcds,1
delta,trino,query24,18;256;20;18;16;16,4969.0,tpcds,1
delta,trino,query24_a,18;256;20;18;16;16,5776.0,tpcds,1
delta,trino,query24_b,18;256;20;18;16;16,4208.0,tpcds,1
delta,trino,query25,18;256;20;18;16;16,5496.0,tpcds,1
delta,trino,query26,18;256;20;18;16;16,2612.0,tpcds,1
delta,trino,query27,18;256;20;18;16;16,817.0,tpcds,1
delta,trino,query28,18;256;20;18;16;16,7519.0,tpcds,1
delta,trino,query29,18;256;20;18;16;16,5632.0,tpcds,1
delta,trino,query3,18;256;20;18;16;16,1415.0,tpcds,1
delta,trino,query31,18;256;20;18;16;16,5698.0,tpcds,1
delta,trino,query32,18;256;20;18;16;16,1791.0,tpcds,1
delta,trino,query33,18;256;20;18;16;16,5174.0,tpcds,1
delta,trino,query34,18;256;20;18;16;16,588.0,tpcds,1
delta,trino,query35,18;256;20;18;16;16,2723.0,tpcds,1
delta,trino,query36,18;256;20;18;16;16,353.0,tpcds,1
delta,trino,query37,18;256;20;18;16;16,1580.0,tpcds,1
delta,trino,query38,18;256;20;18;16;16,3010.0,tpcds,1
delta,trino,query39,18;256;20;18;16;16,1298.0,tpcds,1
delta,trino,query39_a,18;256;20;18;16;16,1028.0,tpcds,1
delta,trino,query39_b,18;256;20;18;16;16,1142.0,tpcds,1
delta,trino,query4,18;256;20;18;16;16,9032.0,tpcds,1
delta,trino,query40,18;256;20;18;16;16,2989.0,tpcds,1
delta,trino,query41,18;256;20;18;16;16,319.0,tpcds,1
delta,trino,query42,18;256;20;18;16;16,1692.0,tpcds,1
delta,trino,query43,18;256;20;18;16;16,497.0,tpcds,1
delta,trino,query44,18;256;20;18;16;16,334.0,tpcds,1
delta,trino,query45,18;256;20;18;16;16,1428.0,tpcds,1
delta,trino,query46,18;256;20;18;16;16,493.0,tpcds,1
delta,trino,query47,18;256;20;18;16;16,4483.0,tpcds,1
delta,trino,query48,18;256;20;18;16;16,3106.0,tpcds,1
delta,trino,query49,18;256;20;18;16;16,6464.0,tpcds,1
delta,trino,query5,18;256;20;18;16;16,9365.0,tpcds,1
delta,trino,query50,18;256;20;18;16;16,2007.0,tpcds,1
delta,trino,query51,18;256;20;18;16;16,2692.0,tpcds,1
delta,trino,query52,18;256;20;18;16;16,1281.0,tpcds,1
delta,trino,query53,18;256;20;18;16;16,1444.0,tpcds,1
delta,trino,query54,18;256;20;18;16;16,3504.0,tpcds,1
delta,trino,query55,18;256;20;18;16;16,1511.0,tpcds,1
delta,trino,query56,18;256;20;18;16;16,3935.0,tpcds,1
delta,trino,query57,18;256;20;18;16;16,3934.0,tpcds,1
delta,trino,query58,18;256;20;18;16;16,3665.0,tpcds,1
delta,trino,query59,18;256;20;18;16;16,2596.0,tpcds,1
delta,trino,query6,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query60,18;256;20;18;16;16,4172.0,tpcds,1
delta,trino,query61,18;256;20;18;16;16,724.0,tpcds,1
delta,trino,query62,18;256;20;18;16;16,829.0,tpcds,1
delta,trino,query63,18;256;20;18;16;16,1441.0,tpcds,1
delta,trino,query64,18;256;20;18;16;16,10726.0,tpcds,1
delta,trino,query65,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query66,18;256;20;18;16;16,3207.0,tpcds,1
delta,trino,query67,18;256;20;18;16;16,2358.0,tpcds,1
delta,trino,query68,18;256;20;18;16;16,624.0,tpcds,1
delta,trino,query69,18;256;20;18;16;16,2537.0,tpcds,1
delta,trino,query7,18;256;20;18;16;16,2284.0,tpcds,1
delta,trino,query70,18;256;20;18;16;16,3226.0,tpcds,1
delta,trino,query71,18;256;20;18;16;16,4300.0,tpcds,1
delta,trino,query73,18;256;20;18;16;16,402.0,tpcds,1
delta,trino,query74,18;256;20;18;16;16,3403.0,tpcds,1
delta,trino,query75,18;256;20;18;16;16,9650.0,tpcds,1
delta,trino,query76,18;256;20;18;16;16,2360.0,tpcds,1
delta,trino,query77,18;256;20;18;16;16,5765.0,tpcds,1
delta,trino,query78,18;256;20;18;16;16,4930.0,tpcds,1
delta,trino,query79,18;256;20;18;16;16,1882.0,tpcds,1
delta,trino,query8,18;256;20;18;16;16,2171.0,tpcds,1
delta,trino,query80,18;256;20;18;16;16,7224.0,tpcds,1
delta,trino,query81,18;256;20;18;16;16,1926.0,tpcds,1
delta,trino,query82,18;256;20;18;16;16,2518.0,tpcds,1
delta,trino,query83,18;256;20;18;16;16,3434.0,tpcds,1
delta,trino,query84,18;256;20;18;16;16,882.0,tpcds,1
delta,trino,query85,18;256;20;18;16;16,3009.0,tpcds,1
delta,trino,query86,18;256;20;18;16;16,1236.0,tpcds,1
delta,trino,query87,18;256;20;18;16;16,3570.0,tpcds,1
delta,trino,query88,18;256;20;18;16;16,9439.0,tpcds,1
delta,trino,query89,18;256;20;18;16;16,1368.0,tpcds,1
delta,trino,query9,18;256;20;18;16;16,15686.0,tpcds,1
delta,trino,query90,18;256;20;18;16;16,1940.0,tpcds,1
delta,trino,query91,18;256;20;18;16;16,1361.0,tpcds,1
delta,trino,query92,18;256;20;18;16;16,1405.0,tpcds,1
delta,trino,query93,18;256;20;18;16;16,2286.0,tpcds,1
delta,trino,query94,18;256;20;18;16;16,1798.0,tpcds,1
delta,trino,query95,18;256;20;18;16;16,4508.0,tpcds,1
delta,trino,query96,18;256;20;18;16;16,1031.0,tpcds,1
delta,trino,query97,18;256;20;18;16;16,1632.0,tpcds,1
delta,trino,query98,18;256;20;18;16;16,1268.0,tpcds,1
delta,trino,query99,18;256;20;18;16;16,676.0,tpcds,1
delta,trino,query1,18;256;20;18;16;16,4197.0,tpcds,1
delta,trino,query10,18;256;20;18;16;16,3114.0,tpcds,1
delta,trino,query11,18;256;20;18;16;16,4481.0,tpcds,1
delta,trino,query12,18;256;20;18;16;16,1824.0,tpcds,1
delta,trino,query13,18;256;20;18;16;16,2853.0,tpcds,1
delta,trino,query14,18;256;20;18;16;16,14132.0,tpcds,1
delta,trino,query14_a,18;256;20;18;16;16,17395.0,tpcds,1
delta,trino,query14_b,18;256;20;18;16;16,13489.0,tpcds,1
delta,trino,query15,18;256;20;18;16;16,1165.0,tpcds,1
delta,trino,query16,18;256;20;18;16;16,3036.0,tpcds,1
delta,trino,query17,18;256;20;18;16;16,4633.0,tpcds,1
delta,trino,query18,18;256;20;18;16;16,2871.0,tpcds,1
delta,trino,query19,18;256;20;18;16;16,1612.0,tpcds,1
delta,trino,query2,18;256;20;18;16;16,4551.0,tpcds,1
delta,trino,query20,18;256;20;18;16;16,1285.0,tpcds,1
delta,trino,query21,18;256;20;18;16;16,680.0,tpcds,1
delta,trino,query22,18;256;20;18;16;16,1055.0,tpcds,1
delta,trino,query23,18;256;20;18;16;16,10765.0,tpcds,1
delta,trino,query23_a,18;256;20;18;16;16,8731.0,tpcds,1
delta,trino,query23_b,18;256;20;18;16;16,8586.0,tpcds,1
delta,trino,query24,18;256;20;18;16;16,4969.0,tpcds,1
delta,trino,query24_a,18;256;20;18;16;16,5776.0,tpcds,1
delta,trino,query24_b,18;256;20;18;16;16,4208.0,tpcds,1
delta,trino,query25,18;256;20;18;16;16,5496.0,tpcds,1
delta,trino,query26,18;256;20;18;16;16,2612.0,tpcds,1
delta,trino,query27,18;256;20;18;16;16,817.0,tpcds,1
delta,trino,query28,18;256;20;18;16;16,7519.0,tpcds,1
delta,trino,query29,18;256;20;18;16;16,5632.0,tpcds,1
delta,trino,query3,18;256;20;18;16;16,1415.0,tpcds,1
delta,trino,query31,18;256;20;18;16;16,5698.0,tpcds,1
delta,trino,query32,18;256;20;18;16;16,1791.0,tpcds,1
delta,trino,query33,18;256;20;18;16;16,5174.0,tpcds,1
delta,trino,query34,18;256;20;18;16;16,588.0,tpcds,1
delta,trino,query35,18;256;20;18;16;16,2723.0,tpcds,1
delta,trino,query36,18;256;20;18;16;16,353.0,tpcds,1
delta,trino,query37,18;256;20;18;16;16,1580.0,tpcds,1
delta,trino,query38,18;256;20;18;16;16,3010.0,tpcds,1
delta,trino,query39,18;256;20;18;16;16,1298.0,tpcds,1
delta,trino,query39_a,18;256;20;18;16;16,1028.0,tpcds,1
delta,trino,query39_b,18;256;20;18;16;16,1142.0,tpcds,1
delta,trino,query4,18;256;20;18;16;16,9032.0,tpcds,1
delta,trino,query40,18;256;20;18;16;16,2989.0,tpcds,1
delta,trino,query41,18;256;20;18;16;16,319.0,tpcds,1
delta,trino,query42,18;256;20;18;16;16,1692.0,tpcds,1
delta,trino,query43,18;256;20;18;16;16,497.0,tpcds,1
delta,trino,query44,18;256;20;18;16;16,334.0,tpcds,1
delta,trino,query45,18;256;20;18;16;16,1428.0,tpcds,1
delta,trino,query46,18;256;20;18;16;16,493.0,tpcds,1
delta,trino,query47,18;256;20;18;16;16,4483.0,tpcds,1
delta,trino,query48,18;256;20;18;16;16,3106.0,tpcds,1
delta,trino,query49,18;256;20;18;16;16,6464.0,tpcds,1
delta,trino,query5,18;256;20;18;16;16,9365.0,tpcds,1
delta,trino,query50,18;256;20;18;16;16,2007.0,tpcds,1
delta,trino,query51,18;256;20;18;16;16,2692.0,tpcds,1
delta,trino,query52,18;256;20;18;16;16,1281.0,tpcds,1
delta,trino,query53,18;256;20;18;16;16,1444.0,tpcds,1
delta,trino,query54,18;256;20;18;16;16,3504.0,tpcds,1
delta,trino,query55,18;256;20;18;16;16,1511.0,tpcds,1
delta,trino,query56,18;256;20;18;16;16,3935.0,tpcds,1
delta,trino,query57,18;256;20;18;16;16,3934.0,tpcds,1
delta,trino,query58,18;256;20;18;16;16,3665.0,tpcds,1
delta,trino,query59,18;256;20;18;16;16,2596.0,tpcds,1
delta,trino,query6,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query60,18;256;20;18;16;16,4172.0,tpcds,1
delta,trino,query61,18;256;20;18;16;16,724.0,tpcds,1
delta,trino,query62,18;256;20;18;16;16,829.0,tpcds,1
delta,trino,query63,18;256;20;18;16;16,1441.0,tpcds,1
delta,trino,query64,18;256;20;18;16;16,10726.0,tpcds,1
delta,trino,query65,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query66,18;256;20;18;16;16,3207.0,tpcds,1
delta,trino,query67,18;256;20;18;16;16,2358.0,tpcds,1
delta,trino,query68,18;256;20;18;16;16,624.0,tpcds,1
delta,trino,query69,18;256;20;18;16;16,2537.0,tpcds,1
delta,trino,query7,18;256;20;18;16;16,2284.0,tpcds,1
delta,trino,query70,18;256;20;18;16;16,3226.0,tpcds,1
delta,trino,query71,18;256;20;18;16;16,4300.0,tpcds,1
delta,trino,query73,18;256;20;18;16;16,402.0,tpcds,1
delta,trino,query74,18;256;20;18;16;16,3403.0,tpcds,1
delta,trino,query75,18;256;20;18;16;16,9650.0,tpcds,1
delta,trino,query76,18;256;20;18;16;16,2360.0,tpcds,1
delta,trino,query77,18;256;20;18;16;16,5765.0,tpcds,1
delta,trino,query78,18;256;20;18;16;16,4930.0,tpcds,1
delta,trino,query79,18;256;20;18;16;16,1882.0,tpcds,1
delta,trino,query8,18;256;20;18;16;16,2171.0,tpcds,1
delta,trino,query80,18;256;20;18;16;16,7224.0,tpcds,1
delta,trino,query81,18;256;20;18;16;16,1926.0,tpcds,1
delta,trino,query82,18;256;20;18;16;16,2518.0,tpcds,1
delta,trino,query83,18;256;20;18;16;16,3434.0,tpcds,1
delta,trino,query84,18;256;20;18;16;16,882.0,tpcds,1
delta,trino,query85,18;256;20;18;16;16,3009.0,tpcds,1
delta,trino,query86,18;256;20;18;16;16,1236.0,tpcds,1
delta,trino,query87,18;256;20;18;16;16,3570.0,tpcds,1
delta,trino,query88,18;256;20;18;16;16,9439.0,tpcds,1
delta,trino,query89,18;256;20;18;16;16,1368.0,tpcds,1
delta,trino,query9,18;256;20;18;16;16,15686.0,tpcds,1
delta,trino,query90,18;256;20;18;16;16,1940.0,tpcds,1
delta,trino,query91,18;256;20;18;16;16,1361.0,tpcds,1
delta,trino,query92,18;256;20;18;16;16,1405.0,tpcds,1
delta,trino,query93,18;256;20;18;16;16,2286.0,tpcds,1
delta,trino,query94,18;256;20;18;16;16,1798.0,tpcds,1
delta,trino,query95,18;256;20;18;16;16,4508.0,tpcds,1
delta,trino,query96,18;256;20;18;16;16,1031.0,tpcds,1
delta,trino,query97,18;256;20;18;16;16,1632.0,tpcds,1
delta,trino,query98,18;256;20;18;16;16,1268.0,tpcds,1
delta,trino,query99,18;256;20;18;16;16,676.0,tpcds,1
delta,trino,query1,18;256;20;18;16;16,4197.0,tpcds,1
delta,trino,query10,18;256;20;18;16;16,3114.0,tpcds,1
delta,trino,query11,18;256;20;18;16;16,4481.0,tpcds,1
delta,trino,query12,18;256;20;18;16;16,1824.0,tpcds,1
delta,trino,query13,18;256;20;18;16;16,2853.0,tpcds,1
delta,trino,query14,18;256;20;18;16;16,14132.0,tpcds,1
delta,trino,query14_a,18;256;20;18;16;16,17395.0,tpcds,1
delta,trino,query14_b,18;256;20;18;16;16,13489.0,tpcds,1
delta,trino,query15,18;256;20;18;16;16,1165.0,tpcds,1
delta,trino,query16,18;256;20;18;16;16,3036.0,tpcds,1
delta,trino,query17,18;256;20;18;16;16,4633.0,tpcds,1
delta,trino,query18,18;256;20;18;16;16,2871.0,tpcds,1
delta,trino,query19,18;256;20;18;16;16,1612.0,tpcds,1
delta,trino,query2,18;256;20;18;16;16,4551.0,tpcds,1
delta,trino,query20,18;256;20;18;16;16,1285.0,tpcds,1
delta,trino,query21,18;256;20;18;16;16,680.0,tpcds,1
delta,trino,query22,18;256;20;18;16;16,1055.0,tpcds,1
delta,trino,query23,18;256;20;18;16;16,10765.0,tpcds,1
delta,trino,query23_a,18;256;20;18;16;16,8731.0,tpcds,1
delta,trino,query23_b,18;256;20;18;16;16,8586.0,tpcds,1
delta,trino,query24,18;256;20;18;16;16,4969.0,tpcds,1
delta,trino,query24_a,18;256;20;18;16;16,5776.0,tpcds,1
delta,trino,query24_b,18;256;20;18;16;16,4208.0,tpcds,1
delta,trino,query25,18;256;20;18;16;16,5496.0,tpcds,1
delta,trino,query26,18;256;20;18;16;16,2612.0,tpcds,1
delta,trino,query27,18;256;20;18;16;16,817.0,tpcds,1
delta,trino,query28,18;256;20;18;16;16,7519.0,tpcds,1
delta,trino,query29,18;256;20;18;16;16,5632.0,tpcds,1
delta,trino,query3,18;256;20;18;16;16,1415.0,tpcds,1
delta,trino,query31,18;256;20;18;16;16,5698.0,tpcds,1
delta,trino,query32,18;256;20;18;16;16,1791.0,tpcds,1
delta,trino,query33,18;256;20;18;16;16,5174.0,tpcds,1
delta,trino,query34,18;256;20;18;16;16,588.0,tpcds,1
delta,trino,query35,18;256;20;18;16;16,2723.0,tpcds,1
delta,trino,query36,18;256;20;18;16;16,353.0,tpcds,1
delta,trino,query37,18;256;20;18;16;16,1580.0,tpcds,1
delta,trino,query38,18;256;20;18;16;16,3010.0,tpcds,1
delta,trino,query39,18;256;20;18;16;16,1298.0,tpcds,1
delta,trino,query39_a,18;256;20;18;16;16,1028.0,tpcds,1
delta,trino,query39_b,18;256;20;18;16;16,1142.0,tpcds,1
delta,trino,query4,18;256;20;18;16;16,9032.0,tpcds,1
delta,trino,query40,18;256;20;18;16;16,2989.0,tpcds,1
delta,trino,query41,18;256;20;18;16;16,319.0,tpcds,1
delta,trino,query42,18;256;20;18;16;16,1692.0,tpcds,1
delta,trino,query43,18;256;20;18;16;16,497.0,tpcds,1
delta,trino,query44,18;256;20;18;16;16,334.0,tpcds,1
delta,trino,query45,18;256;20;18;16;16,1428.0,tpcds,1
delta,trino,query46,18;256;20;18;16;16,493.0,tpcds,1
delta,trino,query47,18;256;20;18;16;16,4483.0,tpcds,1
delta,trino,query48,18;256;20;18;16;16,3106.0,tpcds,1
delta,trino,query49,18;256;20;18;16;16,6464.0,tpcds,1
delta,trino,query5,18;256;20;18;16;16,9365.0,tpcds,1
delta,trino,query50,18;256;20;18;16;16,2007.0,tpcds,1
delta,trino,query51,18;256;20;18;16;16,2692.0,tpcds,1
delta,trino,query52,18;256;20;18;16;16,1281.0,tpcds,1
delta,trino,query53,18;256;20;18;16;16,1444.0,tpcds,1
delta,trino,query54,18;256;20;18;16;16,3504.0,tpcds,1
delta,trino,query55,18;256;20;18;16;16,1511.0,tpcds,1
delta,trino,query56,18;256;20;18;16;16,3935.0,tpcds,1
delta,trino,query57,18;256;20;18;16;16,3934.0,tpcds,1
delta,trino,query58,18;256;20;18;16;16,3665.0,tpcds,1
delta,trino,query59,18;256;20;18;16;16,2596.0,tpcds,1
delta,trino,query6,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query60,18;256;20;18;16;16,4172.0,tpcds,1
delta,trino,query61,18;256;20;18;16;16,724.0,tpcds,1
delta,trino,query62,18;256;20;18;16;16,829.0,tpcds,1
delta,trino,query63,18;256;20;18;16;16,1441.0,tpcds,1
delta,trino,query64,18;256;20;18;16;16,10726.0,tpcds,1
delta,trino,query65,18;256;20;18;16;16,2096.0,tpcds,1
delta,trino,query66,18;256;20;18;16;16,3207.0,tpcds,1
delta,trino,query67,18;256;20;18;16;16,2358.0,tpcds,1
delta,trino,query68,18;256;20;18;16;16,624.0,tpcds,1
delta,trino,query69,18;256;20;18;16;16,2537.0,tpcds,1
delta,trino,query7,18;256;20;18;16;16,2284.0,tpcds,1
