datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,ssb_q19,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1790.22,ssb,10
delta,spark,ssb_q22,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,12254.02,ssb,10
delta,spark,ssb_q23,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1672.22,ssb,10
delta,spark,ssb_q25,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2863.35,ssb,10
delta,spark,ssb_q27,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7264.18,ssb,10
delta,spark,ssb_q29,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,11637.58,ssb,10
delta,spark,ssb_q36,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1518.3,ssb,10
delta,spark,ssb_q37,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5375.8,ssb,10
delta,spark,ssb_q38,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4650.2,ssb,10
delta,spark,ssb_q42,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2920.84,ssb,10
delta,spark,ssb_q45,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1848.07,ssb,10
delta,spark,ssb_q46,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2957.99,ssb,10
delta,spark,ssb_q48,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,11897.46,ssb,10
delta,spark,ssb_q1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7430.36,ssb,10
delta,spark,ssb_q11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2241.72,ssb,10
delta,spark,ssb_q13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8518.54,ssb,10
delta,spark,ssb_q14,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1770.42,ssb,10
delta,spark,ssb_q17,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6222.58,ssb,10
delta,spark,ssb_q19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3091.49,ssb,10
delta,spark,ssb_q22,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11430.67,ssb,10
delta,spark,ssb_q23,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,12354.74,ssb,10
delta,spark,ssb_q25,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3251.31,ssb,10
delta,spark,ssb_q27,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2045.51,ssb,10
delta,spark,ssb_q29,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8561.83,ssb,10
delta,spark,ssb_q36,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1874.78,ssb,10
delta,spark,ssb_q37,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6958.27,ssb,10
delta,spark,ssb_q38,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,9611.44,ssb,10
delta,spark,ssb_q42,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8081.73,ssb,10
delta,spark,ssb_q45,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11950.97,ssb,10
delta,spark,ssb_q46,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6815.01,ssb,10
delta,spark,ssb_q48,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6881.7,ssb,10
delta,spark,ssb_q1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2308.99,ssb,10
delta,spark,ssb_q11,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7452.8,ssb,10
delta,spark,ssb_q13,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1682.94,ssb,10
delta,spark,ssb_q14,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12694.27,ssb,10
delta,spark,ssb_q17,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2236.41,ssb,10
delta,spark,ssb_q19,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5732.36,ssb,10
delta,spark,ssb_q22,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1577.87,ssb,10
delta,spark,ssb_q23,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1585.74,ssb,10
delta,spark,ssb_q25,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5782.7,ssb,10
delta,spark,ssb_q27,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8237.07,ssb,10
delta,spark,ssb_q29,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2062.69,ssb,10
delta,spark,ssb_q36,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8586.79,ssb,10
delta,spark,ssb_q37,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2696.67,ssb,10
delta,spark,ssb_q38,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1703.3,ssb,10
delta,spark,ssb_q42,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1975.23,ssb,10
delta,spark,ssb_q45,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1512.94,ssb,10
delta,spark,ssb_q46,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2551.53,ssb,10
delta,spark,ssb_q48,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2393.54,ssb,10
delta,spark,ssb_q1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1641.84,ssb,10
delta,spark,ssb_q11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6994.32,ssb,10
delta,spark,ssb_q13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2701.03,ssb,10
delta,spark,ssb_q14,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13068.47,ssb,10
delta,spark,ssb_q17,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1557.37,ssb,10
delta,spark,ssb_q19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1741.5,ssb,10
delta,spark,ssb_q22,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6853.26,ssb,10
delta,spark,ssb_q23,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9247.08,ssb,10
delta,spark,ssb_q25,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1890.49,ssb,10
delta,spark,ssb_q27,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3128.96,ssb,10
delta,spark,ssb_q29,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11998.39,ssb,10
delta,spark,ssb_q36,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1958.9,ssb,10
delta,spark,ssb_q37,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7904.86,ssb,10
delta,spark,ssb_q38,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3099.7,ssb,10
delta,spark,ssb_q42,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12617.56,ssb,10
delta,spark,ssb_q45,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1554.2,ssb,10
delta,spark,ssb_q46,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3639.69,ssb,10
delta,spark,ssb_q48,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1627.98,ssb,10
delta,spark,ssb_q1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8550.95,ssb,10
delta,spark,ssb_q11,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6826.12,ssb,10
delta,spark,ssb_q13,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2778.74,ssb,10
delta,spark,ssb_q14,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1979.88,ssb,10
delta,spark,ssb_q17,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1763.4,ssb,10
delta,spark,ssb_q19,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2212.45,ssb,10
delta,spark,ssb_q22,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11927.76,ssb,10
delta,spark,ssb_q23,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2307.86,ssb,10
delta,spark,ssb_q25,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3636.97,ssb,10
delta,spark,ssb_q27,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4968.54,ssb,10
delta,spark,ssb_q29,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11563.37,ssb,10
delta,spark,ssb_q36,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.37,ssb,10
delta,spark,ssb_q37,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5178.86,ssb,10
delta,spark,ssb_q38,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8293.54,ssb,10
delta,spark,ssb_q42,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2150.6,ssb,10
delta,spark,ssb_q45,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6537.06,ssb,10
delta,spark,ssb_q46,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4098.91,ssb,10
delta,spark,ssb_q48,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,12067.43,ssb,10
delta,spark,ssb_q1,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6069.15,ssb,10
delta,spark,ssb_q11,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2490.79,ssb,10
delta,spark,ssb_q13,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7529.8,ssb,10
delta,spark,ssb_q14,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2604.2,ssb,10
delta,spark,ssb_q17,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5503.1,ssb,10
delta,spark,ssb_q19,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,4032.05,ssb,10
delta,spark,ssb_q22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5094.52,ssb,10
delta,spark,ssb_q23,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5207.95,ssb,10
delta,spark,ssb_q25,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2630.9,ssb,10
delta,spark,ssb_q27,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3339.0,ssb,10
delta,spark,ssb_q29,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1988.61,ssb,10
delta,spark,ssb_q36,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2841.71,ssb,10
delta,spark,ssb_q37,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5731.66,ssb,10
delta,spark,ssb_q38,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5515.27,ssb,10
delta,spark,ssb_q42,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5262.18,ssb,10
delta,spark,ssb_q45,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,7817.33,ssb,10
delta,spark,ssb_q46,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6627.3,ssb,10
delta,spark,ssb_q48,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3472.88,ssb,10
delta,spark,ssb_q1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2808.24,ssb,10
delta,spark,ssb_q11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,9564.44,ssb,10
delta,spark,ssb_q13,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1501.37,ssb,10
delta,spark,ssb_q14,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11619.92,ssb,10
delta,spark,ssb_q17,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1513.33,ssb,10
delta,spark,ssb_q19,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4207.41,ssb,10
delta,spark,ssb_q22,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4109.79,ssb,10
delta,spark,ssb_q23,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1638.52,ssb,10
delta,spark,ssb_q25,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,4053.54,ssb,10
delta,spark,ssb_q27,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10357.94,ssb,10
delta,spark,ssb_q29,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2881.46,ssb,10
delta,spark,ssb_q36,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6393.86,ssb,10
delta,spark,ssb_q37,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2913.64,ssb,10
delta,spark,ssb_q38,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1752.66,ssb,10
delta,spark,ssb_q42,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1608.72,ssb,10
delta,spark,ssb_q45,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1501.37,ssb,10
delta,spark,ssb_q46,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2723.03,ssb,10
delta,spark,ssb_q48,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3694.22,ssb,10
delta,spark,ssb_q1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,10213.8,ssb,10
delta,spark,ssb_q11,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3627.76,ssb,10
delta,spark,ssb_q13,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5885.6,ssb,10
delta,spark,ssb_q14,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1613.96,ssb,10
delta,spark,ssb_q17,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3483.72,ssb,10
delta,spark,ssb_q19,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3162.62,ssb,10
delta,spark,ssb_q22,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,12559.08,ssb,10
delta,spark,ssb_q23,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2718.87,ssb,10
