datalake,engine,query name,conf,latency,benchmark,sf
hudi,presto,ssb_q14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,7237.64,ssb,10
hudi,presto,ssb_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,3755.33,ssb,10
hudi,presto,ssb_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,5861.33,ssb,10
hudi,presto,ssb_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,1726.76,ssb,10
hudi,presto,ssb_q23,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,1728.08,ssb,10
hudi,presto,ssb_q25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,4328.41,ssb,10
hudi,presto,ssb_q27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,5481.27,ssb,10
hudi,presto,ssb_q29,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,3886.76,ssb,10
hudi,presto,ssb_q36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,12052.33,ssb,10
hudi,presto,ssb_q37,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,1727.87,ssb,10
hudi,presto,ssb_q38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,5813.11,ssb,10
hudi,presto,ssb_q42,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,8660.87,ssb,10
hudi,presto,ssb_q45,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,6307.34,ssb,10
hudi,presto,ssb_q46,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,4963.08,ssb,10
hudi,presto,ssb_q48,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=24; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,4651.41,ssb,10
hudi,presto,ssb_q1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12498.46,ssb,10
hudi,presto,ssb_q11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,4799.21,ssb,10
hudi,presto,ssb_q13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12682.92,ssb,10
hudi,presto,ssb_q14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1823.37,ssb,10
hudi,presto,ssb_q17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,2989.9,ssb,10
hudi,presto,ssb_q19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1831.59,ssb,10
hudi,presto,ssb_q22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12710.79,ssb,10
hudi,presto,ssb_q23,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12995.18,ssb,10
hudi,presto,ssb_q25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,5800.55,ssb,10
hudi,presto,ssb_q27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,6892.52,ssb,10
hudi,presto,ssb_q29,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,12860.17,ssb,10
hudi,presto,ssb_q36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1697.29,ssb,10
hudi,presto,ssb_q37,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,10343.62,ssb,10
hudi,presto,ssb_q38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,5318.94,ssb,10
hudi,presto,ssb_q42,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1781.25,ssb,10
hudi,presto,ssb_q45,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,1822.11,ssb,10
hudi,presto,ssb_q46,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,7702.0,ssb,10
hudi,presto,ssb_q48,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=32,3903.27,ssb,10
hudi,presto,ssb_q1,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,28397.157097,ssb,10
hudi,presto,ssb_q1,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,85178.970772,ssb,10
hudi,presto,ssb_q1,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,17074.384935,ssb,10
hudi,presto,ssb_q1,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,27356.983982,ssb,10
hudi,presto,ssb_q1,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,15044.656962,ssb,10
hudi,presto,ssb_q1,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,93063.224031,ssb,10
hudi,presto,ssb_q1,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,43148.71819299999,ssb,10
hudi,presto,ssb_q1,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,76034.5221,ssb,10
hudi,presto,ssb_q1,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,62013.361711000005,ssb,10
hudi,presto,ssb_q1,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,60484.952619,ssb,10
hudi,presto,ssb_q1,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,37475.997309,ssb,10
hudi,presto,ssb_q11,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,6064.614039,ssb,10
hudi,presto,ssb_q11,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,14385.644332000002,ssb,10
hudi,presto,ssb_q11,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2475.676481,ssb,10
hudi,presto,ssb_q11,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,5821.486762,ssb,10
hudi,presto,ssb_q11,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,2158.534485,ssb,10
hudi,presto,ssb_q11,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,11858.05516,ssb,10
hudi,presto,ssb_q11,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,10224.438751,ssb,10
hudi,presto,ssb_q11,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,13357.355859,ssb,10
hudi,presto,ssb_q11,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,9320.937737,ssb,10
hudi,presto,ssb_q11,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,9373.853647,ssb,10
hudi,presto,ssb_q11,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,7935.478667,ssb,10
hudi,presto,ssb_q12,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,6535.648896,ssb,10
hudi,presto,ssb_q12,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,25540.599053,ssb,10
hudi,presto,ssb_q12,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,5948.572003,ssb,10
hudi,presto,ssb_q12,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,16130.750689,ssb,10
hudi,presto,ssb_q12,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,5303.1782140000005,ssb,10
hudi,presto,ssb_q12,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,25684.768201,ssb,10
hudi,presto,ssb_q12,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,19194.175992,ssb,10
hudi,presto,ssb_q12,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,29805.381067,ssb,10
hudi,presto,ssb_q12,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,24754.121551,ssb,10
hudi,presto,ssb_q12,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,19977.287856,ssb,10
hudi,presto,ssb_q12,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,16778.789028,ssb,10
hudi,presto,ssb_q13,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,43508.334278,ssb,10
hudi,presto,ssb_q13,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,56977.817492,ssb,10
hudi,presto,ssb_q13,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,52372.865045,ssb,10
hudi,presto,ssb_q13,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,38226.167408,ssb,10
hudi,presto,ssb_q13,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,38016.94141,ssb,10
hudi,presto,ssb_q13,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,36983.256702,ssb,10
hudi,presto,ssb_q13,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,63250.060971,ssb,10
hudi,presto,ssb_q13,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,44296.673942,ssb,10
hudi,presto,ssb_q13,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,35946.995286,ssb,10
hudi,presto,ssb_q13,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,53556.493558,ssb,10
hudi,presto,ssb_q13,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,56388.106422,ssb,10
hudi,presto,ssb_q14,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,6022.451924,ssb,10
hudi,presto,ssb_q14,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,19352.724995,ssb,10
hudi,presto,ssb_q14,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,3843.984467,ssb,10
hudi,presto,ssb_q14,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,8714.452931,ssb,10
hudi,presto,ssb_q14,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,3310.147812,ssb,10
hudi,presto,ssb_q14,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,27516.336832,ssb,10
hudi,presto,ssb_q14,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,16011.535637,ssb,10
hudi,presto,ssb_q14,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,25338.777825,ssb,10
hudi,presto,ssb_q14,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,14843.730923,ssb,10
hudi,presto,ssb_q14,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,33953.842173,ssb,10
hudi,presto,ssb_q15,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,2495.390597,ssb,10
hudi,presto,ssb_q15,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6144.498989,ssb,10
hudi,presto,ssb_q15,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1496.085156,ssb,10
hudi,presto,ssb_q15,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,4327.919983,ssb,10
hudi,presto,ssb_q15,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1193.442544,ssb,10
hudi,presto,ssb_q15,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,7110.574511,ssb,10
hudi,presto,ssb_q15,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6357.06953,ssb,10
hudi,presto,ssb_q15,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6009.954896,ssb,10
hudi,presto,ssb_q15,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,6143.436729,ssb,10
hudi,presto,ssb_q15,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,5564.523449,ssb,10
hudi,presto,ssb_q16,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,7700.678304,ssb,10
hudi,presto,ssb_q16,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,23601.592528,ssb,10
hudi,presto,ssb_q16,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,6228.2375,ssb,10
hudi,presto,ssb_q16,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,15186.603009,ssb,10
hudi,presto,ssb_q16,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4284.499378,ssb,10
hudi,presto,ssb_q16,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,23974.499016,ssb,10
hudi,presto,ssb_q16,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,24575.434499,ssb,10
hudi,presto,ssb_q16,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,38069.700747,ssb,10
hudi,presto,ssb_q16,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,20981.441747,ssb,10
hudi,presto,ssb_q16,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,33830.313647,ssb,10
hudi,presto,ssb_q16,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,27945.502743,ssb,10
hudi,presto,ssb_q17,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,330.236102,ssb,10
hudi,presto,ssb_q17,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,250.678132,ssb,10
hudi,presto,ssb_q17,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,271.572552,ssb,10
hudi,presto,ssb_q17,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,246.565552,ssb,10
hudi,presto,ssb_q17,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,277.525859,ssb,10
hudi,presto,ssb_q17,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,232.166867,ssb,10
hudi,presto,ssb_q18,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,7497.087347,ssb,10
hudi,presto,ssb_q18,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,21788.54531,ssb,10
hudi,presto,ssb_q18,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,5292.504662,ssb,10
hudi,presto,ssb_q18,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,10857.612165,ssb,10
hudi,presto,ssb_q18,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,4996.924762,ssb,10
hudi,presto,ssb_q18,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,19384.879625,ssb,10
hudi,presto,ssb_q18,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,46843.988862000006,ssb,10
hudi,presto,ssb_q18,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,52133.24165900001,ssb,10
hudi,presto,ssb_q18,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,16332.29001,ssb,10
hudi,presto,ssb_q18,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,17311.682796999998,ssb,10
hudi,presto,ssb_q18,0.2939231281018;0.8072550698589;277.0;7.0;35|1233.0MB;478.0MB;378.0;16777216.0,35766.270756,ssb,10
hudi,presto,ssb_q19,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1349.7491940000002,ssb,10
hudi,presto,ssb_q19,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,6287.701618,ssb,10
hudi,presto,ssb_q19,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,2142.8528770000003,ssb,10
hudi,presto,ssb_q19,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3718.531187,ssb,10
hudi,presto,ssb_q19,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1284.507078,ssb,10
hudi,presto,ssb_q19,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,6261.597298,ssb,10
hudi,presto,ssb_q19,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,6643.557061,ssb,10
hudi,presto,ssb_q19,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,6233.338193,ssb,10
hudi,presto,ssb_q19,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,6104.1903,ssb,10
hudi,presto,ssb_q19,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,5672.441257,ssb,10
hudi,presto,ssb_q2,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,40552.983907,ssb,10
hudi,presto,ssb_q2,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,44904.543081,ssb,10
hudi,presto,ssb_q2,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,36277.678229,ssb,10
hudi,presto,ssb_q2,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,39518.101341,ssb,10
hudi,presto,ssb_q2,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,40191.776497,ssb,10
hudi,presto,ssb_q2,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,38205.737539,ssb,10
hudi,presto,ssb_q2,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,60287.409075,ssb,10
hudi,presto,ssb_q2,0.626732327192;0.3159100175413;290.0;2.0;18|3794.0MB;45.0MB;106.0;29360128.0,32223.63855,ssb,10
hudi,presto,ssb_q2,0.8255735280335;0.5810043788473;265.0;8.0;24|3185.0MB;519.0MB;696.0;93323264.0,52282.10452,ssb,10
hudi,presto,ssb_q2,0.2225872804112;0.3117094553633;322.0;5.0;18|2234.0MB;521.0MB;4.0;71303168.0,42999.269769,ssb,10
hudi,presto,ssb_q23,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,148.267895,ssb,10
hudi,presto,ssb_q23,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,149.759997,ssb,10
hudi,presto,ssb_q23,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,173.557403,ssb,10
hudi,presto,ssb_q23,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,149.623746,ssb,10
hudi,presto,ssb_q23,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,161.859916,ssb,10
hudi,presto,ssb_q23,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,133.412225,ssb,10
hudi,presto,ssb_q25,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,395.417667,ssb,10
hudi,presto,ssb_q25,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,344.69999,ssb,10
hudi,presto,ssb_q25,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,320.054297,ssb,10
hudi,presto,ssb_q25,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,353.86337,ssb,10
hudi,presto,ssb_q25,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,343.616131,ssb,10
hudi,presto,ssb_q25,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,382.601902,ssb,10
hudi,presto,ssb_q26,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,119.70989,ssb,10
hudi,presto,ssb_q26,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,118.399042,ssb,10
hudi,presto,ssb_q26,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,116.678677,ssb,10
hudi,presto,ssb_q26,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,122.296122,ssb,10
hudi,presto,ssb_q26,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,117.624118,ssb,10
hudi,presto,ssb_q26,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,116.495674,ssb,10
hudi,presto,ssb_q27,0.5;0.5;256.0;1.0;1|128.0MB;32.0MB;10.0;4194304.0,1678.187,ssb,10
hudi,presto,ssb_q27,0.499345510453;0.2490164503455;923.0;7.0;60|3372.0MB;947.0MB;921.0;11534336.0,7460.369074,ssb,10
hudi,presto,ssb_q27,0.7923849821091;0.6932743646204;452.0;3.0;8|221.0MB;404.0MB;285.0;83886080.0,1481.067367,ssb,10
hudi,presto,ssb_q27,0.1967485295327;0.8339510093593;769.0;1.0;35|831.0MB;694.0MB;40.0;9437184.0,3667.786273,ssb,10
hudi,presto,ssb_q27,0.3020444849932;0.4933289004306;805.0;8.0;17|88.0MB;397.0MB;410.0;23068672.0,1327.533074,ssb,10
hudi,presto,ssb_q27,0.850606851175;0.8386259325625;974.0;8.0;12|2737.0MB;45.0MB;758.0;9437184.0,6875.739920999999,ssb,10
hudi,presto,ssb_q27,0.5572662850396;0.2808265875596;422.0;5.0;13|1365.0MB;262.0MB;781.0;13631488.0,5910.483004000001,ssb,10
