datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,syn_q14,31.8;182.9;106.5;130.0;137.6;116.0;162.4|217.3;45.3;168.8;247.2;64.9;121.3,218381.04,ssb,100
hudi,spark,syn_q14,64.9;184.3;54.7;115.1|198.5;195.9;34.7;158.0;23.7,109495.33,ssb,100
hudi,spark,syn_q14,62.5;158.8;155.6;114.6;36.3;69.8;87.6|251.3;239.1;20.1;67.6;234.2,154240.93,ssb,100
hudi,spark,syn_q15,158.6;75.2;84.9;111.4;145.4;183.8;147.7;38.0|150.8;191.9;140.9;233.1,236260.48,ssb,100
hudi,spark,syn_q15,160.9;28.9;26.1;196.1|164.0;290.1;22.2,137415.70,ssb,100
hudi,spark,syn_q15,196.7;115.0;163.4;151.1;19.5;184.1|141.8;24.4;249.1,158497.74,ssb,100
hudi,spark,syn_q15,141.8;161.6;187.2;123.7;77.0;121.7|211.4;61.7;102.3;266.9;231.7,165728.67,ssb,100
hudi,spark,syn_q15,29.4;43.3;182.0;189.6;152.2;57.5;115.9|57.4;114.6;93.9;51.9,130382.96,ssb,100
hudi,spark,syn_q15,43.5;139.0;140.2;59.5;177.0;82.7;192.0|224.6;10.4;166.5;66.7,200422.89,ssb,100
hudi,spark,syn_q15,65.9;94.1;181.9;13.5;105.4;108.5|13.4;144.7;243.3;13.0;118.5,159120.38,ssb,100
hudi,spark,syn_q15,155.5;140.0;23.6;155.6;69.5;159.7;95.2|190.9;272.1;125.2;194.1;70.7,187130.31,ssb,100
hudi,spark,syn_q15,150.8;88.7;60.9;95.9;104.6;70.6;42.4;183.3|15.1;33.4;125.8;167.4,126431.14,ssb,100
hudi,spark,syn_q15,163.8;35.4;134.3;118.8;186.2|181.8;43.9;103.5;260.8,144706.56,ssb,100
hudi,spark,syn_q15,51.5;38.8;70.4;153.9;143.2;86.4;92.8|203.8;245.6;197.3;60.0;190.5;96.0,204928.24,ssb,100
hudi,spark,syn_q15,18.1;81.6;73.7;59.2;107.7|38.2;69.4;41.0;199.9;230.5,147539.44,ssb,100
hudi,spark,syn_q15,18.3;119.0;171.8;52.6|28.6;196.3;61.3;54.0,277004.74,ssb,100
hudi,spark,syn_q15,158.6;80.7;66.3;135.9;177.9|166.1;262.2;167.6;165.4;297.5,146357.85,ssb,100
hudi,spark,syn_q15,179.8;29.8;120.7;110.9;59.8;112.1|99.7;98.6;48.7;252.7;10.3;240.4,176505.30,ssb,100
hudi,spark,syn_q16,84.2;17.2;198.7;124.5|169.9;255.6;85.3;203.3;15.8;242.2,123958.51,ssb,100
hudi,spark,syn_q16,22.6;127.8;32.5;119.8;196.7;187.0|35.9;25.9;43.5;127.9,171185.30,ssb,100
hudi,spark,syn_q16,166.5;83.8;10.8;186.3;51.3;79.2|268.9;55.4;256.1;213.8;211.5,268633.77,ssb,100
hudi,spark,syn_q16,112.3;52.2;36.0;112.9;65.6;22.5;14.5;67.3|224.2;184.2;244.8,181793.11,ssb,100
hudi,spark,syn_q16,70.1;53.4;38.0;80.0|119.3;218.7;231.5,152969.63,ssb,100
hudi,spark,syn_q16,197.9;142.7;86.8;160.9;53.9;174.9;126.7;72.7|169.5;37.1;104.5;247.9;265.3,151169.56,ssb,100
hudi,spark,syn_q16,183.3;89.9;156.1;39.5;106.1;163.6|258.1;45.5;147.0;170.0;103.1;231.8,103232.97,ssb,100
hudi,spark,syn_q16,36.0;156.4;182.1;182.4|244.1;48.9;181.8;231.9;154.3,215051.69,ssb,100
hudi,spark,syn_q16,74.9;59.3;81.5;188.4|231.1;245.5;143.9,161191.70,ssb,100
hudi,spark,syn_q16,149.5;13.6;66.2;65.6;154.1|233.8;132.6;144.1;51.0;113.8,156303.79,ssb,100
hudi,spark,syn_q16,29.3;97.5;21.6;105.0;33.3;83.0;60.1|164.2;196.0;76.7;202.7;27.7;38.3,410000.00,ssb,100
hudi,spark,syn_q16,68.3;53.4;13.0;45.3;94.0;166.1|155.9;104.1;143.1;62.5;24.4,180471.22,ssb,100
hudi,spark,syn_q16,42.8;59.3;152.8;140.2;86.5;38.0;95.7;115.5|299.1;140.1;134.3;49.5;139.1,131684.40,ssb,100
hudi,spark,syn_q16,139.8;37.3;189.7;173.3;144.2;189.2;49.6|148.0;210.6;113.9;46.4;269.0;135.1,145189.27,ssb,100
hudi,spark,syn_q16,168.8;125.4;87.2;137.6;15.7;60.0;184.5;109.4|181.5;77.8;26.7;107.0;117.4;78.2,232869.73,ssb,100
