datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,query13,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,4644.76,tpcds,100
delta,spark,query14_a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,7261.79,tpcds,100
delta,spark,query14_b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,8439.53,tpcds,100
delta,spark,query15,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,10590.37,tpcds,100
delta,spark,query17,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,11064.42,tpcds,100
delta,spark,query18,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,12341.2,tpcds,100
delta,spark,query19,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,13290.13,tpcds,100
delta,spark,query2,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,13940.8,tpcds,100
delta,spark,query22,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,17041.1,tpcds,100
delta,spark,query23_a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,15031.55,tpcds,100
delta,spark,query23_b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,15431.97,tpcds,100
delta,spark,query24_a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,17828.88,tpcds,100
delta,spark,query24_b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,16696.51,tpcds,100
delta,spark,query25,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,18896.59,tpcds,100
delta,spark,query26,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,20233.98,tpcds,100
delta,spark,query27,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,21684.26,tpcds,100
delta,spark,query28,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,21226.71,tpcds,100
delta,spark,query29,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,22454.47,tpcds,100
delta,spark,query3,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,24502.19,tpcds,100
delta,spark,query31,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,25254.21,tpcds,100
delta,spark,query33,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,22783.82,tpcds,100
delta,spark,query34,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,25834.11,tpcds,100
delta,spark,query35,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,23233.65,tpcds,100
delta,spark,query36,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,26424.63,tpcds,100
delta,spark,query38,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,24890.47,tpcds,100
delta,spark,query39_a,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,27238.66,tpcds,100
delta,spark,query39_b,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,24181.49,tpcds,100
delta,spark,query4,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,24114.32,tpcds,100
delta,spark,query41,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,24874.62,tpcds,100
delta,spark,query42,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,25937.02,tpcds,100
delta,spark,query43,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,25494.83,tpcds,100
delta,spark,query44,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,26876.8,tpcds,100
delta,spark,query45,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,28154.69,tpcds,100
delta,spark,query46,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,32888.19,tpcds,100
delta,spark,query47,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,29535.51,tpcds,100
delta,spark,query48,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,30629.96,tpcds,100
delta,spark,query49,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,34917.21,tpcds,100
delta,spark,query51,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,38891.17,tpcds,100
delta,spark,query52,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,34103.9,tpcds,100
delta,spark,query53,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,42634.19,tpcds,100
delta,spark,query54,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,37429.2,tpcds,100
delta,spark,query55,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,40685.88,tpcds,100
delta,spark,query56,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,45567.86,tpcds,100
delta,spark,query57,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,47598.35,tpcds,100
delta,spark,query58,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,45332.9,tpcds,100
delta,spark,query59,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,47014.08,tpcds,100
delta,spark,query6,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,43334.5,tpcds,100
delta,spark,query60,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,47233.41,tpcds,100
delta,spark,query61,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,50152.74,tpcds,100
delta,spark,query63,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,48365.94,tpcds,100
delta,spark,query64,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,52346.48,tpcds,100
delta,spark,query65,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,52503.24,tpcds,100
delta,spark,query66,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,57332.21,tpcds,100
delta,spark,query67,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,54273.03,tpcds,100
delta,spark,query68,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,63993.23,tpcds,100
delta,spark,query69,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,59355.06,tpcds,100
delta,spark,query7,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,59820.83,tpcds,100
delta,spark,query70,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,64135.76,tpcds,100
delta,spark,query71,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,64248.04,tpcds,100
delta,spark,query72,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,73335.84,tpcds,100
delta,spark,query73,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,65960.31,tpcds,100
delta,spark,query74,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,64436.72,tpcds,100
delta,spark,query75,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,75663.96,tpcds,100
delta,spark,query76,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,72997.49,tpcds,100
delta,spark,query78,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,93062.68,tpcds,100
delta,spark,query79,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,84747.49,tpcds,100
delta,spark,query8,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,101896.17,tpcds,100
delta,spark,query81,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,97371.59,tpcds,100
delta,spark,query83,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,109778.41,tpcds,100
delta,spark,query84,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,106842.74,tpcds,100
delta,spark,query85,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,123173.61,tpcds,100
delta,spark,query86,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,117532.26,tpcds,100
delta,spark,query87,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,114045.66,tpcds,100
delta,spark,query88,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,135700.49,tpcds,100
delta,spark,query89,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,123045.59,tpcds,100
delta,spark,query9,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,127228.63,tpcds,100
delta,spark,query90,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,128972.74,tpcds,100
delta,spark,query91,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,130964.44,tpcds,100
delta,spark,query93,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,164932.2,tpcds,100
delta,spark,query96,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,175802.91,tpcds,100
delta,spark,query97,38.0;27.0;19.0;38.0;27.0;19.0|1;1;0,181445.89,tpcds,100
delta,spark,query1,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,2628.48,tpcds,100
delta,spark,query10,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,3384.48,tpcds,100
delta,spark,query11,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,4284.32,tpcds,100
delta,spark,query13,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,4771.46,tpcds,100
delta,spark,query14_a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,8175.79,tpcds,100
delta,spark,query14_b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,8445.8,tpcds,100
delta,spark,query15,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,9505.74,tpcds,100
delta,spark,query17,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,10008.41,tpcds,100
delta,spark,query18,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,11941.51,tpcds,100
delta,spark,query19,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,13792.43,tpcds,100
delta,spark,query2,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,14580.25,tpcds,100
delta,spark,query22,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,17101.55,tpcds,100
delta,spark,query23_a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,17562.62,tpcds,100
delta,spark,query23_b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,15352.75,tpcds,100
delta,spark,query24_a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,17558.31,tpcds,100
delta,spark,query24_b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,18221.62,tpcds,100
delta,spark,query25,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,21536.42,tpcds,100
delta,spark,query26,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,23205.65,tpcds,100
delta,spark,query27,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,21167.51,tpcds,100
delta,spark,query28,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,23826.73,tpcds,100
delta,spark,query29,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,24036.47,tpcds,100
delta,spark,query3,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,25621.96,tpcds,100
delta,spark,query31,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,24866.21,tpcds,100
delta,spark,query33,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,21803.87,tpcds,100
delta,spark,query34,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,25733.19,tpcds,100
delta,spark,query35,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,26404.55,tpcds,100
delta,spark,query36,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,28813.25,tpcds,100
delta,spark,query38,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,24604.46,tpcds,100
delta,spark,query39_a,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,28290.84,tpcds,100
delta,spark,query39_b,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,25473.58,tpcds,100
delta,spark,query4,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,31750.16,tpcds,100
delta,spark,query41,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,30035.74,tpcds,100
delta,spark,query42,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,29674.71,tpcds,100
delta,spark,query43,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,28020.52,tpcds,100
delta,spark,query44,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,30156.83,tpcds,100
delta,spark,query45,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,28040.74,tpcds,100
delta,spark,query46,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,32997.48,tpcds,100
delta,spark,query47,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,32040.18,tpcds,100
delta,spark,query48,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,32887.98,tpcds,100
delta,spark,query49,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,33642.32,tpcds,100
delta,spark,query51,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,36383.22,tpcds,100
delta,spark,query52,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,36161.97,tpcds,100
delta,spark,query53,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,45413.89,tpcds,100
delta,spark,query54,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,42948.5,tpcds,100
delta,spark,query55,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,39666.8,tpcds,100
delta,spark,query56,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,39669.04,tpcds,100
delta,spark,query57,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,47527.41,tpcds,100
delta,spark,query58,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,40872.22,tpcds,100
delta,spark,query59,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,49874.58,tpcds,100
delta,spark,query6,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,52477.08,tpcds,100
delta,spark,query60,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,46905.55,tpcds,100
delta,spark,query61,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,55129.55,tpcds,100
delta,spark,query63,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,57294.21,tpcds,100
delta,spark,query64,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,56184.48,tpcds,100
delta,spark,query65,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,61932.67,tpcds,100
delta,spark,query66,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,64152.62,tpcds,100
delta,spark,query67,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,61309.58,tpcds,100
delta,spark,query68,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,64279.65,tpcds,100
delta,spark,query69,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,63644.81,tpcds,100
delta,spark,query7,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,57383.61,tpcds,100
delta,spark,query70,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,71739.53,tpcds,100
delta,spark,query71,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,71318.9,tpcds,100
delta,spark,query72,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,67613.33,tpcds,100
delta,spark,query73,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,75875.28,tpcds,100
delta,spark,query74,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,71636.9,tpcds,100
delta,spark,query75,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,76829.51,tpcds,100
delta,spark,query76,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,83619.86,tpcds,100
delta,spark,query78,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,92022.27,tpcds,100
delta,spark,query79,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,101099.82,tpcds,100
delta,spark,query8,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,110487.87,tpcds,100
delta,spark,query81,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,117249.28,tpcds,100
delta,spark,query83,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,112276.03,tpcds,100
delta,spark,query84,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,129199.44,tpcds,100
delta,spark,query85,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,119545.57,tpcds,100
delta,spark,query86,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,122329.93,tpcds,100
delta,spark,query87,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,133222.45,tpcds,100
delta,spark,query88,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,143956.32,tpcds,100
delta,spark,query89,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,144561.07,tpcds,100
delta,spark,query9,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,144514.04,tpcds,100
delta,spark,query90,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,146857.17,tpcds,100
delta,spark,query91,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,158354.12,tpcds,100
delta,spark,query93,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,179594.54,tpcds,100
delta,spark,query96,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,201138.43,tpcds,100
delta,spark,query97,64.0;119.0;550.0;38.0;27.0;19.0|1;0;0,196059.62,tpcds,100
delta,spark,query1,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,3247.99,tpcds,100
delta,spark,query10,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,2962.43,tpcds,100
delta,spark,query11,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,6087.66,tpcds,100
delta,spark,query13,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,7094.74,tpcds,100
delta,spark,query14_a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,8514.49,tpcds,100
delta,spark,query14_b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,8075.24,tpcds,100
delta,spark,query15,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,7793.31,tpcds,100
delta,spark,query17,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,11024.69,tpcds,100
delta,spark,query18,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,13669.3,tpcds,100
delta,spark,query19,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,14413.09,tpcds,100
delta,spark,query2,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,15181.9,tpcds,100
delta,spark,query22,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,16794.73,tpcds,100
delta,spark,query23_a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,17706.24,tpcds,100
delta,spark,query23_b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,17955.78,tpcds,100
delta,spark,query24_a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,18373.93,tpcds,100
delta,spark,query24_b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,17904.02,tpcds,100
delta,spark,query25,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,20976.52,tpcds,100
delta,spark,query26,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,22853.58,tpcds,100
delta,spark,query27,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,23239.3,tpcds,100
delta,spark,query28,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,24970.98,tpcds,100
delta,spark,query29,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,24920.88,tpcds,100
delta,spark,query3,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,21319.72,tpcds,100
delta,spark,query31,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,25338.32,tpcds,100
delta,spark,query33,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,23947.83,tpcds,100
delta,spark,query34,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,25149.11,tpcds,100
delta,spark,query35,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,28951.92,tpcds,100
delta,spark,query36,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,25107.91,tpcds,100
delta,spark,query38,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,26188.0,tpcds,100
delta,spark,query39_a,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,30383.58,tpcds,100
delta,spark,query39_b,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,30047.57,tpcds,100
delta,spark,query4,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,30857.68,tpcds,100
delta,spark,query41,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,27411.01,tpcds,100
delta,spark,query42,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,32435.61,tpcds,100
delta,spark,query43,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,33783.78,tpcds,100
delta,spark,query44,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,33635.42,tpcds,100
delta,spark,query45,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,34256.1,tpcds,100
delta,spark,query46,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,34248.25,tpcds,100
delta,spark,query47,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,36372.87,tpcds,100
delta,spark,query48,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,40354.28,tpcds,100
delta,spark,query49,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,37069.26,tpcds,100
delta,spark,query51,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,40256.42,tpcds,100
delta,spark,query52,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,40301.97,tpcds,100
delta,spark,query53,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,43322.0,tpcds,100
delta,spark,query54,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,44846.51,tpcds,100
delta,spark,query55,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,41912.99,tpcds,100
delta,spark,query56,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,41901.03,tpcds,100
delta,spark,query57,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,51278.28,tpcds,100
delta,spark,query58,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,52769.69,tpcds,100
delta,spark,query59,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,50319.51,tpcds,100
delta,spark,query6,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,52845.93,tpcds,100
delta,spark,query60,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,56547.0,tpcds,100
delta,spark,query61,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,57236.75,tpcds,100
delta,spark,query63,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,59346.22,tpcds,100
delta,spark,query64,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,56201.63,tpcds,100
delta,spark,query65,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,56313.34,tpcds,100
delta,spark,query66,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,63313.35,tpcds,100
delta,spark,query67,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,61382.85,tpcds,100
delta,spark,query68,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,59695.17,tpcds,100
delta,spark,query69,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,68282.64,tpcds,100
delta,spark,query7,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,63268.59,tpcds,100
delta,spark,query70,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,64090.28,tpcds,100
delta,spark,query71,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,73158.04,tpcds,100
delta,spark,query72,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,76396.09,tpcds,100
delta,spark,query73,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,79239.68,tpcds,100
delta,spark,query74,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,78228.17,tpcds,100
delta,spark,query75,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,86284.41,tpcds,100
delta,spark,query76,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,89588.44,tpcds,100
delta,spark,query78,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,81445.87,tpcds,100
delta,spark,query79,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,92993.16,tpcds,100
delta,spark,query8,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,106736.79,tpcds,100
delta,spark,query81,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,105090.71,tpcds,100
delta,spark,query83,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,121529.49,tpcds,100
delta,spark,query84,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,112160.07,tpcds,100
delta,spark,query85,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,137897.75,tpcds,100
delta,spark,query86,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,138836.24,tpcds,100
delta,spark,query87,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,137560.59,tpcds,100
delta,spark,query88,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,149681.18,tpcds,100
delta,spark,query89,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,140980.17,tpcds,100
delta,spark,query9,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,144339.86,tpcds,100
delta,spark,query90,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,129019.69,tpcds,100
delta,spark,query91,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,194056.28,tpcds,100
delta,spark,query93,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,178920.41,tpcds,100
delta,spark,query96,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,201540.69,tpcds,100
delta,spark,query97,38.0;27.0;19.0;64.0;119.0;550.0|0;1;0,192459.09,tpcds,100
delta,spark,query1,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,2649.4,tpcds,100
delta,spark,query10,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,3320.38,tpcds,100
delta,spark,query11,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,3658.68,tpcds,100
delta,spark,query13,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,4672.6,tpcds,100
delta,spark,query14_a,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,6895.95,tpcds,100
delta,spark,query14_b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,9300.36,tpcds,100
delta,spark,query15,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,10777.89,tpcds,100
delta,spark,query17,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,12549.91,tpcds,100
delta,spark,query18,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,14568.3,tpcds,100
delta,spark,query19,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,15589.84,tpcds,100
delta,spark,query2,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,18461.49,tpcds,100
delta,spark,query22,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,18399.5,tpcds,100
delta,spark,query23_a,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,19933.94,tpcds,100
delta,spark,query23_b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,24195.11,tpcds,100
delta,spark,query24_a,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,21416.5,tpcds,100
delta,spark,query24_b,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,21696.61,tpcds,100
delta,spark,query25,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,21330.44,tpcds,100
delta,spark,query26,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,21995.3,tpcds,100
delta,spark,query27,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,25934.25,tpcds,100
delta,spark,query28,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,24947.03,tpcds,100
delta,spark,query29,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,28524.1,tpcds,100
delta,spark,query3,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,27580.5,tpcds,100
delta,spark,query31,38.0;27.0;19.0;38.0;27.0;19.0|1;0;1,25564.9,tpcds,100
