datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,query64,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2677.95,tpcds,100
delta,spark,query66,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5310.62,tpcds,100
delta,spark,query67,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5206.28,tpcds,100
delta,spark,query69,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6016.36,tpcds,100
delta,spark,query70,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3817.91,tpcds,100
delta,spark,query71,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2234.44,tpcds,100
delta,spark,query72,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8036.97,tpcds,100
delta,spark,query75,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11336.68,tpcds,100
delta,spark,query79,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4059.98,tpcds,100
delta,spark,query8,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5074.48,tpcds,100
delta,spark,query84,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3712.47,tpcds,100
delta,spark,query86,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8794.08,tpcds,100
delta,spark,query89,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4827.33,tpcds,100
delta,spark,query9,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3835.97,tpcds,100
delta,spark,query90,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6335.26,tpcds,100
delta,spark,query91,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5595.12,tpcds,100
delta,spark,query93,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,17146.51,tpcds,100
delta,spark,query96,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6823.83,tpcds,100
delta,spark,query10,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3049.44,tpcds,100
delta,spark,query11,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15233.66,tpcds,100
delta,spark,query13,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,9471.89,tpcds,100
delta,spark,query14_a,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5467.09,tpcds,100
delta,spark,query14_b,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2416.01,tpcds,100
delta,spark,query15,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7537.6,tpcds,100
delta,spark,query18,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2329.16,tpcds,100
delta,spark,query19,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4985.22,tpcds,100
delta,spark,query23_a,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12519.41,tpcds,100
delta,spark,query24_b,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3768.51,tpcds,100
delta,spark,query26,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6480.18,tpcds,100
delta,spark,query27,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11730.12,tpcds,100
delta,spark,query28,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6202.64,tpcds,100
delta,spark,query29,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2775.81,tpcds,100
delta,spark,query3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2260.89,tpcds,100
delta,spark,query33,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6436.6,tpcds,100
delta,spark,query34,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6810.3,tpcds,100
delta,spark,query36,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7804.01,tpcds,100
delta,spark,query38,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11485.64,tpcds,100
delta,spark,query39_a,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,13480.71,tpcds,100
delta,spark,query39_b,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3770.66,tpcds,100
delta,spark,query41,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5278.16,tpcds,100
delta,spark,query43,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15144.21,tpcds,100
delta,spark,query44,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2487.43,tpcds,100
delta,spark,query46,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2985.17,tpcds,100
delta,spark,query47,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3816.61,tpcds,100
delta,spark,query48,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8458.92,tpcds,100
delta,spark,query49,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2746.42,tpcds,100
delta,spark,query51,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3694.64,tpcds,100
delta,spark,query52,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4211.04,tpcds,100
delta,spark,query53,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,7903.69,tpcds,100
delta,spark,query55,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8461.34,tpcds,100
delta,spark,query56,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5273.05,tpcds,100
delta,spark,query58,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,18259.65,tpcds,100
delta,spark,query59,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5799.75,tpcds,100
delta,spark,query6,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5458.46,tpcds,100
delta,spark,query61,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2521.79,tpcds,100
delta,spark,query63,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,9105.64,tpcds,100
delta,spark,query64,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4941.25,tpcds,100
delta,spark,query66,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6507.01,tpcds,100
delta,spark,query67,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4819.21,tpcds,100
delta,spark,query69,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12992.54,tpcds,100
delta,spark,query70,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6007.57,tpcds,100
delta,spark,query71,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4327.03,tpcds,100
delta,spark,query72,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10144.39,tpcds,100
delta,spark,query75,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8535.74,tpcds,100
delta,spark,query79,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3251.13,tpcds,100
delta,spark,query8,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3309.55,tpcds,100
delta,spark,query84,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,5065.15,tpcds,100
delta,spark,query86,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11840.73,tpcds,100
delta,spark,query89,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8100.44,tpcds,100
delta,spark,query9,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4938.74,tpcds,100
delta,spark,query90,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11680.98,tpcds,100
delta,spark,query91,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3103.44,tpcds,100
delta,spark,query93,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15812.6,tpcds,100
delta,spark,query96,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14197.42,tpcds,100
delta,spark,query10,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7302.25,tpcds,100
delta,spark,query11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8827.67,tpcds,100
delta,spark,query13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7231.09,tpcds,100
delta,spark,query14_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9845.11,tpcds,100
delta,spark,query14_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3664.4,tpcds,100
delta,spark,query15,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5196.49,tpcds,100
delta,spark,query18,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7070.79,tpcds,100
delta,spark,query19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5474.12,tpcds,100
delta,spark,query23_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5286.05,tpcds,100
delta,spark,query24_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6732.68,tpcds,100
delta,spark,query26,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5416.87,tpcds,100
delta,spark,query27,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5691.07,tpcds,100
delta,spark,query28,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4575.14,tpcds,100
delta,spark,query29,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4014.24,tpcds,100
delta,spark,query3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3564.66,tpcds,100
delta,spark,query33,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8243.64,tpcds,100
delta,spark,query34,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5579.27,tpcds,100
delta,spark,query36,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4348.8,tpcds,100
delta,spark,query38,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2931.97,tpcds,100
delta,spark,query39_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4602.21,tpcds,100
delta,spark,query39_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6702.24,tpcds,100
delta,spark,query41,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4415.42,tpcds,100
delta,spark,query43,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5376.76,tpcds,100
delta,spark,query44,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6119.6,tpcds,100
delta,spark,query46,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3776.88,tpcds,100
delta,spark,query47,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5387.06,tpcds,100
delta,spark,query48,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5220.07,tpcds,100
delta,spark,query49,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2962.2,tpcds,100
delta,spark,query51,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7091.07,tpcds,100
delta,spark,query52,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6437.63,tpcds,100
delta,spark,query53,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,15166.08,tpcds,100
delta,spark,query55,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11186.44,tpcds,100
delta,spark,query56,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5826.0,tpcds,100
delta,spark,query58,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5283.37,tpcds,100
delta,spark,query59,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9120.1,tpcds,100
delta,spark,query6,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7173.46,tpcds,100
delta,spark,query61,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4130.39,tpcds,100
delta,spark,query63,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16121.46,tpcds,100
delta,spark,query64,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2791.48,tpcds,100
delta,spark,query66,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4883.43,tpcds,100
delta,spark,query67,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,7306.48,tpcds,100
delta,spark,query69,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5131.98,tpcds,100
delta,spark,query70,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3311.44,tpcds,100
delta,spark,query71,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5989.78,tpcds,100
delta,spark,query72,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4277.96,tpcds,100
delta,spark,query75,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4182.11,tpcds,100
delta,spark,query79,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11055.67,tpcds,100
delta,spark,query8,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3776.13,tpcds,100
delta,spark,query84,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,8747.63,tpcds,100
delta,spark,query86,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9314.09,tpcds,100
delta,spark,query89,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6446.53,tpcds,100
delta,spark,query9,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4176.32,tpcds,100
delta,spark,query90,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10769.36,tpcds,100
delta,spark,query91,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2220.96,tpcds,100
delta,spark,query93,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4690.35,tpcds,100
delta,spark,query96,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,5309.28,tpcds,100
delta,spark,query10,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5276.81,tpcds,100
delta,spark,query11,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5181.16,tpcds,100
