datalake,engine,query name,conf,latency,benchmark,sf
hudi,trino,query27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5996.82,tpcds,100
hudi,trino,query28,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4828.15,tpcds,100
hudi,trino,query29,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4971.77,tpcds,100
hudi,trino,query3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6005.77,tpcds,100
hudi,trino,query33,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4070.29,tpcds,100
hudi,trino,query34,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7191.06,tpcds,100
hudi,trino,query36,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7382.19,tpcds,100
hudi,trino,query38,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5954.45,tpcds,100
hudi,trino,query39_a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4207.27,tpcds,100
hudi,trino,query39_b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5120.16,tpcds,100
hudi,trino,query41,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6333.55,tpcds,100
hudi,trino,query43,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5637.29,tpcds,100
hudi,trino,query44,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4376.78,tpcds,100
hudi,trino,query46,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7260.73,tpcds,100
hudi,trino,query47,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5361.0,tpcds,100
hudi,trino,query48,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5010.56,tpcds,100
hudi,trino,query49,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8397.2,tpcds,100
hudi,trino,query51,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,9200.57,tpcds,100
hudi,trino,query52,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6142.42,tpcds,100
hudi,trino,query53,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6969.78,tpcds,100
hudi,trino,query55,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5987.24,tpcds,100
hudi,trino,query56,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6005.02,tpcds,100
hudi,trino,query58,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8069.51,tpcds,100
hudi,trino,query59,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7226.4,tpcds,100
hudi,trino,query6,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5132.21,tpcds,100
hudi,trino,query61,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,11701.65,tpcds,100
hudi,trino,query63,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7645.41,tpcds,100
hudi,trino,query64,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5542.61,tpcds,100
hudi,trino,query66,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8796.77,tpcds,100
hudi,trino,query67,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7369.1,tpcds,100
hudi,trino,query69,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6595.51,tpcds,100
hudi,trino,query70,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4941.42,tpcds,100
hudi,trino,query71,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,4813.6,tpcds,100
hudi,trino,query72,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,3769.56,tpcds,100
hudi,trino,query75,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6060.0,tpcds,100
hudi,trino,query79,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7077.87,tpcds,100
hudi,trino,query8,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6693.53,tpcds,100
hudi,trino,query84,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5876.11,tpcds,100
hudi,trino,query86,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,8800.18,tpcds,100
hudi,trino,query89,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,5256.74,tpcds,100
hudi,trino,query9,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6074.64,tpcds,100
hudi,trino,query90,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,7357.06,tpcds,100
hudi,trino,query91,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6275.28,tpcds,100
hudi,trino,query93,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6517.74,tpcds,100
hudi,trino,query96,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=48; task.max-worker-threads=16,6529.94,tpcds,100
hudi,trino,query10,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,5353.19,tpcds,100
hudi,trino,query11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,17399.47,tpcds,100
hudi,trino,query13,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,15852.83,tpcds,100
hudi,trino,query14_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3506.27,tpcds,100
hudi,trino,query14_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,11979.71,tpcds,100
hudi,trino,query15,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4944.15,tpcds,100
hudi,trino,query18,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3993.98,tpcds,100
hudi,trino,query19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,13112.32,tpcds,100
hudi,trino,query23_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,10729.45,tpcds,100
hudi,trino,query24_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,8773.45,tpcds,100
hudi,trino,query26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3444.91,tpcds,100
hudi,trino,query27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2700.89,tpcds,100
hudi,trino,query28,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3997.12,tpcds,100
hudi,trino,query29,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2582.07,tpcds,100
hudi,trino,query3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3259.24,tpcds,100
hudi,trino,query33,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2429.76,tpcds,100
hudi,trino,query34,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,9506.44,tpcds,100
hudi,trino,query36,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,18136.95,tpcds,100
hudi,trino,query38,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,13743.12,tpcds,100
hudi,trino,query39_a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2395.02,tpcds,100
hudi,trino,query39_b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,13275.38,tpcds,100
hudi,trino,query41,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2325.94,tpcds,100
hudi,trino,query43,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,7694.75,tpcds,100
hudi,trino,query44,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3095.78,tpcds,100
hudi,trino,query46,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2458.01,tpcds,100
hudi,trino,query47,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,17723.81,tpcds,100
hudi,trino,query48,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,7515.36,tpcds,100
hudi,trino,query49,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3801.3,tpcds,100
hudi,trino,query51,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,17838.63,tpcds,100
hudi,trino,query52,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3746.45,tpcds,100
hudi,trino,query53,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,12924.94,tpcds,100
hudi,trino,query55,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3086.33,tpcds,100
hudi,trino,query56,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4268.48,tpcds,100
hudi,trino,query58,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,9598.62,tpcds,100
hudi,trino,query59,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,18456.7,tpcds,100
hudi,trino,query6,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3348.4,tpcds,100
hudi,trino,query61,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,21129.66,tpcds,100
hudi,trino,query63,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,9996.47,tpcds,100
hudi,trino,query64,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2391.79,tpcds,100
hudi,trino,query66,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,9966.46,tpcds,100
hudi,trino,query67,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,13482.32,tpcds,100
hudi,trino,query69,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2384.66,tpcds,100
hudi,trino,query70,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,17593.25,tpcds,100
hudi,trino,query71,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,19766.21,tpcds,100
hudi,trino,query72,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4446.96,tpcds,100
hudi,trino,query75,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2471.03,tpcds,100
hudi,trino,query79,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,5812.59,tpcds,100
hudi,trino,query8,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,17083.94,tpcds,100
hudi,trino,query84,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,14401.74,tpcds,100
hudi,trino,query86,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,6067.12,tpcds,100
hudi,trino,query89,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,3218.04,tpcds,100
hudi,trino,query9,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,4747.86,tpcds,100
hudi,trino,query90,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,2434.18,tpcds,100
hudi,trino,query91,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,16798.02,tpcds,100
hudi,trino,query93,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,11705.9,tpcds,100
hudi,trino,query96,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=32; task.max-worker-threads=48,8617.08,tpcds,100
hudi,trino,query1,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6115.8,tpcds,100
hudi,trino,query10,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5818.65,tpcds,100
hudi,trino,query11,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5763.59,tpcds,100
hudi,trino,query13,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5828.71,tpcds,100
hudi,trino,query14_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5586.65,tpcds,100
hudi,trino,query14_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6158.89,tpcds,100
hudi,trino,query15,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6638.79,tpcds,100
hudi,trino,query17,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,5776.32,tpcds,100
hudi,trino,query18,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7097.0,tpcds,100
hudi,trino,query19,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7994.78,tpcds,100
hudi,trino,query2,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7972.91,tpcds,100
hudi,trino,query22,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7974.73,tpcds,100
hudi,trino,query23_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6969.64,tpcds,100
hudi,trino,query23_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,6811.58,tpcds,100
hudi,trino,query24_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7316.1,tpcds,100
hudi,trino,query24_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8685.57,tpcds,100
hudi,trino,query25,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7924.02,tpcds,100
hudi,trino,query26,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8592.84,tpcds,100
hudi,trino,query27,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8078.58,tpcds,100
hudi,trino,query28,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,9266.38,tpcds,100
hudi,trino,query29,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8766.54,tpcds,100
hudi,trino,query3,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,9766.33,tpcds,100
hudi,trino,query31,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10049.5,tpcds,100
hudi,trino,query33,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8468.32,tpcds,100
hudi,trino,query34,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8607.98,tpcds,100
hudi,trino,query35,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10022.12,tpcds,100
hudi,trino,query36,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7781.34,tpcds,100
hudi,trino,query38,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,7673.6,tpcds,100
hudi,trino,query39_a,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10193.34,tpcds,100
hudi,trino,query39_b,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10490.7,tpcds,100
hudi,trino,query4,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8394.99,tpcds,100
hudi,trino,query41,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8214.0,tpcds,100
hudi,trino,query42,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12498.08,tpcds,100
hudi,trino,query43,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,10543.29,tpcds,100
hudi,trino,query44,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12248.79,tpcds,100
hudi,trino,query45,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14000.83,tpcds,100
hudi,trino,query46,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13212.62,tpcds,100
hudi,trino,query47,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,14139.05,tpcds,100
hudi,trino,query48,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11006.35,tpcds,100
hudi,trino,query49,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,11744.36,tpcds,100
hudi,trino,query51,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,12230.69,tpcds,100
hudi,trino,query52,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13396.51,tpcds,100
hudi,trino,query53,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,13510.68,tpcds,100
