datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,job_15d,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5389.56,job,10
delta,trino,job_16a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4651.84,job,10
delta,trino,job_16b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5043.83,job,10
delta,trino,job_16d,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6574.22,job,10
delta,trino,job_17a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5468.89,job,10
delta,trino,job_17b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4100.56,job,10
delta,trino,job_17e,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4989.84,job,10
delta,trino,job_18a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5868.02,job,10
delta,trino,job_18b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5435.38,job,10
delta,trino,job_18c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5324.98,job,10
delta,trino,job_19b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5159.01,job,10
delta,trino,job_1a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5891.8,job,10
delta,trino,job_1b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5997.34,job,10
delta,trino,job_1c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5735.54,job,10
delta,trino,job_1d,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5241.01,job,10
delta,trino,job_20b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6248.26,job,10
delta,trino,job_20c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6069.24,job,10
delta,trino,job_21a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5845.44,job,10
delta,trino,job_21b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5543.22,job,10
delta,trino,job_21c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6550.96,job,10
delta,trino,job_22a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5916.08,job,10
delta,trino,job_22b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6463.67,job,10
delta,trino,job_22d,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5703.96,job,10
delta,trino,job_23a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4910.65,job,10
delta,trino,job_23c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4642.56,job,10
delta,trino,job_24a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6422.29,job,10
delta,trino,job_24b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4770.87,job,10
delta,trino,job_25a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5885.33,job,10
delta,trino,job_25b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6028.61,job,10
delta,trino,job_25c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6080.79,job,10
delta,trino,job_26a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5801.21,job,10
delta,trino,job_26c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5931.32,job,10
delta,trino,job_27a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5673.75,job,10
delta,trino,job_27b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4924.51,job,10
delta,trino,job_28a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6176.23,job,10
delta,trino,job_28c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5015.47,job,10
delta,trino,job_29a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6348.71,job,10
delta,trino,job_2a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5401.46,job,10
delta,trino,job_30a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4474.97,job,10
delta,trino,job_30b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5328.26,job,10
delta,trino,job_30c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6280.64,job,10
delta,trino,job_31a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6481.11,job,10
delta,trino,job_32a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,7187.73,job,10
delta,trino,job_32b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4677.1,job,10
delta,trino,job_33a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5078.05,job,10
delta,trino,job_33b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5885.48,job,10
delta,trino,job_33c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5971.22,job,10
delta,trino,job_3b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5227.41,job,10
delta,trino,job_3c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4565.51,job,10
delta,trino,job_4a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6533.81,job,10
delta,trino,job_4c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5714.23,job,10
delta,trino,job_5a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6426.7,job,10
delta,trino,job_5b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4890.45,job,10
delta,trino,job_5c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5525.99,job,10
delta,trino,job_6a,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5719.61,job,10
delta,trino,job_6c,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5081.21,job,10
delta,trino,job_6e,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,5116.77,job,10
delta,trino,job_6f,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,4207.94,job,10
delta,trino,job_7b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6099.4,job,10
delta,trino,job_8b,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=32,6669.75,job,10
