datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,job_24a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5125.0,job,10
delta,spark,job_24a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,5154.0,job,10
delta,spark,job_24a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,5203.0,job,10
delta,spark,job_24a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3961.0,job,10
delta,spark,job_24a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5354.0,job,10
delta,spark,job_24a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4459.0,job,10
delta,spark,job_24a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4984.0,job,10
delta,spark,job_24a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4835.0,job,10
delta,spark,job_24b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3881.0,job,10
delta,spark,job_24b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,5123.0,job,10
delta,spark,job_24b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,7542.0,job,10
delta,spark,job_24b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4190.0,job,10
delta,spark,job_24b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,5934.0,job,10
delta,spark,job_24b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5015.0,job,10
delta,spark,job_24b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5553.0,job,10
delta,spark,job_24b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4270.0,job,10
delta,spark,job_24b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4550.0,job,10
delta,spark,job_24b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3919.0,job,10
delta,spark,job_24b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5705.0,job,10
delta,spark,job_24b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4025.0,job,10
delta,spark,job_24b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4801.0,job,10
delta,spark,job_24b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4128.0,job,10
delta,spark,job_25a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4446.0,job,10
delta,spark,job_25a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3717.0,job,10
delta,spark,job_25a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4910.0,job,10
delta,spark,job_25a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4081.0,job,10
delta,spark,job_25a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3949.0,job,10
delta,spark,job_25a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5238.0,job,10
delta,spark,job_25a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5068.0,job,10
delta,spark,job_25a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3536.0,job,10
delta,spark,job_25a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4268.0,job,10
delta,spark,job_25a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4581.0,job,10
delta,spark,job_25a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4436.0,job,10
delta,spark,job_25a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3850.0,job,10
delta,spark,job_25a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,5127.0,job,10
delta,spark,job_25a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3429.0,job,10
delta,spark,job_25b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4029.0,job,10
delta,spark,job_25b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4068.0,job,10
delta,spark,job_25b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5102.0,job,10
delta,spark,job_25b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3867.0,job,10
delta,spark,job_25b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3536.0,job,10
delta,spark,job_25b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4774.0,job,10
delta,spark,job_25b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5164.0,job,10
delta,spark,job_25b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3739.0,job,10
delta,spark,job_25b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4643.0,job,10
delta,spark,job_25b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3720.0,job,10
delta,spark,job_25b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4124.0,job,10
delta,spark,job_25b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3440.0,job,10
delta,spark,job_25b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4227.0,job,10
delta,spark,job_25b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3582.0,job,10
delta,spark,job_25c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3862.0,job,10
delta,spark,job_25c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3754.0,job,10
delta,spark,job_25c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4837.0,job,10
delta,spark,job_25c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4418.0,job,10
delta,spark,job_25c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3680.0,job,10
delta,spark,job_25c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5652.0,job,10
delta,spark,job_25c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5004.0,job,10
delta,spark,job_25c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3659.0,job,10
delta,spark,job_25c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4574.0,job,10
delta,spark,job_25c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3724.0,job,10
delta,spark,job_25c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5231.0,job,10
delta,spark,job_25c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3485.0,job,10
delta,spark,job_25c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4608.0,job,10
delta,spark,job_25c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3827.0,job,10
delta,spark,job_26a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,9463.0,job,10
delta,spark,job_26a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,7553.0,job,10
delta,spark,job_26a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,6609.0,job,10
delta,spark,job_26a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,7133.0,job,10
delta,spark,job_26a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,7077.0,job,10
delta,spark,job_26a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,6965.0,job,10
delta,spark,job_26a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,7534.0,job,10
delta,spark,job_26a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,7028.0,job,10
delta,spark,job_26a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,6939.0,job,10
delta,spark,job_26a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7868.0,job,10
delta,spark,job_26a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7674.0,job,10
delta,spark,job_26a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,7989.0,job,10
delta,spark,job_26a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,7058.0,job,10
delta,spark,job_26a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,7520.0,job,10
delta,spark,job_26b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,7370.0,job,10
delta,spark,job_26b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,6600.0,job,10
delta,spark,job_26b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,8132.0,job,10
delta,spark,job_26b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,7226.0,job,10
delta,spark,job_26b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,6903.0,job,10
delta,spark,job_26b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,10262.0,job,10
delta,spark,job_26b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,7419.0,job,10
delta,spark,job_26b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,6625.0,job,10
delta,spark,job_26b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,6666.0,job,10
delta,spark,job_26b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,8783.0,job,10
delta,spark,job_26b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,7996.0,job,10
delta,spark,job_26b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,6760.0,job,10
delta,spark,job_26b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,9466.0,job,10
delta,spark,job_26b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,7873.0,job,10
delta,spark,job_26c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,10930.0,job,10
delta,spark,job_26c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,7903.0,job,10
delta,spark,job_26c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,8117.0,job,10
delta,spark,job_26c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,7266.0,job,10
delta,spark,job_26c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,6960.0,job,10
delta,spark,job_26c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,9201.0,job,10
delta,spark,job_26c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,6906.0,job,10
delta,spark,job_26c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,8050.0,job,10
delta,spark,job_26c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,9136.0,job,10
delta,spark,job_26c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,8285.0,job,10
delta,spark,job_26c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,6754.0,job,10
delta,spark,job_26c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,8134.0,job,10
delta,spark,job_26c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,10081.0,job,10
delta,spark,job_26c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,6593.0,job,10
delta,spark,job_27a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3461.0,job,10
delta,spark,job_27a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3815.0,job,10
delta,spark,job_27a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4787.0,job,10
delta,spark,job_27a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4161.0,job,10
delta,spark,job_27a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3462.0,job,10
delta,spark,job_27a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4011.0,job,10
delta,spark,job_27a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3876.0,job,10
delta,spark,job_27a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3368.0,job,10
delta,spark,job_27a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4178.0,job,10
delta,spark,job_27a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3733.0,job,10
delta,spark,job_27a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4197.0,job,10
delta,spark,job_27a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3178.0,job,10
delta,spark,job_27a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4161.0,job,10
delta,spark,job_27a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3895.0,job,10
delta,spark,job_27b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3945.0,job,10
delta,spark,job_27b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3723.0,job,10
delta,spark,job_27b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4633.0,job,10
delta,spark,job_27b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3561.0,job,10
delta,spark,job_27b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3637.0,job,10
delta,spark,job_27b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4006.0,job,10
delta,spark,job_27b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4080.0,job,10
delta,spark,job_27b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3259.0,job,10
delta,spark,job_27b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4315.0,job,10
delta,spark,job_27b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3517.0,job,10
delta,spark,job_27b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4594.0,job,10
delta,spark,job_27b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3453.0,job,10
delta,spark,job_27b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4075.0,job,10
delta,spark,job_27b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3242.0,job,10
delta,spark,job_27c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4072.0,job,10
delta,spark,job_27c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3345.0,job,10
delta,spark,job_27c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4025.0,job,10
delta,spark,job_27c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3440.0,job,10
delta,spark,job_27c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,4158.0,job,10
delta,spark,job_27c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4357.0,job,10
delta,spark,job_27c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4804.0,job,10
delta,spark,job_27c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4140.0,job,10
delta,spark,job_27c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4021.0,job,10
delta,spark,job_27c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3244.0,job,10
delta,spark,job_27c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4406.0,job,10
delta,spark,job_27c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3450.0,job,10
delta,spark,job_27c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4372.0,job,10
delta,spark,job_27c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3569.0,job,10
delta,spark,job_28a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4172.0,job,10
delta,spark,job_28a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3932.0,job,10
delta,spark,job_28a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4316.0,job,10
delta,spark,job_28a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3602.0,job,10
delta,spark,job_28a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3473.0,job,10
delta,spark,job_28a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4230.0,job,10
delta,spark,job_28a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4092.0,job,10
delta,spark,job_28a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3547.0,job,10
delta,spark,job_28a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4521.0,job,10
delta,spark,job_28a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3992.0,job,10
delta,spark,job_28a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4461.0,job,10
delta,spark,job_28a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4041.0,job,10
delta,spark,job_28a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4318.0,job,10
delta,spark,job_28a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3795.0,job,10
delta,spark,job_28b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3575.0,job,10
delta,spark,job_28b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3827.0,job,10
delta,spark,job_28b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,4195.0,job,10
delta,spark,job_28b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3753.0,job,10
delta,spark,job_28b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,4053.0,job,10
delta,spark,job_28b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4290.0,job,10
delta,spark,job_28b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4215.0,job,10
delta,spark,job_28b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3247.0,job,10
delta,spark,job_28b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4432.0,job,10
delta,spark,job_28b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3956.0,job,10
delta,spark,job_28b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4645.0,job,10
delta,spark,job_28b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3524.0,job,10
delta,spark,job_28b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4511.0,job,10
delta,spark,job_28b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3176.0,job,10
delta,spark,job_28c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3820.0,job,10
delta,spark,job_28c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3793.0,job,10
delta,spark,job_28c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5269.0,job,10
delta,spark,job_28c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3867.0,job,10
delta,spark,job_28c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,3438.0,job,10
delta,spark,job_28c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4350.0,job,10
delta,spark,job_28c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4567.0,job,10
delta,spark,job_28c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,3622.0,job,10
delta,spark,job_28c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4744.0,job,10
delta,spark,job_28c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3639.0,job,10
delta,spark,job_28c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4264.0,job,10
delta,spark,job_28c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3447.0,job,10
delta,spark,job_28c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4675.0,job,10
delta,spark,job_28c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3750.0,job,10
delta,spark,job_29a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,6208.0,job,10
delta,spark,job_29a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4289.0,job,10
delta,spark,job_29a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5421.0,job,10
delta,spark,job_29a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4504.0,job,10
delta,spark,job_29a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,4277.0,job,10
delta,spark,job_29a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4673.0,job,10
delta,spark,job_29a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4672.0,job,10
delta,spark,job_29a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4255.0,job,10
delta,spark,job_29a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4887.0,job,10
delta,spark,job_29a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3988.0,job,10
delta,spark,job_29a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,6556.0,job,10
delta,spark,job_29a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4117.0,job,10
delta,spark,job_29a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4504.0,job,10
delta,spark,job_29a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,5512.0,job,10
delta,spark,job_29b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4361.0,job,10
delta,spark,job_29b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,5077.0,job,10
delta,spark,job_29b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,5216.0,job,10
delta,spark,job_29b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4360.0,job,10
delta,spark,job_29b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,4201.0,job,10
delta,spark,job_29b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4418.0,job,10
delta,spark,job_29b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,5156.0,job,10
delta,spark,job_29b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4785.0,job,10
delta,spark,job_29b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,4828.0,job,10
delta,spark,job_29b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,4062.0,job,10
delta,spark,job_29b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5696.0,job,10
delta,spark,job_29b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3858.0,job,10
delta,spark,job_29b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,4664.0,job,10
delta,spark,job_29b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4182.0,job,10
delta,spark,job_29c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,4632.0,job,10
delta,spark,job_29c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4946.0,job,10
delta,spark,job_29c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,6078.0,job,10
delta,spark,job_29c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,4270.0,job,10
delta,spark,job_29c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,5787.0,job,10
delta,spark,job_29c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4788.0,job,10
delta,spark,job_29c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,4834.0,job,10
delta,spark,job_29c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,4582.0,job,10
delta,spark,job_29c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,6401.0,job,10
delta,spark,job_29c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5081.0,job,10
delta,spark,job_29c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,5586.0,job,10
delta,spark,job_29c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,4073.0,job,10
delta,spark,job_29c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,5090.0,job,10
delta,spark,job_29c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4805.0,job,10
delta,spark,job_2a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,3136.0,job,10
delta,spark,job_2a,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,3164.0,job,10
delta,spark,job_2a,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,3640.0,job,10
delta,spark,job_2a,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,3161.0,job,10
delta,spark,job_2a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2629.0,job,10
delta,spark,job_2a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3739.0,job,10
delta,spark,job_2a,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2781.0,job,10
delta,spark,job_2a,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2283.0,job,10
delta,spark,job_2a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2876.0,job,10
delta,spark,job_2a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2020.0,job,10
delta,spark,job_2a,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,3391.0,job,10
delta,spark,job_2a,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,2536.0,job,10
delta,spark,job_2a,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2836.0,job,10
delta,spark,job_2a,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,3247.0,job,10
delta,spark,job_2b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2309.0,job,10
delta,spark,job_2b,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,4101.0,job,10
delta,spark,job_2b,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,2123.0,job,10
delta,spark,job_2b,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,2243.0,job,10
delta,spark,job_2b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2602.0,job,10
delta,spark,job_2b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1714.0,job,10
delta,spark,job_2b,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2824.0,job,10
delta,spark,job_2b,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,2662.0,job,10
delta,spark,job_2b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2225.0,job,10
delta,spark,job_2b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2793.0,job,10
delta,spark,job_2b,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2412.0,job,10
delta,spark,job_2b,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3102.0,job,10
delta,spark,job_2b,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,2801.0,job,10
delta,spark,job_2b,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,4080.0,job,10
delta,spark,job_2c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2387.0,job,10
delta,spark,job_2c,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,2236.0,job,10
delta,spark,job_2c,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,2014.0,job,10
delta,spark,job_2c,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1585.0,job,10
delta,spark,job_2c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,2260.0,job,10
delta,spark,job_2c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,2875.0,job,10
delta,spark,job_2c,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,3769.0,job,10
delta,spark,job_2c,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1744.0,job,10
delta,spark,job_2c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,2010.0,job,10
delta,spark,job_2c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2797.0,job,10
delta,spark,job_2c,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,2383.0,job,10
delta,spark,job_2c,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,3153.0,job,10
delta,spark,job_2c,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,3137.0,job,10
delta,spark,job_2c,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,2309.0,job,10
delta,spark,job_2d,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,2256.0,job,10
delta,spark,job_2d,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,2241.0,job,10
delta,spark,job_2d,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,2637.0,job,10
