datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,job_28a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3505.5,job,10
delta,presto,job_28c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8375.62,job,10
delta,presto,job_29a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,17007.78,job,10
delta,presto,job_2a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8760.42,job,10
delta,presto,job_30a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4278.93,job,10
delta,presto,job_30b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2276.84,job,10
delta,presto,job_30c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18283.11,job,10
delta,presto,job_31a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,12132.22,job,10
delta,presto,job_32a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18229.25,job,10
delta,presto,job_32b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4355.35,job,10
delta,presto,job_33a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8091.6,job,10
delta,presto,job_33b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2318.44,job,10
delta,presto,job_33c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2374.55,job,10
delta,presto,job_3b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18849.74,job,10
delta,presto,job_3c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4209.28,job,10
delta,presto,job_4a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18334.06,job,10
delta,presto,job_4c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5465.97,job,10
delta,presto,job_5a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2374.04,job,10
delta,presto,job_5b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5286.45,job,10
delta,presto,job_5c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,17866.3,job,10
delta,presto,job_6a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2611.28,job,10
delta,presto,job_6c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3167.89,job,10
delta,presto,job_6e,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,10642.6,job,10
delta,presto,job_6f,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,5947.5,job,10
delta,presto,job_7b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,11494.03,job,10
delta,presto,job_8b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,2373.79,job,10
delta,presto,job_8d,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,3774.71,job,10
delta,presto,job_9a,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,8008.04,job,10
delta,presto,job_9b,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,18649.55,job,10
delta,presto,job_9c,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,4049.71,job,10
delta,presto,job_10a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,11216.11,job,10
delta,presto,job_10b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6480.83,job,10
delta,presto,job_10c,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,4711.68,job,10
delta,presto,job_11b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2586.8,job,10
delta,presto,job_12a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5200.65,job,10
delta,presto,job_12b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,10141.61,job,10
delta,presto,job_13b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,12327.29,job,10
delta,presto,job_13d,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,12516.95,job,10
delta,presto,job_14a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,16243.83,job,10
delta,presto,job_14b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5884.84,job,10
delta,presto,job_14c,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,7233.42,job,10
delta,presto,job_15a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,3702.88,job,10
delta,presto,job_15c,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,19331.72,job,10
delta,presto,job_15d,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,8586.85,job,10
delta,presto,job_16a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,8659.4,job,10
delta,presto,job_16b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6104.23,job,10
delta,presto,job_16d,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,18456.3,job,10
delta,presto,job_17a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,13190.1,job,10
delta,presto,job_17b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2333.88,job,10
delta,presto,job_17e,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,9072.64,job,10
delta,presto,job_18a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,9966.43,job,10
delta,presto,job_18b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,5952.71,job,10
delta,presto,job_18c,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,7780.38,job,10
delta,presto,job_19b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2872.21,job,10
delta,presto,job_1a,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,16888.07,job,10
delta,presto,job_1b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,3921.66,job,10
delta,presto,job_1c,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2286.41,job,10
delta,presto,job_1d,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,2445.43,job,10
delta,presto,job_20b,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=24,6641.91,job,10
