datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1722.6,ssb-flat,1
delta,spark,q4_2,70.4;20.2;16.0;69.1;19.8;16.4|1.1;0.9;1.0,1737.12,ssb-flat,1
delta,spark,q4_2,8.4;12.9;546.4;128.4;25.8;26.2|1.0;0.0;1.0,2273.82,ssb-flat,1
delta,spark,q4_2,66.7;19.2;27.1;60.0;17.9;25.3|1.0;1.0;0.0,3129.13,ssb-flat,1
delta,spark,q4_2,68.2;113.6;525.7;60.3;18.8;27.7|0.9;0.0;0.0,3925.73,ssb-flat,1
delta,spark,q4_2,136.1;26.0;28.3;141.6;27.1;26.7|0.0;1.0;0.0,3071.63,ssb-flat,1
delta,spark,q4_2,75.8;21.0;16.4;76.0;19.4;16.7|0.0;0.0;1.1,3477.11,ssb-flat,1
delta,spark,q4_2,65.3;19.0;28.0;59.1;109.6;521.1|,3753.17,ssb-flat,1
delta,spark,q4_2,67.5;22.3;15.7;77.6;21.9;18.0|,4855.39,ssb-flat,1
delta,spark,q4_2,135.1;27.0;27.6;134.9;26.1;26.6|1.0;1.0;1.1,4254.83,ssb-flat,1
delta,spark,q4_2,76.2;20.9;17.1;34.2;24.1;304.6|1.0;1.0;1.0,5986.78,ssb-flat,1
delta,spark,q4_2,128.7;27.3;26.8;8.2;11.7;542.9|0.0;0.0;1.0,6986.51,ssb-flat,1
delta,spark,q4_2,31.0;26.4;290.0;72.7;20.8;16.2|1.0;0.0;0.0,9203.94,ssb-flat,1
delta,spark,q4_2,63.5;19.1;25.0;68.6;18.6;27.4|1.0;0.0;1.1,8931.66,ssb-flat,1
delta,spark,q4_2,139.6;28.5;27.7;8.5;11.4;531.2|1.1;0.0;1.0,22101.74,ssb-flat,1
delta,spark,q1_1,134.4;26.7;28.2;7.7;12.5;522.8|1.0;0.0;1.0,21914.00,ssb_flat,1
delta,spark,q1_2,125.6;25.2;26.5;8.0;11.7;511.4|1.0;0.0;1.1,25503.16,ssb_flat,1
delta,spark,q1_3,132.8;28.7;26.3;7.4;12.5;590.5|1.0;0.0;1.0,33568.45,ssb_flat,1
delta,spark,q2_1,129.0;27.8;28.3;8.4;12.9;540.6|1.0;0.0;1.1,32058.19,ssb_flat,1
delta,spark,q2_2,139.8;28.9;25.1;7.5;12.5;564.2|1.0;0.0;1.0,21207.76,ssb_flat,1
delta,spark,q2_3,127.9;26.2;26.6;7.9;11.1;523.3|1.0;0.0;1.0,25772.42,ssb_flat,1
delta,spark,q3_1,135.0;27.3;28.9;8.4;11.8;588.8|1.0;0.0;1.0,24491.25,ssb_flat,1
delta,spark,q3_2,132.8;27.4;26.8;141.2;27.1;27.5|1.0;1.0;1.0,2483.58,ssb_flat,1
delta,spark,q3_2,30.4;25.7;289.1;71.0;21.5;16.3|1.1;0.0;0.0,8158.70,ssb_flat,1
delta,spark,q3_2,128.1;26.9;27.0;8.0;12.1;567.8|1.1;0.0;0.9,23865.38,ssb_flat,1
delta,spark,q3_3,75.4;21.9;17.3;75.5;21.7;17.3|0.0;0.0;0.9,1618.50,ssb_flat,1
delta,spark,q3_3,7.4;11.1;589.3;130.4;26.6;26.4|1.1;0.0;1.0,1733.15,ssb_flat,1
delta,spark,q3_3,69.4;20.5;18.2;69.6;21.4;17.9|1.0;1.0;1.0,1536.19,ssb_flat,1
delta,spark,q3_3,138.9;28.4;28.9;127.1;28.7;27.9|0.9;1.1;1.0,2384.63,ssb_flat,1
delta,spark,q3_3,30.7;23.3;279.5;68.3;22.3;17.2|1.1;0.0;0.0,6820.39,ssb_flat,1
delta,spark,q3_3,132.0;27.8;27.4;8.4;11.4;538.8|1.0;0.0;1.1,24458.51,ssb_flat,1
delta,spark,q3_4,66.2;106.9;540.0;62.6;17.6;27.6|0.9;0.0;0.0,1555.02,ssb_flat,1
delta,spark,q3_4,68.8;20.6;16.8;71.2;22.5;17.1|0.0;0.0;1.0,1631.03,ssb_flat,1
delta,spark,q3_4,134.0;28.2;25.2;124.7;25.1;29.0|0.0;0.9;0.0,1631.52,ssb_flat,1
delta,spark,q3_4,70.9;20.2;17.7;73.1;21.1;18.0|1.0;1.1;0.9,1505.56,ssb_flat,1
delta,spark,q3_4,63.8;111.3;509.6;59.7;18.0;24.2|,1912.09,ssb_flat,1
delta,spark,q3_4,130.2;25.8;26.0;8.6;11.4;535.8|0.0;0.0;1.0,2113.94,ssb_flat,1
delta,spark,q3_4,137.8;28.7;25.3;133.2;26.7;27.6|0.9;1.0;0.9,2252.77,ssb_flat,1
delta,spark,q3_4,70.3;21.4;17.8;29.8;27.0;278.4|1.0;1.0;1.0,3981.55,ssb_flat,1
delta,spark,q3_4,31.6;26.5;309.7;76.0;20.2;18.3|1.0;0.0;0.0,8111.53,ssb_flat,1
delta,spark,q3_4,126.0;25.8;25.0;8.3;12.6;534.0|1.0;0.0;1.0,30082.51,ssb_flat,1
delta,spark,q4_1,124.1;26.8;28.6;130.9;25.5;27.1|0.0;0.9;0.0,2268.73,ssb_flat,1
delta,spark,q4_1,7.8;12.6;565.3;132.5;26.7;28.6|1.0;0.0;1.0,1897.10,ssb_flat,1
delta,spark,q4_1,60.5;112.1;548.0;60.7;19.2;27.7|1.0;0.0;0.0,2019.25,ssb_flat,1
delta,spark,q4_1,66.7;21.0;18.3;75.0;22.1;17.1|1.1;1.0;1.0,2595.85,ssb_flat,1
delta,spark,q4_1,140.6;24.9;27.6;7.5;12.5;557.5|0.0;0.0;1.0,3316.87,ssb_flat,1
delta,spark,q4_1,70.8;21.7;17.2;71.0;21.4;17.3|0.0;0.0;1.0,3148.53,ssb_flat,1
delta,spark,q4_1,74.0;21.3;17.6;32.4;24.3;284.1|0.9;1.1;1.0,4512.21,ssb_flat,1
delta,spark,q4_1,121.9;25.9;25.0;123.4;27.7;25.8|1.0;0.9;1.0,6097.71,ssb_flat,1
delta,spark,q4_1,32.3;26.8;292.9;72.0;20.1;17.2|1.0;0.0;0.0,11575.86,ssb_flat,1
delta,spark,q4_1,60.2;16.6;27.0;64.2;18.9;24.4|1.1;0.0;1.0,10870.79,ssb_flat,1
delta,spark,q4_1,123.9;28.7;28.3;8.5;12.0;525.4|1.0;0.0;1.0,20395.52,ssb_flat,1
delta,spark,q4_2,67.5;18.3;27.3;66.8;17.1;26.0|,1661.49,ssb_flat,1
delta,spark,q4_2,64.7;17.9;24.1;62.2;117.5;585.5|0.0;1.1;0.0,1595.24,ssb_flat,1
delta,spark,q4_2,64.4;17.6;24.5;66.7;122.6;550.0|0.9;1.1;0.0,1624.84,ssb_flat,1
delta,spark,q4_2,59.5;108.1;516.3;62.4;18.2;25.0|,2137.04,ssb_flat,1
delta,spark,q4_2,76.6;22.1;16.6;67.5;19.3;16.6|1.0;1.0;1.0,2184.72,ssb_flat,1
delta,spark,q4_2,8.0;12.1;515.6;132.6;28.9;26.5|1.0;0.0;1.0,1922.59,ssb_flat,1
delta,spark,q4_2,60.7;16.9;24.6;64.9;17.8;26.6|1.0;0.9;0.0,2876.68,ssb_flat,1
delta,spark,q4_2,67.7;111.5;521.7;59.4;17.8;25.1|0.9;0.0;0.0,3038.34,ssb_flat,1
delta,spark,q4_2,122.4;26.2;26.8;126.9;28.8;28.3|0.0;1.1;0.0,4171.23,ssb_flat,1
delta,spark,q4_2,69.8;19.7;17.9;74.3;20.9;17.5|0.0;0.0;1.0,3623.81,ssb_flat,1
delta,spark,q4_2,67.9;19.4;25.4;60.6;122.5;553.9|,3841.87,ssb_flat,1
delta,spark,q4_2,71.2;21.6;16.3;69.2;21.5;16.3|,4590.11,ssb_flat,1
delta,spark,q4_2,133.6;26.6;25.9;131.7;26.1;25.1|1.0;1.0;1.0,4738.94,ssb_flat,1
delta,spark,q4_2,74.4;20.0;17.8;33.5;26.9;301.5|1.0;1.0;1.0,6158.60,ssb_flat,1
delta,spark,q4_2,125.8;28.1;28.0;8.0;11.1;562.7|0.0;0.0;1.0,6297.79,ssb_flat,1
delta,spark,q4_2,32.0;24.5;273.4;69.2;20.9;16.3|0.9;0.0;0.0,9287.56,ssb_flat,1
delta,spark,q4_2,63.2;17.7;25.7;63.4;17.7;27.7|1.0;0.0;0.9,10140.33,ssb_flat,1
delta,spark,q4_2,127.6;25.1;25.4;8.3;12.6;566.3|1.0;0.0;1.0,26301.20,ssb_flat,1
delta,spark,q4_3,70.7;19.6;17.3;74.7;21.5;17.5|1.0;1.1;1.0,1790.69,ssb_flat,1
delta,spark,q4_3,63.0;16.9;27.3;63.2;115.7;527.9|1.1;1.0;0.0,1810.29,ssb_flat,1
delta,spark,q4_3,61.6;123.8;514.2;67.0;16.7;27.3|,2274.65,ssb_flat,1
delta,spark,q4_3,66.3;17.3;27.0;64.7;17.3;27.2|,2429.90,ssb_flat,1
delta,spark,q4_3,7.9;12.7;514.5;135.2;26.2;25.1|1.0;0.0;1.0,2923.77,ssb_flat,1
delta,spark,q4_3,60.3;18.9;26.7;65.8;113.0;558.3|,3694.85,ssb_flat,1
delta,spark,q4_3,60.8;19.2;24.8;66.4;115.4;536.3|0.0;1.0;0.0,3835.88,ssb_flat,1
delta,spark,q4_3,70.3;20.5;18.1;70.2;21.8;18.2|0.0;0.0;1.0,4456.44,ssb_flat,1
delta,spark,q4_3,69.5;22.1;16.8;31.3;24.4;310.5|,4896.28,ssb_flat,1
delta,spark,q4_3,126.3;26.5;28.9;136.1;25.1;25.3|1.0;0.9;0.9,4652.28,ssb_flat,1
delta,spark,q4_3,76.7;19.3;17.7;30.0;24.3;283.2|0.9;0.9;1.0,4594.43,ssb_flat,1
delta,spark,q4_3,60.3;18.5;24.0;63.9;18.6;27.1|1.1;1.0;0.0,4552.15,ssb_flat,1
delta,spark,q4_3,67.6;112.3;545.1;62.6;17.4;27.4|0.9;0.0;0.0,4500.62,ssb_flat,1
delta,spark,q4_3,137.8;25.5;28.9;130.3;29.1;29.0|0.0;1.1;0.0,5261.88,ssb_flat,1
delta,spark,q4_3,76.1;20.6;16.1;76.0;21.1;16.0|,5079.05,ssb_flat,1
delta,spark,q4_3,134.6;26.7;28.1;8.6;12.8;579.0|0.0;0.0;1.1,6581.72,ssb_flat,1
delta,spark,q4_3,33.7;25.4;305.6;71.1;21.0;17.3|1.1;0.0;0.0,9562.27,ssb_flat,1
delta,spark,q4_3,63.3;17.4;25.7;62.1;18.8;25.4|1.1;0.0;1.0,10935.24,ssb_flat,1
delta,spark,q4_3,124.9;27.6;29.1;8.2;12.7;519.2|0.9;0.0;1.0,22366.53,ssb_flat,1
