datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1722.6,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4545.19,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1844.67,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5552.69,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4287.53,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8799.11,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9796.17,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2146.9,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4747.92,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1949.74,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,5218.18,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2101.67,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,6386.42,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,8116.66,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3562.5,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2883.64,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3875.04,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6448.6,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3976.85,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,8353.26,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2927.7,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2719.76,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6362.42,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2290.89,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6768.34,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9521.2,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6125.78,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2521.26,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6184.04,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3354.69,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,8489.98,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6199.48,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1641.77,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2118.87,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2203.87,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,6619.87,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4858.74,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3622.0,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3355.93,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6269.34,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2661.44,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6180.99,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6581.75,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2638.68,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,17176.97,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2965.77,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2656.61,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1503.19,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,10971.39,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1604.48,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,7612.34,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2247.37,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,12960.16,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,4820.54,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,2738.06,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,3916.02,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,7538.26,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,2937.42,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,12675.76,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,2560.59,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4169.41,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3319.16,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,11625.25,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,7244.06,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2037.98,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5476.13,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,6701.47,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5402.77,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,1503.19,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,11120.11,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4779.2,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15206.63,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3000.83,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3207.23,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4900.68,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11276.41,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1535.01,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12218.12,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14473.26,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8965.44,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1792.75,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3799.67,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11960.66,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11333.54,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12462.09,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3339.81,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2192.34,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,13062.75,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,3476.95,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,1565.82,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,5514.38,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=8g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=128m,2874.66,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7632.59,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5458.46,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6074.48,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2280.4,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1763.37,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6488.42,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1631.57,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,6362.08,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,2226.37,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4039.05,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11663.08,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12062.29,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1611.69,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=2; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12322.79,ssb-flat,1
delta,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,15027.14,ssb-flat,1
delta,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16023.52,ssb-flat,1
delta,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1688.0,ssb-flat,1
delta,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2131.52,ssb-flat,1
delta,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10812.16,ssb-flat,1
delta,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1503.19,ssb-flat,1
delta,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1585.73,ssb-flat,1
