datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3135.0,ssb-flat,10
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2365.0,ssb-flat,10
delta,spark,ssb_flat_q_02,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,4629.0,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2203.0,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1425.0,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,2126.0,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,10415.0,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,7097.0,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,6824.0,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,987.0,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1011.0,ssb-flat,10
delta,spark,ssb_flat_q_05,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,696.0,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1052.0,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,434.0,ssb-flat,10
delta,spark,ssb_flat_q_06,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,4139.0,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1425.0,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1045.0,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,4290.0,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,3447.0,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,5569.0,ssb-flat,10
delta,spark,ssb_flat_q_08,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3275.0,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1321.0,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1403.0,ssb-flat,10
delta,spark,ssb_flat_q_09,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,451.0,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,243.0,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,224.0,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2081.0,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,2045.0,ssb-flat,10
delta,spark,ssb_flat_q_11,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,4095.0,ssb-flat,10
delta,spark,ssb_flat_q_11,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,1957.0,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1102.0,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,4861.0,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2090.0,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1545.0,ssb-flat,10
delta,spark,ssb_flat_q_13,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,4893.0,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1689.0,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,6318.0,ssb-flat,10
delta,spark,ssb_flat_q_14,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2392.0,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,839.0,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2221.0,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,4372.0,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1647.0,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,572.0,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,3184.0,ssb-flat,10
delta,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17912.0,ssb-flat,10
delta,spark,ssb_flat_q_16,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,7562.0,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,6436.0,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,10376.0,ssb-flat,10
delta,spark,ssb_flat_q_17,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2620.0,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,414.0,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,657.0,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1277.0,ssb-flat,10
delta,spark,ssb_flat_q_18,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,5795.0,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1139.0,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,814.0,ssb-flat,10
delta,spark,ssb_flat_q_19,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2441.0,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1261.0,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,2015.0,ssb-flat,10
delta,spark,ssb_flat_q_20,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,1623.0,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1427.0,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,1541.0,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,4257.0,ssb-flat,10
delta,spark,ssb_flat_q_21,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,1964.0,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,662.0,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,334.0,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,745.0,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,1946.0,ssb-flat,10
delta,spark,ssb_flat_q_22,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1086.0,ssb-flat,10
delta,spark,ssb_flat_q_22,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,442.0,ssb-flat,10
delta,spark,ssb_flat_q_22,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,3377.0,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,833.0,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1798.0,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,1364.0,ssb-flat,10
delta,spark,ssb_flat_q_22,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,1821.0,ssb-flat,10
delta,spark,ssb_flat_q_23,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,6775.0,ssb-flat,10
delta,spark,ssb_flat_q_23,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,7973.0,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,7720.0,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,6836.0,ssb-flat,10
delta,spark,ssb_flat_q_23,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,9429.0,ssb-flat,10
delta,spark,ssb_flat_q_24,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3061.0,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2732.0,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,3134.0,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,3546.0,ssb-flat,10
delta,spark,ssb_flat_q_25,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1275.0,ssb-flat,10
delta,spark,ssb_flat_q_25,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,1153.0,ssb-flat,10
delta,spark,ssb_flat_q_25,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,1261.0,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1022.0,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,3775.0,ssb-flat,10
delta,spark,ssb_flat_q_26,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,4565.0,ssb-flat,10
delta,spark,ssb_flat_q_26,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2638.0,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,1374.0,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1205.0,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,3181.0,ssb-flat,10
delta,spark,ssb_flat_q_27,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,2077.0,ssb-flat,10
delta,spark,ssb_flat_q_27,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,934.0,ssb-flat,10
delta,spark,ssb_flat_q_27,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,747.0,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,758.0,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,785.0,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,1484.0,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,1314.0,ssb-flat,10
delta,spark,ssb_flat_queries,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,356.0,ssb-flat,10
delta,spark,ssb_flat_queries,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,371.0,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,604.0,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;116.0;549.0|,1644.191306709162,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;72.0;21.0;17.0|,2274.495329250718,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;116.0;549.0;64.0;18.0;26.0|,3791.1824786980656,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;116.0;549.0|,5865.4573003862615,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;72.0;21.0;17.0|,6628.341340318357,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;116.0;549.0|,1567.337774166585,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;72.0;21.0;17.0|,2026.1731270269247,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;18.0;26.0|,2814.218006575877,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;116.0;549.0;64.0;18.0;26.0|,3545.249092945464,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;32.0;25.0;290.0|,1314.5076503561565,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;18.0;26.0|,4596.632752511855,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;32.0;25.0;290.0|,3105.675074704404,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;116.0;549.0|,1498.4779039993366,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;72.0;21.0;17.0|,1825.2870765994387,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;18.0;26.0|,2222.2523470666765,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;116.0;549.0;64.0;18.0;26.0|,3351.126938942118,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;32.0;25.0;290.0|,1411.1369345748394,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;72.0;21.0;17.0|,1583.0748505899437,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;18.0;26.0|,2856.9478187506547,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;32.0;25.0;290.0|,1566.9103911285263,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;116.0;549.0|,1605.077349141527,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;72.0;21.0;17.0|,2577.092942940456,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;18.0;26.0|,3375.6509226478875,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;116.0;549.0;64.0;18.0;26.0|,4111.857432835302,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;32.0;25.0;290.0|,1921.3168209146688,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;72.0;21.0;17.0|,2888.1260611188286,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;32.0;25.0;290.0|,2064.325736335485,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;72.0;21.0;17.0|,3872.0212315899225,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;18.0;26.0|,5062.146732628751,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;32.0;25.0;290.0|,3487.5428114428996,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;116.0;549.0|,1787.4731465205143,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;72.0;21.0;17.0|,2460.6026200009965,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;32.0;25.0;290.0|,1929.111815614583,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;116.0;549.0|,1420.319322731838,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;72.0;21.0;17.0|,1552.7072250050458,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;18.0;26.0|,2276.745712597343,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;32.0;25.0;290.0|,1077.775606960347,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;116.0;549.0|,6885.9021628080345,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;72.0;21.0;17.0|,9410.65248780753,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;32.0;25.0;290.0|,7674.50890968163,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;116.0;549.0|,756.5085461382483,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;72.0;21.0;17.0|,923.7692680840208,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;18.0;26.0|,1752.5143914979662,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;116.0;549.0;64.0;18.0;26.0|,1507.601144167768,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;32.0;25.0;290.0|,903.5537120600378,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;116.0;549.0|,2258.4117858293403,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;72.0;21.0;17.0|,2220.1172306845965,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;18.0;26.0|,3298.488284408353,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;116.0;549.0;64.0;18.0;26.0|,4163.208219595966,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;32.0;25.0;290.0|,1801.505518995955,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;116.0;549.0|,1154.1968570136669,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;72.0;21.0;17.0|,2051.620464934198,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;32.0;25.0;290.0|,1331.016319082973,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;116.0;549.0;64.0;18.0;26.0|,2512.4723146147103,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;116.0;549.0|,1429.4256791625137,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;18.0;26.0|,2518.9865323125696,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;32.0;25.0;290.0|,1266.7452874856413,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;116.0;549.0|,959.6060560557838,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;32.0;25.0;290.0|,927.7840858515018,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;18.0;26.0|,1578.2398895062177,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;116.0;549.0;64.0;18.0;26.0|,1332.7025263571986,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;72.0;21.0;17.0|,1664.91290740156,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;18.0;26.0|,1923.429914519294,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;32.0;25.0;290.0|,1082.4563243735997,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;116.0;549.0;64.0;18.0;26.0|,2295.819252499126,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;116.0;549.0|,5651.42877595319,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;72.0;21.0;17.0|,7094.438165112643,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;32.0;25.0;290.0|,6141.360949522965,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;116.0;549.0|,2560.4267466415026,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;32.0;25.0;290.0|,2519.3435116773567,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;72.0;21.0;17.0|,1663.620567499255,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;18.0;26.0|,2282.551772335278,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;32.0;25.0;290.0|,1408.3447184377294,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;116.0;549.0;64.0;18.0;26.0|,2062.945462863251,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;116.0;549.0|,1912.5452709038534,ssb-flat,10
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;72.0;21.0;17.0|,2584.722842941952,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;18.0;26.0|,3225.1887860098827,ssb-flat,10
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;32.0;25.0;290.0|,1741.8585243875336,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;116.0;549.0|,865.4928041118386,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;72.0;21.0;17.0|,929.8646210113193,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;18.0;26.0|,1194.0355788722666,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;116.0;549.0;64.0;18.0;26.0|,1486.2843455037498,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;32.0;25.0;290.0|,915.7706196538927,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2472.52,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2548.73,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2700.55,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2379.37,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2672.39,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2622.33,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2681.73,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2735.58,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2682.03,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2596.7,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2746.59,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2603.24,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2554.28,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2731.39,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2273.12,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2741.29,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;18.0;26.0|1;1;0,2630.75,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2361.63,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2745.51,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2346.71,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2655.2,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;116.0;549.0;64.0;18.0;26.0|1;0;0,2791.6,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1936.16,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1852.25,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2167.36,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2046.94,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2053.61,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2077.4,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2177.15,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1863.74,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1928.97,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1905.0,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2052.57,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1982.44,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2187.7,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2209.77,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2173.1,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1931.61,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2004.08,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2184.06,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2108.6,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2227.26,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,2195.61,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1928.71,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;116.0;549.0|1;1;0,1897.57,ssb-flat,10
