datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,14925.62,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,9035.71,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,3631.09,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,12645.29,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,13043.57,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,15897.44,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,3838.16,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,1967.62,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,5819.52,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,1751.44,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,12926.54,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,1860.83,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,11741.94,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,4514.5,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,4095.86,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,9531.43,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,10242.4,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,1900.34,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,13147.14,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,12406.17,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,13689.47,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,16343.16,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,1823.64,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,2376.4,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,8351.46,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,5474.79,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,13017.63,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,4630.07,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,6115.66,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=16,6040.56,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3838.61,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,2762.64,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3698.77,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,1849.38,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,6026.19,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3872.38,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,10187.98,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,16306.07,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3333.84,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,2339.66,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,6929.32,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,3835.71,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,14098.45,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,2350.85,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,1995.14,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=24,13422.89,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7151.25,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,13553.8,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,14966.93,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5085.43,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,14370.65,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,13311.4,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,11781.67,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,15686.96,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2463.02,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,2874.89,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,6991.46,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,3981.57,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,7782.17,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,5713.89,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,14889.31,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=48,1754.98,ssb-flat,10
iceberg,trino,q1_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2592.08,ssb-flat,10
iceberg,trino,q1_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2644.79,ssb-flat,10
iceberg,trino,q1_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2707.20,ssb-flat,10
iceberg,trino,q2_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2827.14,ssb-flat,10
iceberg,trino,q2_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2194.92,ssb-flat,10
iceberg,trino,q2_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2192.01,ssb-flat,10
iceberg,trino,q3_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2530.98,ssb-flat,10
iceberg,trino,q3_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2774.77,ssb-flat,10
iceberg,trino,q3_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2585.26,ssb-flat,10
iceberg,trino,q3_4,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2865.59,ssb-flat,10
iceberg,trino,q4_1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2259.67,ssb-flat,10
iceberg,trino,q4_2,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,3001.22,ssb-flat,10
iceberg,trino,q4_3,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2763.93,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2671.03,ssb-flat,10
iceberg,trino,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2184.78,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2646.16,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2171.70,ssb-flat,10
iceberg,trino,ssb_flat_q_05,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2706.82,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2753.86,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2558.66,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2750.89,ssb-flat,10
iceberg,trino,ssb_flat_q_09,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2901.86,ssb-flat,10
iceberg,trino,ssb_flat_q_10,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2660.69,ssb-flat,10
iceberg,trino,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2394.97,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2306.36,ssb-flat,10
iceberg,trino,ssb_flat_q_13,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2129.00,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2282.26,ssb-flat,10
iceberg,trino,ssb_flat_q_15,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2760.44,ssb-flat,10
iceberg,trino,ssb_flat_q_16,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2211.42,ssb-flat,10
iceberg,trino,ssb_flat_q_17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2553.42,ssb-flat,10
iceberg,trino,ssb_flat_q_18,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2418.70,ssb-flat,10
iceberg,trino,ssb_flat_q_19,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2391.87,ssb-flat,10
iceberg,trino,ssb_flat_q_20,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2348.06,ssb-flat,10
iceberg,trino,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2836.70,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2816.80,ssb-flat,10
iceberg,trino,ssb_flat_q_23,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2460.24,ssb-flat,10
iceberg,trino,ssb_flat_q_24,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2222.82,ssb-flat,10
iceberg,trino,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2323.21,ssb-flat,10
iceberg,trino,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2226.40,ssb-flat,10
iceberg,trino,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2870.93,ssb-flat,10
iceberg,trino,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=12; task.concurrency=12; task.max-worker-threads=24,2472.28,ssb-flat,10
iceberg,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,6058.75,ssb-flat,10
iceberg,trino,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,7937.44,ssb-flat,10
iceberg,trino,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,8061.98,ssb-flat,10
iceberg,trino,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,3021.12,ssb-flat,10
iceberg,trino,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,7517.95,ssb-flat,10
iceberg,trino,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,5545.33,ssb-flat,10
iceberg,trino,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,7751.76,ssb-flat,10
iceberg,trino,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,8672.27,ssb-flat,10
iceberg,trino,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,7364.34,ssb-flat,10
