datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,ssb_flat_q_20,0.8255735280335;0.5810043788473;265.0;8.0;24|,1421.28,ssb-flat,10
delta,presto,ssb_flat_q_12,0.8255735280335;0.5810043788473;265.0;8.0;24|,1300.66,ssb-flat,10
delta,presto,ssb_flat_q_03,0.8255735280335;0.5810043788473;265.0;8.0;24|,1458.84,ssb-flat,10
delta,presto,ssb_flat_q_10,0.8255735280335;0.5810043788473;265.0;8.0;24|,1420.12,ssb-flat,10
delta,presto,ssb_flat_q_01,0.2939231281018;0.8072550698589;277.0;7.0;35|,1026.3,ssb-flat,10
delta,presto,ssb_flat_q_13,0.2939231281018;0.8072550698589;277.0;7.0;35|,1194.98,ssb-flat,10
delta,presto,ssb_flat_q_26,0.2939231281018;0.8072550698589;277.0;7.0;35|,1197.05,ssb-flat,10
delta,presto,ssb_flat_q_16,0.2939231281018;0.8072550698589;277.0;7.0;35|,1206.72,ssb-flat,10
delta,presto,ssb_flat_queries,0.2939231281018;0.8072550698589;277.0;7.0;35|,1160.88,ssb-flat,10
delta,presto,ssb_flat_q_19,0.2939231281018;0.8072550698589;277.0;7.0;35|,1140.19,ssb-flat,10
delta,presto,ssb_flat_q_04,0.2939231281018;0.8072550698589;277.0;7.0;35|,1013.22,ssb-flat,10
delta,presto,ssb_flat_q_25,0.2939231281018;0.8072550698589;277.0;7.0;35|,1103.44,ssb-flat,10
delta,presto,ssb_flat_q_07,0.2939231281018;0.8072550698589;277.0;7.0;35|,1202.19,ssb-flat,10
delta,presto,ssb_flat_q_20,0.2939231281018;0.8072550698589;277.0;7.0;35|,1033.79,ssb-flat,10
delta,presto,ssb_flat_q_02,0.2939231281018;0.8072550698589;277.0;7.0;35|,1092.02,ssb-flat,10
delta,presto,ssb_flat_q_23,0.2939231281018;0.8072550698589;277.0;7.0;35|,1225.23,ssb-flat,10
delta,presto,ssb_flat_q_08,0.2939231281018;0.8072550698589;277.0;7.0;35|,1089.7,ssb-flat,10
delta,presto,ssb_flat_q_03,0.2939231281018;0.8072550698589;277.0;7.0;35|,1148.63,ssb-flat,10
delta,presto,ssb_flat_q_06,0.2939231281018;0.8072550698589;277.0;7.0;35|,1201.01,ssb-flat,10
delta,presto,ssb_flat_q_10,0.2939231281018;0.8072550698589;277.0;7.0;35|,1167.59,ssb-flat,10
delta,presto,ssb_flat_q_24,0.2939231281018;0.8072550698589;277.0;7.0;35|,1113.49,ssb-flat,10
delta,presto,ssb_flat_q_26,0.2225872804112;0.3117094553633;322.0;5.0;18|,1042.85,ssb-flat,10
delta,presto,ssb_flat_q_11,0.2225872804112;0.3117094553633;322.0;5.0;18|,925.98,ssb-flat,10
delta,presto,ssb_flat_q_02,0.2225872804112;0.3117094553633;322.0;5.0;18|,954.26,ssb-flat,10
delta,presto,ssb_flat_q_16,0.2225872804112;0.3117094553633;322.0;5.0;18|,925.91,ssb-flat,10
delta,presto,ssb_flat_q_23,0.2225872804112;0.3117094553633;322.0;5.0;18|,953.67,ssb-flat,10
delta,presto,ssb_flat_q_08,0.2225872804112;0.3117094553633;322.0;5.0;18|,973.83,ssb-flat,10
delta,presto,ssb_flat_q_06,0.2225872804112;0.3117094553633;322.0;5.0;18|,959.72,ssb-flat,10
delta,presto,ssb_flat_queries,0.2225872804112;0.3117094553633;322.0;5.0;18|,884.44,ssb-flat,10
delta,presto,ssb_flat_q_24,0.2225872804112;0.3117094553633;322.0;5.0;18|,1037.82,ssb-flat,10
delta,presto,ssb_flat_q_01,0.2225872804112;0.3117094553633;322.0;5.0;18|,951.54,ssb-flat,10
delta,presto,ssb_flat_q_13,0.2225872804112;0.3117094553633;322.0;5.0;18|,883.02,ssb-flat,10
delta,presto,ssb_flat_q_19,0.2225872804112;0.3117094553633;322.0;5.0;18|,882.6,ssb-flat,10
delta,presto,ssb_flat_q_04,0.2225872804112;0.3117094553633;322.0;5.0;18|,990.23,ssb-flat,10
delta,presto,ssb_flat_q_25,0.2225872804112;0.3117094553633;322.0;5.0;18|,903.19,ssb-flat,10
delta,presto,ssb_flat_q_07,0.2225872804112;0.3117094553633;322.0;5.0;18|,919.15,ssb-flat,10
delta,presto,ssb_flat_q_20,0.2225872804112;0.3117094553633;322.0;5.0;18|,980.73,ssb-flat,10
delta,presto,ssb_flat_q_12,0.2225872804112;0.3117094553633;322.0;5.0;18|,1033.67,ssb-flat,10
delta,presto,ssb_flat_q_03,0.2225872804112;0.3117094553633;322.0;5.0;18|,993.13,ssb-flat,10
delta,presto,ssb_flat_q_10,0.2225872804112;0.3117094553633;322.0;5.0;18|,899.96,ssb-flat,10
