datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3568.01,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4950.85,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3946.29,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,3049.6,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4277.6,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,4870.45,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=28; query.max-memory-per-node=18; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=16,5030.32,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5170.18,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2096.2,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5349.86,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1555.12,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,11534.17,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5630.17,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,3492.6,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,6323.99,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2471.83,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,1717.52,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,4658.63,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,4159.28,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5489.81,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2201.31,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,5220.48,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=16; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=16; task.max-worker-threads=24,2982.7,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2555.61,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2146.99,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2544.91,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2993.59,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,3725.0,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,10120.65,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,4032.17,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,6701.67,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,1555.16,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,5474.65,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,4372.99,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,6723.06,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,5172.45,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2509.05,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=24,2241.19,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2321.15,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,9374.71,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,1506.5,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2657.66,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,3636.84,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,4579.6,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,1803.32,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,7618.34,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2011.31,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,6534.7,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,3792.33,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,11721.95,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,4654.1,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=256; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,11003.83,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3717.57,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3257.61,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5609.01,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1796.4,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,7799.98,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,9457.87,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3961.29,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,6873.42,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2234.92,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3762.03,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2259.69,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,5343.43,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,6652.63,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,2590.58,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,3257.54,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=20; query.max-total-memory-per-node=14; task.concurrency=48; task.max-worker-threads=32,1781.18,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2436.98,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1543.93,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1602.42,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,4947.58,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1605.55,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,8276.61,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,3923.7,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,5316.85,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1621.59,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,6348.92,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,1512.06,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,4428.37,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,5260.92,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,8160.68,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,2984.44,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=16; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=24,4203.97,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3881.8,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,5583.44,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,6622.49,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3707.93,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3102.26,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3272.19,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3946.6,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,4435.01,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,4807.14,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,8951.6,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3926.1,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,6469.14,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,4066.6,ssb-flat,10
delta,presto,ssb_flat_q_26,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,3110.79,ssb-flat,10
delta,presto,ssb_flat_q_27,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,2883.38,ssb-flat,10
delta,presto,ssb_flat_queries,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=256; query.max-memory=24; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=16; task.max-worker-threads=48,2615.2,ssb-flat,10
delta,presto,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,4525.71,ssb-flat,10
delta,presto,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,10826.41,ssb-flat,10
delta,presto,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,10798.55,ssb-flat,10
delta,presto,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3152.67,ssb-flat,10
delta,presto,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,7072.18,ssb-flat,10
delta,presto,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3209.57,ssb-flat,10
delta,presto,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,3596.82,ssb-flat,10
delta,presto,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,2891.49,ssb-flat,10
delta,presto,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,9650.11,ssb-flat,10
delta,presto,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,5543.13,ssb-flat,10
delta,presto,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,5512.14,ssb-flat,10
delta,presto,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,1972.74,ssb-flat,10
delta,presto,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=24; task.max-worker-threads=32,2518.51,ssb-flat,10
